Hour,STREET1,STREET2,ROAD_CLASS,District,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,PASSENGER,SPEEDING,AG_DRIV,ALCOHOL
23,SCARBOROUGH GOLF CLUB RD,LAWRENCE AVE E,Minor Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,1,Pedestrian Collisions,Driver,25 to 29,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,Yes,No,No,No
23,SCARBOROUGH GOLF CLUB RD,LAWRENCE AVE E,Minor Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,1,Pedestrian Collisions,Passenger,20 to 24, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,No,No
23,FINCH  AVE W,DUNCANWOODS  DR,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Pedestrian,25 to 29,North, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,No,No
23,FINCH  AVE W,DUNCANWOODS  DR,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Passenger,55 to 59, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,No,No
23,FINCH  AVE W,DUNCANWOODS  DR,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,35 to 39,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,Yes,No,No,No
23,QUEENS QUAY W,YORK ST,Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Pedestrian,45 to 49,South, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
23,QUEENS QUAY W,YORK ST,Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,65 to 69,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
23,SPADINA AVE,GRANGE AVE,Major Arterial,Toronto and East York,Intersection, ,No Control,Rain,"Dark, artificial",Wet,1,Pedestrian Collisions,Vehicle Owner,unknown, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
23,SPADINA AVE,GRANGE AVE,Major Arterial,Toronto and East York,Intersection, ,No Control,Rain,"Dark, artificial",Wet,1,Pedestrian Collisions,Driver,30 to 34,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
23,SPADINA AVE,GRANGE AVE,Major Arterial,Toronto and East York,Intersection, ,No Control,Rain,"Dark, artificial",Wet,1,Pedestrian Collisions,Pedestrian,75 to 79,West, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
23,DAWES RD,GOWER ST,Minor Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,1,Pedestrian Collisions,Pedestrian,60 to 64,West, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,No
23,DAWES RD,GOWER ST,Minor Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,1,Pedestrian Collisions,Driver,40 to 44,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,Yes,No,Yes,No,No,No,Yes,No,Yes,No
23,DAWES RD,GOWER ST,Minor Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,1,Pedestrian Collisions,Passenger,10 to 14, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,No
23,BRIMLEY RD,CHARTLAND BLVD S,Major Arterial,Scarborough,Mid-Block, ,No Control,Snow,Dark,Slush,0,Approaching,Passenger,20 to 24, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,BRIMLEY RD,CHARTLAND BLVD S,Major Arterial,Scarborough,Mid-Block, ,No Control,Snow,Dark,Slush,0,Approaching,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,BRIMLEY RD,CHARTLAND BLVD S,Major Arterial,Scarborough,Mid-Block, ,No Control,Snow,Dark,Slush,0,Approaching,Driver,20 to 24,North,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Normal,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,BRIMLEY RD,CHARTLAND BLVD S,Major Arterial,Scarborough,Mid-Block, ,No Control,Snow,Dark,Slush,0,Approaching,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,BRIMLEY RD,CHARTLAND BLVD S,Major Arterial,Scarborough,Mid-Block, ,No Control,Snow,Dark,Slush,0,Approaching,Driver,15 to 19,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,LAKE SHORE W BLVD E,YONGE ST,Expressway,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Passenger,15 to 19, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes
23,LAKE SHORE W BLVD E,YONGE ST,Expressway,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,20 to 24,West,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes
23,LAKE SHORE W BLVD E,YONGE ST,Expressway,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes
23,LAKE SHORE W BLVD E,YONGE ST,Expressway,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,15 to 19,West,"Automobile, Station Wagon",Going Ahead,Following too Close,"Ability Impaired, Alcohol Over .08",Yes,No,Yes,No,No,No,Yes,No,Yes,Yes
23,LAKE SHORE W BLVD E,YONGE ST,Expressway,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,25 to 29,Unknown,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes
23,COXWELL AVE,CASCI AVE,Minor Arterial,Toronto and East York,Intersection, ,No Control,Clear,Dark,Dry,0,Cyclist Collisions,Driver,15 to 19,North,Passenger Van,Going Ahead,Driving Properly,Normal,No,Yes,Yes,No,No,No,No,No,No,No
23,COXWELL AVE,CASCI AVE,Minor Arterial,Toronto and East York,Intersection, ,No Control,Clear,Dark,Dry,0,Cyclist Collisions,Cyclist,15 to 19,North,Bicycle,Changing Lanes,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
23,ST CLAIR AVE W,KEELE ST,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,20 to 24,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,Yes,No
23,ST CLAIR AVE W,KEELE ST,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Pedestrian,15 to 19,Unknown, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
23,364 WILSON AVE,VULCAN ST,Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,1,Approaching,Driver,40 to 44,West,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Inattentive,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,ST CLAIR  AVE W,MONDOVI  GT,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,0,Pedestrian Collisions,Pedestrian,15 to 19,South, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
23,ST CLAIR  AVE W,MONDOVI  GT,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,0,Pedestrian Collisions,Driver,unknown,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
23,364 WILSON AVE,VULCAN ST,Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,1,Approaching,Driver,40 to 44,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,Yes,Yes,Yes,No
22,145 COURCELETTE RD, ,Local,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,0,Cyclist Collisions,Driver,60 to 64,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
23,364 WILSON AVE,VULCAN ST,Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,1,Approaching,Passenger,unknown, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,364 WILSON AVE,VULCAN ST,Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,1,Approaching,Passenger,unknown, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,364 WILSON AVE,VULCAN ST,Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,1,Approaching,Passenger,unknown, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,TED ROGERS  WAY,MOUNT PLEASANT RD,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,0,Sideswipe,Passenger,20 to 24, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,TED ROGERS  WAY,MOUNT PLEASANT RD,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,0,Sideswipe,Passenger,20 to 24, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,TED ROGERS  WAY,MOUNT PLEASANT RD,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,0,Sideswipe,Passenger,20 to 24, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,TED ROGERS  WAY,MOUNT PLEASANT RD,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,0,Sideswipe,Passenger,20 to 24, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,TED ROGERS  WAY,MOUNT PLEASANT RD,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,0,Sideswipe,Driver,20 to 24,South,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Had Been Drinking,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,TED ROGERS  WAY,MOUNT PLEASANT RD,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,0,Sideswipe,Passenger,25 to 29, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,TED ROGERS  WAY,MOUNT PLEASANT RD,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,0,Sideswipe,Driver,45 to 49,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,STEELES AVE E,DON MILLS RD,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Turning Movement,Driver,25 to 29,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,STEELES AVE E,DON MILLS RD,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Turning Movement,Driver,20 to 24,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,No,No,Yes,No,No,No,Yes,Yes,Yes,No
22,DANFORTH AVE,GREENWOOD AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Turning Movement,Driver,40 to 44,West,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,No,No,Yes,Yes,No,No,Yes,No,No,No
23,STEELES AVE E,DON MILLS RD,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Turning Movement,Passenger,35 to 39, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,STEELES AVE E,DON MILLS RD,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Turning Movement,Passenger,55 to 59, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,STEELES AVE E,DON MILLS RD,Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Turning Movement,Passenger,20 to 24, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,BRIMLEY RD,DORCOT AVE,Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,25 to 29,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Inattentive,Yes,No,Yes,No,No,No,Yes,No,No,No
23,BRIMLEY RD,DORCOT AVE,Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Passenger,20 to 24, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,No,No
23,BRIMLEY RD,DORCOT AVE,Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Passenger,20 to 24, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,No,No
23,BRIMLEY RD,DORCOT AVE,Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Pedestrian,20 to 24,West, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,No,No
23,900 YORK MILLS RD, ,Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,1,Pedestrian Collisions,Driver,unknown,West,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",Yes,No,Yes,No,No,No,No,No,No,Yes
23,900 YORK MILLS RD, ,Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,1,Pedestrian Collisions,Pedestrian,60 to 64,East, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,Yes
23,LAKE SHORE BLVD W,COLBORNE LODGE DR,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,1,Cyclist Collisions,Driver,30 to 34,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,Yes,Yes,No,No,No,No,No,No,No
23,LAKE SHORE BLVD W,COLBORNE LODGE DR,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,1,Cyclist Collisions,Driver,60 to 64,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,Yes,Yes,No,No,No,No,No,No,No
23,LAKE SHORE BLVD W,COLBORNE LODGE DR,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,1,Cyclist Collisions,Cyclist,25 to 29,South,Bicycle,Going Ahead,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No
23,MCCOWAN RD,BENLEIGH  DR,Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,0,SMV Other,Driver,35 to 39,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,MCCOWAN RD,BENLEIGH  DR,Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,0,SMV Other,Passenger,20 to 24, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,MCCOWAN RD,BENLEIGH  DR,Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Wet,0,SMV Other,Passenger,20 to 24, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,Yes,Yes,No
23,HINTON RD,KIPLING AVE,Local,Etobicoke York,Mid-Block,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,0,Turning Movement,Motorcycle Driver,30 to 34,East,Motorcycle,Going Ahead,Driving Properly,Normal,No,No,Yes,Yes,No,No,No,No,Yes,No
23,HINTON RD,KIPLING AVE,Local,Etobicoke York,Mid-Block,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,0,Turning Movement,Driver,35 to 39,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,No,No,Yes,Yes,No,No,No,No,Yes,No
23,LAWRENCE AVE W,LAWRENCE W ALLEN X S RAMP,Expressway,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Turning Movement,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,No,No,Yes,No,No,No,No,No,Yes,No
23,LAWRENCE AVE W,LAWRENCE W ALLEN X S RAMP,Expressway,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Turning Movement,Driver,65 to 69,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,No,No,Yes,No,No,No,No,No,Yes,No
23,LAWRENCE AVE W,LAWRENCE W ALLEN X S RAMP,Expressway,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Turning Movement,Driver,35 to 39,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No
22,KING ST W,STRACHAN AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,45 to 49,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,Yes,No,Yes,No,No,No,No,No,Yes,No
22,KING ST W,STRACHAN AVE,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Pedestrian,30 to 34,West, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
22,2592 FINCH AVE W, ,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Angle,Driver,40 to 44,South,Passenger Van,Going Ahead,Failed to Yield Right of Way,Normal,No,No,Yes,No,No,No,Yes,No,Yes,No
22,2592 FINCH AVE W, ,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Angle,Driver,25 to 29,West,Pick Up Truck,Going Ahead,Driving Properly,Normal,No,No,Yes,No,No,No,Yes,No,Yes,No
22,2592 FINCH AVE W, ,Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Angle,Passenger,20 to 24, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,No,Yes,No
22,KING ST W,UNIVERSITY AVE,Major Arterial,Toronto and East York,Intersection, ,Traffic Signal,Clear,Dark,Dry,0,Rear End,Driver,35 to 39,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No
22,KING ST W,UNIVERSITY AVE,Major Arterial,Toronto and East York,Intersection, ,Traffic Signal,Clear,Dark,Dry,0,Rear End,Driver,30 to 34,East,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive,No,No,Yes,No,No,No,No,No,Yes,No
22,ADELAIDE ST W,JOHN ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,20 to 24,North,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
22,ADELAIDE ST W,JOHN ST,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,20 to 24,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
22,YONGE Stre,GROSVENOR Stre,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,40 to 44,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
22,YONGE Stre,GROSVENOR Stre,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
22,YONGE Stre,GROSVENOR Stre,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,20 to 24,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No
22,YONGE Stre,GROSVENOR Stre,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,30 to 34, ,Other, ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No
22,LAKE SHORE Blvd W,REMEMBRANCE Dr,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Turning Movement,Passenger,25 to 29, ,Other, ,Unknown,Unknown,No,No,Yes,Yes,No,No,Yes,No,No,No
22,LAKE SHORE Blvd W,REMEMBRANCE Dr,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Turning Movement,Motorcycle Driver,35 to 39,East,Motorcycle,Going Ahead,Driving Properly,Normal,No,No,Yes,Yes,No,No,Yes,No,No,No
22,LAKE SHORE Blvd W,REMEMBRANCE Dr,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Turning Movement,Vehicle Owner,unknown, ,Other, ,Unknown,Unknown,No,No,Yes,Yes,No,No,Yes,No,No,No
22,LAKE SHORE Blvd W,REMEMBRANCE Dr,Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Turning Movement,Driver,40 to 44,West,"Automobile, Station Wagon",Making U Turn,Improper Turn,Inattentive,No,No,Yes,Yes,No,No,Yes,No,No,No
22,KENNEDY RD,HIGHVIEW AV,Collector,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,0,Sideswipe,Motorcycle Driver,45 to 49,North,Motorcycle,Slowing or Stopping,Improper Passing,Inattentive,No,No,Yes,Yes,No,No,Yes,No,Yes,No
22,KENNEDY RD,HIGHVIEW AV,Collector,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,0,Sideswipe,Driver,15 to 19,North,Pick Up Truck,Overtaking,Driving Properly,Normal,No,No,Yes,Yes,No,No,Yes,No,Yes,No
22,KENNEDY RD,HIGHVIEW AV,Collector,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,0,Sideswipe,Passenger,15 to 19, , , ,Unknown,Unknown,No,No,Yes,Yes,No,No,Yes,No,Yes,No
22,YONGE ST,SHELDRAKE BLVD,Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,50 to 54,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,Yes,No,Yes,No,No,No,Yes,No,No,No
22,YONGE ST,SHELDRAKE BLVD,Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Passenger,60 to 64, , , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,No,No
22,YONGE ST,SHELDRAKE BLVD,Major Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Pedestrian,65 to 69,West, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,Yes,No,No,No
22,GERRARD ST E,COXWELL AVE,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,0,Pedestrian Collisions,Driver,50 to 54,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,Yes,No,Yes,No,No,No,No,No,Yes,No
22,GERRARD ST E,COXWELL AVE,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,0,Pedestrian Collisions,Pedestrian,50 to 54,West, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
22,COXWELL AVE,GERRARD ST E,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,0,Pedestrian Collisions,Pedestrian,50 to 54,West, , ,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No
22,COXWELL AVE,GERRARD ST E,Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,0,Pedestrian Collisions,Driver,50 to 54,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,Yes,No,Yes,No,No,No,No,No,Yes,No
22,ISLINGTON AVE,ABERFOYLE CRES,Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,0,Rear End,Driver,20 to 24,North,"Automobile, Station Wagon",Going Ahead,Following too Close,Inattentive,No,No,Yes,No,No,No,Yes,No,Yes,No
22,ISLINGTON AVE,ABERFOYLE CRES,Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,0,Rear End,Driver,60 to 64,North,Pick Up Truck,Slowing or Stopping,Driving Properly,Normal,No,No,Yes,No,No,No,Yes,No,Yes,No
22,ISLINGTON AVE,ABERFOYLE CRES,Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,0,Rear End,Passenger,20 to 24, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,No,Yes,No
22,ISLINGTON AVE,ABERFOYLE CRES,Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,0,Rear End,Passenger,60 to 64, , , ,Unknown,Unknown,No,No,Yes,No,No,No,Yes,No,Yes,No
22,BLOOR ST W,ISLINGTON AVE,Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Angle,Driver,50 to 54,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,No,No,Yes,No,No,No,Yes,No,Yes,No
