,Index,Address,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr.1, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
4458,1526,0x7670e164fc17bab2dde469c0797827d6cbad73fb,0,0.0,0.0,170.63,1,1,0,1,1,0.745815,0.745815,0.745815,0.7436149999999999,0.7436149999999999,0.7436149999999999,0.0,0.0,0.0,2,0.743614532,0.745814532,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4459,1527,0x76741968403035b322a5bfcee0fbc52d03c42dcc,0,24.18,0.33,73.22,3,2,0,2,3,16.653129999999994,84.34687,50.5,0.49951,91.430286,33.666149,0.0,0.0,0.0,5,100.998446,101.0,0.0,0.0015539999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4460,1528,0x76779a6bf6b6da00339db883fed2d3ddd840ab9c,0,0.0,0.0,25.77,1,1,0,1,1,25.0,25.0,25.0,24.999528,24.999528,24.999528,0.0,0.0,0.0,2,24.99952836,25.0,0.0,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4461,1529,0x768f6cd2b1c9203fc980aa066ccdb2f8347b12c8,0,9809.69,14927.6,193632.63,3,11,0,4,2,0.8819020000000001,30.688025,7.638911999999999,0.0,30.687563,10.229188,0.0,0.0,0.0,14,30.687563399999995,84.02802709999997,0.0,53.3404637,16.0,3795.04201,1497.74,0.0,2.0,11.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1497.74,271.074429,748.87,748.87,748.87,0.0,0.0,0.0,1.0,14.0,Golem,Promodl
4462,1530,0x769743316fb5b789cc395dfbfd4533e198cd4d40,0,23069.71,9429.69,324994.02,10,10,0,10,8,0.110073,0.666338,0.30513,0.0,1.0,0.3045,0.0,0.0,0.0,20,3.045,3.05130424,0.0,0.00630424,16.0,18267.665,165.5911845,0.0,2.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.031151,16888.0,1304.833214,11.544397,154.04678700000005,82.795592,0.0,0.0,0.0,2.0,5.0,OmiseGO,Aeternity
4463,1531,0x7697696ba5b375eccea0dc78fbd2471114fec8c3,0,0.0,12974.38,259487.68,0,20,1,3,0,0.0,1.003486,0.762141,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,15.24282398,0.0,15.24282398,1.0,0.904747381,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.904747,0.904747,0.904747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,OmiseGO
4464,1532,0x769d70c72d0851609f2408b3dc04f47cc27448e6,0,1100.82,2725.87,1063824.35,18,383,0,8,16,0.08768200000000001,7.0,0.205383,0.0,23.0,3.03243,0.0,0.0,0.0,401,54.58374118,78.66151409999998,0.0,24.07777292,19.0,4032.431642,0.61697794,0.0,1.0,13.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1500.0,224.02398,0.616978,0.616978,0.616978,0.0,0.0,0.0,1.0,18.0,REP,Promodl
4465,1533,0x76a379ba54cffa55af3157ecbdf699ef51df7a8d,0,21.52,0.0,64.57,3,1,0,1,3,101.0,101.0,101.0,0.59,94.931268,33.665988,0.0,0.0,0.0,4,100.9979647,101.0,0.0,0.002035312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4466,1534,0x76ad2dd4883116d6ce995b809f5c105490ad6d35,0,1.18,1.49,6.52,3,2,0,2,3,373.5877,1627.4123,1000.5,6.2,1200.620912,666.999528,0.0,0.0,0.0,5,2000.998585,2001.0,0.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4467,1535,0x76bf29c7f5948b82a867fd253d9038b4c591bbef,0,0.0,0.0,3.9,1,1,0,1,1,0.081,0.081,0.081,0.080528,0.080528,0.080528,0.0,0.0,0.0,2,0.080528364,0.081,0.0,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4468,1536,0x76c20cb007bf138fa4616a054205e34cda36fca3,0,162.67,0.0,325.33,2,1,0,1,2,101.0,101.0,101.0,2.0,98.998974,50.499487,0.0,0.0,0.0,3,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4469,1537,0x76c7b4818cf372ce460266121b522233e9257b3f,0,0.0,0.0,33.52,1,1,0,1,1,0.9875,0.9875,0.9875,0.986996,0.986996,0.986996,0.0,0.0,0.0,2,0.986996,0.9875,0.0,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4470,1538,0x76cca94dde1a128303e052a1243ed3052e1df2fd,0,36.83,0.14,74.07,2,3,0,3,2,1.172238,79.997467,33.666667,35.87584099999999,65.12315100000001,50.499496,0.0,0.0,0.0,5,100.998992,101.0,0.0,0.001008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4471,1539,0x76cd0c9dd64df254873fa298a694d5f8e88906cd,0,607.75,548.74,1075109.2,1053,793,0,307,385,0.0,2000.0,73.687682,0.0,1600.0,56.178977,0.0,0.0,0.0,1846,59156.46283,58434.33172,0.0,-722.1311103999999,962.0,853019572.3,837875533.7,0.0,172.0,296.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,120405250.0,1769750.15,0.0,102340000.0,1745574.029,0.0,0.0,0.0,102.0,218.0,OWN,OWN
4472,1540,0x76d1bb7a517e9f5d98c52a0a6eec6e98c68c81d2,0,82.73,3411.11,526743.25,141,151,0,1,1,0.261373,1.032849,0.938305,0.516321,3.008239,1.002149,0.0,0.0,0.0,292,141.3030385,141.6840336,0.0,0.380995067,3.0,366.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,365.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,None,Bulleon Promo Token
4473,1541,0x76d9ea79bcec084d2d6e412b4465fa213437fe5d,0,24.47,0.45,74.32,3,2,0,2,3,32.516868,68.483132,50.5,1.135513,65.44677800000001,33.666160999999995,0.0,0.0,0.0,5,100.9984829,101.0,0.0,0.001517096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4474,1542,0x76e0662c7e63e6e1c440016cf0acd7b12f37e029,0,90.3,4483.98,18297.15,4,4,0,4,1,0.028,1.865,0.7135,0.027418,1.86458,0.71304,0.0,0.0,0.0,8,2.8521584680000003,2.854,0.0,0.001841532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4475,1543,0x76e4f5a303a99adae05080481fe31d31a154a4ef,0,1076.79,6307.46,94454.73,35,9,0,5,10,0.14030399999999998,44.878057,12.590981,0.0,95.0,3.692678,0.0,0.0,0.0,44,129.2437137,113.3188312,0.0,-15.92488251,38.0,4381.790033,4380.790033,0.0,5.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3867.372501,273.861877,0.0,4380.790028,199.12682,0.0,0.0,0.0,4.0,5.0,MobileGo,MobileGo
4476,1544,0x76e8013358571170b616b8ad6001e23a614a31a5,0,1455.07,1252.5,876937.4,409,225,0,34,73,0.0007700000000000001,209.99,18.98805,0.0,256.0,10.58942,0.0,0.0,0.0,634,4331.0726,4272.31121,0.0,-58.76139009,414.0,40703453.19,33405397.61,0.0,36.0,63.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,7250000.0,174692.9321,0.0,3750000.0,184560.2078,0.0,0.0,0.0,32.0,76.0,EOS,EOS
4477,1545,0x76eb69b84844469ecfe9509d9ddf49680a43ed78,0,2.76,1409.24,8472.03,6,6,0,4,1,4.7264339999999985,30.0,16.980507,4.726014,29.99958,16.980087,0.0,0.0,0.0,12,101.8805213,101.8830413,0.0,0.00252001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4478,1546,0x7701a5ed0f0b3bf2705dc93491c975b7769d6c3b,0,3.68,5538.65,72050.27,13,13,0,2,1,0.127838,0.484086,0.189847,0.127418,0.483666,0.189427,0.0,0.0,0.0,26,2.46255438,2.468014387,0.0,0.005460006999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4479,1547,0x77081886ac4be29f45395c7a1838ad54c37362db,0,0.0,0.0,750.0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2.0,105.7347486,105.7347486,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,105.734749,105.734749,105.734749,105.734749,105.734749,105.734749,0.0,0.0,0.0,1.0,1.0,Golem,Golem
4480,1548,0x770cfd57613402f67ae0c8d5a7ef15bdc72427b9,0,0.0,1655.3,226776.6,0,137,1,3,0,0.0,0.40895,0.202817,0.0,0.0,0.0,0.0,0.0,0.0,138,0.0,27.78592267,0.0,27.78592267,2.0,0.990033328,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.45459,0.5354439999999999,0.495017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
4481,1549,0x7727e5113d1d161373623e5f49fd568b4f543a9e,0,0.0,13.2,131953.5,0,9999,1,1126,0,1e-06,220000.0,681.747867,0.0,0.0,0.0,0.0,0.0,0.0,10000,0.0,6816796.922,0.0,6816796.922,3.0,13007.7,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13000.0,4335.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,None,BRAT
4482,1550,0x772ed0990721a1dfa22e9e6a8331db39a14c505f,0,19.36,170.06,642625.87,3177,3417,0,1,1,0.185816,2.232373,0.982904,0.498161,13.523592,1.056204,0.0,0.0,0.0,6594,3355.559314,3358.582524000001,0.0,3.023209814,5.0,18740.11881,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18735.0,3748.023762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,None,Loopring
4483,1551,0x77367c497e3af6ec111b8365b0c29a064bc99198,0,0.0,1179.97,8508.72,1,4,0,3,1,0.02,500.05,216.683833,365.734892,365.734892,365.734892,0.0,0.0,0.0,5,365.7348917,866.7353327,0.0,501.000441,19.0,13403.8705,0.0,0.0,0.0,14.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,10020.0,705.466868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,None,Promodl
4484,1552,0x773ef8638d7a42d58842f1eb6aef9529db281c54,0,33.31,0.0,66.62,2,1,0,1,2,101.0,101.0,101.0,28.577033,72.42191700000002,50.499475,0.0,0.0,0.0,3,100.99895,101.0,0.0,0.00105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4485,1553,0x773f566f687647a35d8efed653667f957fb47368,0,0.0,2983.53,226748.45,0,76,1,4,0,0.0,24.5685,1.038998,0.0,0.0,0.0,0.0,0.0,0.0,77,0.0,78.96385255,0.0,78.96385255,1.0,1.15476308,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.154763,1.154763,1.154763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,OmiseGO
4486,1554,0x774152af877156567baef9df87311a660f10e32a,0,165.26,0.0,330.52,2,1,0,1,2,101.0,101.0,101.0,0.009496,100.98952,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4487,1555,0x7744aec6bda2173db0a545d0616d25a1eb494f78,0,160.85,0.84,323.38,2,2,0,2,2,46.31621,54.68379,50.5,1.0,99.999016,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4488,1556,0x774926d1df93ef35b2696518411882e30b98bdad,0,141.06,16562.46,66814.1,4,4,0,4,1,0.44,20.0,8.11,0.439559,19.99958,8.109575,0.0,0.0,0.0,8,32.438299,32.44,0.0,0.0017010000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4489,1557,0x774d1c5e2fdf022c009423c299c638f8768c81fd,0,7239.17,6318.81,978386.27,95,46,0,23,40,0.15,19.982753,5.715694999999998,0.0,30.0,2.891069,0.0,0.0,0.0,141,274.65152,262.92195530000004,0.0,-11.72956474,87.0,1059205.774,972603.3166,0.0,13.0,39.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,320000.0,19258.2868,0.0,315000.0,30393.85364,0.0,0.0,0.0,12.0,36.0,StatusNetwork,EOS
4490,1558,0x7751f6113ad245d3f73c65bd5da6f340845f9268,0,156.98,0.0,313.97,2,1,0,1,2,101.0,101.0,101.0,0.021301,100.977714,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4491,1559,0x77641c41abf1f647639ab55190f3d39e6bd7a8b3,0,0.0,13475.58,323413.82,0,24,1,4,0,0.010003,5.156287,0.7392,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,17.74079603,0.0,17.74079603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4492,1560,0x7767c0c8e6e9442fc1dfdac9150acbff4f6f1146,0,154.87,0.0,309.73,2,1,0,1,2,101.0,101.0,101.0,20.4,80.599016,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4493,1561,0x776cdb671a86b280e33c81dbfd7c18fabf5e2f7c,0,7411.33,1432.48,97530.9,12,6,0,2,7,0.015,2.500344,1.2433530000000002,0.0,3.114503,0.894418,0.0,0.0,0.0,18,10.73301786,7.46011951,0.0,-3.2728983510000003,8.0,10261.19268,10459.74924,0.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.234674,7011.706645,2052.238536,199.791239,10030.95801,3486.583081,0.0,0.0,0.0,3.0,4.0,Bancor,SONM
4494,1562,0x776d52d5959078ecc18faf176db1e8c6e9d9af6f,0,17.35,0.0,69.38,4,1,0,1,3,101.0,101.0,101.0,1.0,92.713553,25.249475,0.0,0.0,0.0,5,100.9979,101.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4495,1563,0x776f3b84b384fdb9fd7fc4052cdad758f3cce4d3,0,0.0,1410.8,198923.4,0,141,1,4,0,0.0,2.008416,0.89115,0.0,0.0,0.0,0.0,0.0,0.0,142,0.0,125.6521387,0.0,125.6521387,2.0,2.766676347,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.317052,2.449625,1.383338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
4496,1564,0x77703e9edc68fc55a25ef2626220ec10beb0d9fc,0,2941.87,10405.01,580945.0,56,40,0,12,36,0.0,631.109197,94.441817,0.0,612.0,70.354412,0.0,0.0,0.0,96,3939.84706,3777.672679,0.0,-162.17438159999998,30.0,367894.4195,367289.3857,0.0,11.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,277481.7722,26278.17282,0.0,126481.0,22955.58661,0.0,0.0,0.0,5.0,8.0,StatusNetwork,Aragon
4497,1565,0x777fc24d2aa26db73bd2a470a40f4f7ae306b9cd,0,0.0,3402.75,273567.77,1,3,0,1,1,2.09185,3.576561,3.05447,9.16297,9.16297,9.16297,0.0,0.0,0.0,4,9.16297031,9.16341131,0.0,0.000441,5.0,858.8310186000001,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,673.902507,171.76620400000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,None,DATAcoin
4498,1566,0x77876277d34ef6484e067cffc1070e2160cbbaa5,0,217.1,634.07,10396.7,7,14,0,4,3,0.005144,9.038289,1.615721,0.00958,22.548713,3.230912,0.0,0.0,0.0,21,22.61638184,22.62008826,0.0,0.003706422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4499,1567,0x77899a51048d0a1340f0d48954e9d6716d4e8f5d,0,108.75,0.0,326.25,3,1,0,1,2,101.0,101.0,101.0,0.01,100.888512,33.66617100000001,0.0,0.0,0.0,4,100.9985118,101.0,0.0,0.001488218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4500,1568,0x778ce0696643fe43db9ed0f92eddac06d302c46d,0,0.0,14.17,10743.17,1,2,0,1,1,0.4166,0.5961,0.50635,1.01,1.01,1.01,0.0,0.0,0.0,3,1.01,1.0127,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4501,1569,0x778ce477c136910c014adcc71c1f73c2d4defb41,0,727.02,2572.63,36296.17,11,11,0,6,6,1.0444639999999998,23.94206,9.152785,1.0,40.0,9.152344,0.0,0.0,0.0,22,100.6757841,100.6806351,0.0,0.004850999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4502,1570,0x778e84a9cefea34dc8a1f76baf190285895f4ff1,0,1713.52,3754.59,296966.97,101,33,0,17,21,0.01,114.259113,40.220854,0.0,190.0,51.282673,0.0,0.0,0.0,134,5179.55,1327.28818,0.0,-3852.26182,32.0,3135410.85,3135403.839,0.0,5.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,454162.4564,142518.675,0.0,1092852.192,313540.3839,0.0,0.0,0.0,6.0,9.0,StatusNetwork,StatusNetwork
4503,1571,0x7796b1fc007e6c3426c4dfd0eab671467348f0f3,0,0.0,0.0,0.0,0,1,0,1,0,0.005,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4504,1572,0x77a9291e0994b83a8b41b43580c0629f9eb3bbc2,0,159.98,0.0,319.97,2,1,0,1,2,101.0,101.0,101.0,0.001,100.998016,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4505,1573,0x77b386fa5124f5e65657c8647a6dcb1a2b030bc5,0,22.12,0.0,66.35,3,1,0,1,3,101.0,101.0,101.0,0.997009,50.136777,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4506,1574,0x77dcb56a7e4a4ecea3e46915cc260f7cdd393729,0,0.0,49124.56,196498.25,0,4,1,3,0,0.0,14.962114,6.966825999999998,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,27.86730417,0.0,27.86730417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4507,1575,0x77e0b1fde36b349d512ff3cf109156686e7a0e88,0,165.78,342.14,3389.65,6,7,0,6,2,0.09,15.0,7.411428999999999,0.2,39.99,9.111167,0.0,0.0,0.0,13,54.667,51.88,0.0,-2.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4508,1576,0x77e1127dc55a350e62313177575084ce14832ee3,0,5.34,127607.06,382837.2,3,3,0,1,2,0.494,6.021215,3.72995,0.493937,6.020375,3.729369,0.0,0.0,0.0,6,11.18810837,11.18985137,0.0,0.001743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4509,1577,0x77e22625c585864a6daf5ce3756f20ea8d9d0953,0,3348.52,1099.73,916077.1,223,154,0,60,83,0.12,210.0,9.975635,0.0,210.0,6.936545,0.0,0.0,0.0,377,1546.849621,1536.247846,0.0,-10.60177512,220.0,173609753.9,173153575.8,0.0,56.0,56.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,112762500.0,1718908.455,0.0,38800000.0,1455072.066,0.0,0.0,0.0,32.0,61.0,HOQU Token,HeroCoin
4510,1578,0x77fcb61c417c987a5e37851db1b3de47a14f250b,0,0.0,0.0,527.27,1,1,0,1,1,5.0,5.0,5.0,4.99938,4.99938,4.99938,0.0,0.0,0.0,2,4.99938,5.0,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4511,1579,0x781431351883c5a6190c1368318ec90d905a3281,0,298.63,10585.29,152374.9,14,14,0,1,1,0.994107,1.114436,1.022526,0.993687,1.100936,1.021135,0.0,0.0,0.0,28,14.29588972,14.31536663,0.0,0.019476907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4512,1580,0x7814ce92f4c3058dc1ae3b34a7844987a3d4e996,0,0.0,1905.6,226766.78,0,119,1,3,0,0.0,1.127181,0.51782,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,61.62052347,0.0,61.62052347,2.0,1.823934622,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.80978,1.014155,0.911967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,OmiseGO
4513,1581,0x781b901c543f014ef824b4df15d7234745a9af04,0,31248.23,129657.77,706120.45,6,4,0,3,6,0.029466000000000006,1.025967,0.303596,0.001232,1.025547,0.213274,0.0,0.0,0.0,10,1.27964499,1.21438381,0.0,-0.06526118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4514,1582,0x78245ec75bbf7f8a9f0fb2b045738cf2400f7920,0,3861.13,10782.61,295935.23,18,21,0,10,1,0.01,10.7682,1.767729,0.116956,10.766442,2.588309,0.0,0.0,0.0,39,46.58955665,37.1223138,0.0,-9.46724285,2.0,1.4687498,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.46875,1.0,0.734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,DATAcoin
4515,1583,0x78255bcf0d6fb1cfdce746a9044f0a31311de543,0,2287.99,9808.56,444648.12,10,43,0,4,9,0.041253,4.852228,0.466562,0.041165,5.75994,2.005412,0.0,0.0,0.0,53,20.05411866,20.06215372,0.0,0.00803506,4.0,378.33612,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.062834,375.817778,94.58403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,None,OmiseGO
4516,1584,0x782cf6b6e735496f7e608489b0c57ee27f407e7d,0,313.04,20.31,51107.27,163,4,0,1,1,0.095,149.995,63.99,0.0,105.5,4.871068,0.0,0.0,0.0,167,793.9841411,255.96,0.0,-538.0241411000002,9.0,1251.159413,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,600.0,139.017713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,None,Livepeer Token
