Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Chad,1.940259273,1.970832478,1.979347756,1.959558536,1.924917017,1.874305746,1.840461125,1.861116238,1.951817948,2.082853917,2.23741624,2.357499426,2.39311524,2.320984575,2.18436105,2.038626251,1.938873054,1.900126763,1.942527011,2.044945123,2.152025029,2.2539516,2.388139299,2.55570727,2.73833963,2.931637135,3.100037767,3.206389421,3.236710905,3.219247075,3.191075134,3.183291596,3.199423231,3.248302879,3.318407519,3.375634646,3.422188528,3.488078383,3.576389813,3.669487447,3.766888661,3.832788047,3.829420977,3.745525293,3.614775486,3.47186779,3.357255221,3.287234162,3.274380807,3.297144918,3.324412729,3.334068973,3.328243395,3.301595089,3.261297138
Channel Islands,0.891652633,0.959162143,1.010461248,1.045187164,1.061337934,1.067401081,1.068897345,1.059277224,1.043172968,1.015902288,0.99915038,0.973896424,0.899582855,0.760362757,0.584697239,0.386068859,0.223537654,0.16026148,0.235213055,0.405616659,0.602643338,0.768429589,0.899903064,0.98100624,1.016327691,1.05788052,1.095093369,1.069482224,0.966469422,0.814431494,0.637055411,0.486214342,0.395678922,0.395514299,0.460621887,0.541398848,0.603703204,0.656686515,0.688296625,0.703764962,0.718208111,0.736945557,0.745368029,0.744423563,0.733738185,0.721316085,0.70592828,0.681944554,0.648958634,0.609689,0.566124134,0.526374244,0.495867763,0.47930442,0.474574463
Chile,2.284250664,2.268627468,2.25141035,2.233537573,2.212621981,2.191899409,2.163028102,2.113943085,2.040653756,1.952268981,1.862011404,1.780266578,1.707895493,1.648776728,1.601104911,1.558216225,1.519829597,1.492327421,1.47692437,1.471852618,1.46810903,1.468452688,1.48362359,1.515867959,1.55782703,1.602694945,1.638659363,1.657348696,1.653248872,1.631900464,1.606752388,1.581608926,1.548608128,1.507756802,1.461860606,1.413342572,1.366350233,1.324194044,1.289106505,1.25970166,1.231842371,1.204662458,1.18128285,1.162068266,1.146240458,1.131438488,1.117662374,1.106906629,1.099411039,1.093767575,1.088712405,1.082019205,1.071938836,1.057293581,1.038877486
China,-1.015527787,0.820455549,2.457647404,2.320682987,2.381368103,2.787331838,2.57069762,2.610902626,2.740002106,2.761675566,2.74691555,2.45735693,2.283395364,2.065955013,1.766391782,1.547337973,1.362779476,1.338182338,1.333927954,1.254221052,1.280952344,1.47267476,1.444949695,1.312068761,1.361699118,1.487398929,1.603605087,1.610071086,1.533169996,1.467303211,1.364434008,1.225536228,1.149619431,1.130260632,1.086509151,1.048141514,1.023450024,0.959550406,0.865851393,0.787956593,0.726380638,0.669999568,0.622860936,0.593932815,0.58812499,0.558374367,0.522271866,0.512386932,0.497381401,0.482959689,0.479150454,0.487231118,0.493709634,0.506311592,0.508136747
Colombia,3.000156551,3.003797591,3.00234344,2.995806239,2.980897901,2.970674338,2.947319277,2.881050423,2.764054046,2.618922082,2.465916408,2.337646352,2.254205908,2.228533511,2.24229593,2.262231819,2.271144364,2.278590492,2.280543575,2.276776167,2.274365194,2.268833325,2.248059876,2.208674603,2.156488188,2.09988127,2.045715982,1.994578853,1.948738076,1.906270026,1.865128631,1.821714441,1.774131055,1.721160291,1.66552474,1.60833192,1.555212999,1.511723758,1.480597039,1.457658322,1.43737427,1.413720469,1.384689768,1.347887769,1.30563499,1.262870976,1.22187352,1.180647228,1.139577789,1.098885362,1.057897537,1.017448805,0.979265829,0.944004218,0.910880196
Comoros,1.627111785,1.619527212,1.65074393,1.730605624,1.840981351,1.987784393,2.125800704,2.197707852,2.185778089,2.12982975,2.028806414,1.984257814,2.112953916,2.458866935,2.924817081,3.422870737,3.796065421,3.945508808,3.827638729,3.547560368,3.234137703,2.997377466,2.851554946,2.829189532,2.887293154,2.951030202,2.980306992,2.995856715,2.989635049,2.968144191,2.945982595,2.926201629,2.895976019,2.854145408,2.804970533,2.756836695,2.710710403,2.660122471,2.605050693,2.549497604,2.493590829,2.445781495,2.416060824,2.408256702,2.415330163,2.424494737,2.429948318,2.435438416,2.439295595,2.44119501,2.442675067,2.440600902,2.428624816,2.404550925,2.372060539
"Congo, Dem. Rep.",2.522114465,2.547771786,2.588612783,2.649483499,2.71921574,2.793125059,2.84968677,2.869429384,2.84443379,2.792403823,2.727149134,2.676887445,2.661155457,2.690355171,2.745352751,2.817759632,2.869934299,2.868499816,2.799821707,2.695293091,2.59060606,2.525981556,2.516693563,2.576729814,2.686998814,2.773971231,2.853683049,3.003372024,3.233748979,3.491390552,3.779030808,3.98099651,3.972361519,3.717540456,3.325160863,2.900324901,2.576425584,2.415917834,2.467316932,2.658248411,2.87278081,3.032268968,3.14932676,3.203966622,3.21515088,3.223156396,3.240784992,3.24647977,3.240630753,3.226591436,3.206611698,3.185422259,3.166936931,3.15317545,3.141738113
"Congo, Rep.",2.569841553,2.623542167,2.670167088,2.708090987,2.740631506,2.764428467,2.79010578,2.831097684,2.891964512,2.961040309,3.031937942,3.084923045,3.104061885,3.082224344,3.03491397,2.977574608,2.930726133,2.903709466,2.903579403,2.918878998,2.937145228,2.942654701,2.929049047,2.891521976,2.839249091,2.786670331,2.742726821,2.705445344,2.677387705,2.65715239,2.632501408,2.609678107,2.605964767,2.625058259,2.655520043,2.705387592,2.742369152,2.724650491,2.638691567,2.517540688,2.371387074,2.266416926,2.267617307,2.403025645,2.617217444,2.856512616,3.034824573,3.10303741,3.032650617,2.876435204,2.701852333,2.570033801,2.491822399,2.486347213,2.528667516
Costa Rica,3.601028797,3.600527204,3.560699013,3.476913721,3.364290343,3.253196858,3.148211688,3.031339028,2.902450026,2.77261489,2.641725189,2.532086324,2.470253375,2.466445471,2.502188235,2.545830474,2.580192451,2.612020072,2.637071281,2.654980981,2.676689439,2.694920581,2.691131754,2.660878429,2.614581617,2.558527705,2.511166289,2.487623922,2.495068237,2.519893521,2.540457764,2.543507616,2.532298838,2.503183517,2.457604042,2.414639791,2.362703385,2.272391256,2.136504477,1.973906972,1.80130466,1.647876845,1.532833426,1.469265788,1.441752315,1.424579755,1.398345374,1.364748944,1.317725619,1.262247022,1.207437562,1.159669752,1.11714313,1.081430428,1.050539819
Cote d'Ivoire,3.59950169,3.771002606,3.915281582,4.02637208,4.113664681,4.184353578,4.25328909,4.32986571,4.417955105,4.505878618,4.580320928,4.629820979,4.653250291,4.648790241,4.62295961,4.584311442,4.538783886,4.486560479,4.429520795,4.366626843,4.304649216,4.234856254,4.143913276,4.029451368,3.903996615,3.768547844,3.64743092,3.565786551,3.531943051,3.52357913,3.513586104,3.477753714,3.411607249,3.308320097,3.177918242,3.061798105,2.946932173,2.785635607,2.569262451,2.328171387,2.081521566,1.879864515,1.765587019,1.762251733,1.837725279,1.931784544,2.012354109,2.095748179,2.173638484,2.244373329,2.31975447,2.390461896,2.433577819,2.44243261,2.427516558
Croatia,0.762112684,0.726843755,0.694944596,0.66592419,0.639314753,0.604653005,0.601018915,0.574516115,0.525655421,0.545579894,0.542619464,0.49482782,0.470062421,0.423398961,0.377317061,0.35382611,0.044140367,0.528170242,0.328695376,0.371219992,0.434972413,0.584227562,0.516463382,0.449727709,0.447714211,0.445718662,0.380469704,0.358008174,0.209995877,0.272337028,-5.814339299,-0.890874489,3.732595761,0.215285336,0.407769639,-3.820174223,1.720757217,-1.565115162,1.170637333,-2.850972601,0.315813482,0,0,-0.022525059,0.067559962,-0.045034903,-0.090130696,-0.033639562,-0.122523788,-0.255390216,,-0.305655945,-0.278509063,-0.407343185,-0.330505844
Cuba,2.060906468,2.178830733,2.229273307,2.191381869,2.093960412,1.97362261,1.870327316,1.79633197,1.765566711,1.758689141,1.7610607,1.73612344,1.656530392,1.506889371,1.312541052,1.114952286,0.942801282,0.793095467,0.676231034,0.590340593,0.497399627,0.417964673,0.413375559,0.503689203,0.656010638,0.839549155,0.991118767,1.063571696,1.025928245,0.911066919,0.776549523,0.665393379,0.573818974,0.516180752,0.4835878,0.451243183,0.410452428,0.376203969,0.349085461,0.326896008,0.311519891,0.296096046,0.270516617,0.23017071,0.181070556,0.125548849,0.078406894,0.054894328,0.06377813,0.094587294,0.136419273,0.168188789,0.175061758,0.146040659,0.09180158
Curacao,1.03527111,1.798594091,1.886862986,1.733324205,1.578191868,1.041384968,1.06106038,1.550106818,1.614152743,1.50218612,1.814322963,0.217554195,-0.541712399,0.974731946,0.523061566,0.180887604,0.040152849,-0.750843017,-0.330866767,0.128425254,0.39640056,0.985513282,0.702386211,0.515344312,0.506154023,-0.032091901,-0.793117357,-1.464560114,-1.56456291,-1.051535839,-0.688056323,-0.340600021,0.268553409,0.229122134,0.351314684,0.800841488,0.443290344,-1.70475051,-3.553737816,-4.075386132,-3.661779858,0.12236112,2.062102467,1.725029528,2.550073807,2.568114257,1.974862198,1.258225307,0.651152062,1.265514155,1.420897663,0.829929595,1.133678907,1.347641396,1.357566183
Cyprus,0.603138977,0.224593409,0.03824843,0.123990432,0.40393294,0.744248824,1.018693766,1.208121973,1.266154945,1.230117763,1.173139931,1.143455278,1.125647124,1.131333674,1.148539431,1.188893824,1.209640358,1.153899177,0.999221328,0.789944778,0.548096462,0.36759103,0.341034474,0.523499336,0.852860508,1.221314402,1.537934639,1.794333472,1.95902264,2.051126889,2.132942375,2.212746187,2.242056429,2.216542635,2.153395804,2.066096686,1.982741618,1.924371123,1.9035977,1.904617666,1.910525995,1.895733268,1.847038884,1.755477243,1.63632763,1.509679161,1.396960103,1.305595518,1.243478525,1.203111263,1.16731774,1.12728698,1.087570799,1.046142743,1.004080092
Czech Republic,-0.160042501,0.395694491,0.477058972,0.58890324,0.528566073,0.425318535,0.323870353,0.237687869,0.204663762,-0.389873238,-0.317563701,0.41450322,0.552141692,0.664900388,0.699965182,0.667037111,0.598799763,0.541813438,0.489354496,0.115087338,-0.034962755,0.138100551,0.087505593,0.06155688,0.066820435,0.049411624,0.049213263,0.076879259,0.055917204,-0.267830773,-0.240064842,0.102241165,0.103947042,0.036121766,-0.061314063,-0.116381299,-0.107762749,-0.094744752,-0.102175934,-0.280414108,-0.375719704,-0.192901618,-0.028620591,0.030434848,0.13832598,0.270795629,0.583542205,0.829412603,0.569729451,0.291361674,0.206747667,0.139925656,0.033169946,0.105277582,0.245505012
Denmark,0.698142052,0.778454922,0.787727453,0.799212891,0.779239735,0.803006033,0.788419835,0.608832366,0.552993325,0.751422718,0.694895771,0.571991415,0.604488383,0.46559401,0.288268796,0.251350792,0.311445516,0.310596093,0.245630489,0.12160362,-0.028405212,-0.073481,-0.068666212,-0.052376727,0.040526889,0.133727781,0.12666434,0.048593386,0.059987665,0.16245632,0.259518212,0.330671402,0.333166396,0.337707376,0.520962181,0.565926342,0.415564969,0.363162524,0.330886246,0.334233619,0.358315679,0.319487125,0.272010444,0.258432282,0.275481733,0.328645159,0.443466054,0.58754759,0.535079062,0.444197155,0.411737855,0.376272243,0.416901361,0.507053283,0.574710113
Djibouti,5.651720311,6.242892907,6.595074005,6.690101616,6.633839968,6.650027092,6.715832846,6.666093333,6.497849311,6.318203314,5.899527448,5.648379168,6.127169051,7.393438659,8.868268227,10.34633822,11.03388721,10.45306262,8.707572436,6.534413491,4.286937347,2.649524378,2.099990885,2.929624925,4.561093631,6.313543086,7.369505717,7.477677761,6.571958374,5.152268416,3.7239246,2.647556119,1.919384696,1.654379196,1.708415758,1.817662265,1.831310939,1.822725511,1.759706081,1.662037095,1.582568298,1.537122361,1.490858875,1.441735922,1.392215495,1.344330089,1.305606457,1.284086489,1.283415664,1.296887337,1.315333288,1.3295603,1.337333183,1.335093432,1.325049786
Dominica,1.683627678,1.54288171,1.498779097,1.57838677,1.732376857,1.929359467,2.055495656,1.989474938,1.680422152,1.223049049,0.687037377,0.238655271,0.011151225,0.091950186,0.389154221,0.769665052,1.044792776,1.121583041,0.917130093,0.519184318,0.083615929,-0.276331348,-0.557639621,-0.718292619,-0.777792971,-0.838650809,-0.903763554,-0.867392383,-0.700775676,-0.441725414,-0.111442629,0.181911816,0.31930708,0.23425949,-0.007005794,-0.310147393,-0.549676512,-0.653666605,-0.56064114,-0.319528001,-0.027271618,0.209370102,0.360350444,0.380388397,0.308092274,0.209584307,0.148425655,0.121403781,0.160703748,0.24197758,0.329665233,0.395564054,0.445404035,0.465548899,0.467519349
Dominican Republic,3.351189325,3.319705928,3.27832636,3.227010166,3.168822488,3.107353782,3.045340696,2.983314172,2.922276155,2.862129534,2.802828645,2.743656878,2.684315125,2.624738573,2.565934939,2.507987857,2.453035735,2.403554306,2.360474854,2.322066308,2.28584065,2.249644401,2.213277568,2.175962547,2.138405678,2.099700322,2.062313074,2.02950541,2.002411047,1.978135699,1.957101236,1.932293845,1.895439601,1.843117186,1.78162329,1.717138044,1.659562804,1.614885874,1.587323052,1.571466552,1.558617279,1.542113002,1.522194082,1.496788788,1.467462282,1.437702589,1.409276686,1.380892268,1.352777359,1.324618722,1.296441774,1.267432333,1.236747555,1.203986962,1.169842771
Ecuador,2.847822452,2.86716339,2.884368667,2.899477525,2.911432072,2.920153901,2.92344313,2.91870786,2.90515885,2.884810453,2.862073083,2.837902313,2.810004632,2.778513104,2.744891856,2.710814952,2.677649321,2.645885822,2.616039264,2.588190607,2.558921399,2.530774157,2.509421996,2.496199593,2.487363209,2.477657848,2.462994444,2.443017111,2.416370829,2.383865872,2.349371972,2.312059842,2.267553164,2.215004663,2.15672484,2.100954389,2.046040383,1.983519801,1.911942246,1.837286377,1.759426335,1.691879243,1.650495238,1.642210034,1.656033576,1.676827584,1.689524886,1.690057554,1.672785172,1.643066624,1.611274402,1.583291544,1.556097917,1.530902125,1.506845985
"Egypt, Arab Rep.",2.688105629,2.663737831,2.632918451,2.596627411,2.555289136,2.520149078,2.481981066,2.422045188,2.335868045,2.238258769,2.138752427,2.062510012,2.030508884,2.053896694,2.116332589,2.187391297,2.251848686,2.318608935,2.383795282,2.445672606,2.496538002,2.541341035,2.590106746,2.644491202,2.693764274,2.74558525,2.77053267,2.729760729,2.610754473,2.443443441,2.266006054,2.113397403,1.99343088,1.918764248,1.878164754,1.842630191,1.80594739,1.78775055,1.789421219,1.804475704,1.83430869,1.862949797,1.870619325,1.849213207,1.812441515,1.761984104,1.730021516,1.750948187,1.839638129,1.967711427,2.106638179,2.211107117,2.254326174,2.218863304,2.129892119
El Salvador,2.866659031,2.932576505,2.962119715,2.950228758,2.908779261,2.852482655,2.795387522,2.740962943,2.694064487,2.649556152,2.600685406,2.540457132,2.467510663,2.379921861,2.281808295,2.186398087,2.091854286,1.985509237,1.865174951,1.739183852,1.611672741,1.498033738,1.413013599,1.364659688,1.343117088,1.324193255,1.302156496,1.291964388,1.293850446,1.30049801,1.314493067,1.317320849,1.284192222,1.204362644,1.092613882,0.972576835,0.863421999,0.766079414,0.687735707,0.624399224,0.564524145,0.504530495,0.452272192,0.408591186,0.372582143,0.341593391,0.315510506,0.296648938,0.285541824,0.2809033,0.279521916,0.280768403,0.286321131,0.296162908,0.308591942
Equatorial Guinea,1.177029253,1.107137459,1.175509268,1.427745168,1.753793758,2.218124807,2.500511162,2.19077091,1.141019586,-0.380499293,-2.080586322,-3.576166912,-4.656297496,-5.005869428,-4.652898287,-4.178174669,-3.627055453,-2.326818102,-0.125494441,2.567062973,5.438137962,7.589627221,8.354904352,7.707992719,6.340793038,4.91525344,3.873471166,3.209892391,3.045771237,3.207538164,3.391559641,3.449216759,3.484407012,3.473316686,3.434143949,3.401425941,3.389609005,3.379664922,3.371100169,3.361411542,3.35450467,3.341850251,3.310663431,3.257528554,3.192467644,3.122658529,3.062344526,3.021632656,3.004723029,3.002596957,3.00206104,2.992522503,2.973587624,2.942546724,2.902460419
Eritrea,2.363525313,2.400977956,2.432378018,2.45695631,2.477603923,2.494816391,2.514439377,2.542484544,2.581673651,2.626978007,2.67320129,2.713661192,2.745517117,2.766561477,2.780275796,2.784442411,2.789311242,2.807567848,2.843300736,2.885530817,2.887242272,2.865043653,2.873980088,2.923453801,2.974183778,3.095020734,3.141328454,2.902616866,2.317263481,1.540920411,0.684508525,-0.00085426,-0.310738169,-0.09335287,0.514072342,1.209528067,1.795255241,2.322531481,2.731974198,3.02974639,3.334030629,3.588087418,3.625564578,3.416915609,3.060109556,2.664254171,2.338805997,2.118405642,2.043376342,2.070801018,2.107928136,,,,
Estonia,1.11138977,1.34156956,1.378477164,1.437675372,1.359458372,1.078006708,0.787736187,0.925837507,1.048781817,1.096145451,1.233395893,1.123907965,0.960032301,0.865266081,0.785459176,0.712743107,0.73604373,0.685613147,0.556254915,0.603352238,0.704718276,0.719876655,0.687096402,0.652187283,0.667063356,0.743509962,0.778102309,0.621622035,0.398143548,0.066490191,-0.502159185,-1.824181555,-2.574319978,-2.138588635,-1.785399536,-1.475364638,-1.14091924,-0.960559005,-0.400177491,1.178366929,-0.636963124,-0.633433796,-0.627622448,-0.59782051,-0.572255525,-0.58965556,-0.456188535,-0.26813372,-0.192768077,-0.228057969,-0.303582824,-0.357944411,-0.355891803,-0.262256175,-0.193943202
Ethiopia,2.31998693,2.39789429,2.454613119,2.484131222,2.49589787,2.478177882,2.463803425,2.497725486,2.594192802,2.716042559,2.883148538,2.993889429,2.922596581,2.629009981,2.214317621,1.753114562,1.406929185,1.298359258,1.503891656,1.921135561,2.392671569,2.776568067,3.051519479,3.174752295,3.19574221,3.188551654,3.209696694,3.255556829,3.339177001,3.436634115,3.532371032,3.586199677,3.569383773,3.470571754,3.322946614,3.162726756,3.029080258,2.935924618,2.896080426,2.891090117,2.891883909,2.879547742,2.858436528,2.82405373,2.781440422,2.738922043,2.701817967,2.668474458,2.639978081,2.61459282,2.589340241,2.562640856,2.535255744,2.50680866,2.47736063
Faroe Islands,1.345025785,1.210609637,1.123019313,1.107765608,1.153396183,1.205476076,1.226015195,1.227074722,1.17552288,1.102276929,1.021022148,0.962441852,0.938166722,0.964351782,1.024251003,1.091995195,1.14777834,1.196757415,1.236777439,1.268179564,1.268369416,1.245681375,1.252748285,1.285890911,1.319752574,1.431674533,1.479294813,1.252872162,0.659063432,-0.153948603,-1.124324851,-1.956094176,-2.330814177,-2.000044471,-1.129675257,-0.040825585,0.871849042,1.471123604,1.596024118,1.383992722,1.11441428,0.931578553,0.755798022,0.606789121,0.485276771,0.346957247,0.193606915,0.06171062,-0.032907592,-0.094669692,-0.154545204,-0.204366072,-0.208925969,-0.147130465,-0.045633687
Fiji,3.440288809,3.481348952,3.41191242,3.213232928,2.938299788,2.647427098,2.402422022,2.224660503,2.136225743,2.110372752,2.104760579,2.08679851,2.060022525,2.014726543,1.962622695,1.878048352,1.810670485,1.836743404,1.981234513,2.182618905,2.441552054,2.613795587,2.540501662,2.161649525,1.600142921,0.962802438,0.441167078,0.16516195,0.235710023,0.550766918,0.934782214,1.225012836,1.399101751,1.39965065,1.275936031,1.151439954,1.062559685,0.935875064,0.769230732,0.584652751,0.36814734,0.181114789,0.114561093,0.211501008,0.422516519,0.675477493,0.883095337,1.010417224,1.020385713,0.946142309,0.853949457,0.784506905,0.721402614,0.674955886,0.640395308
Finland,0.705711484,0.6799954,0.706977468,0.556315625,0.333374795,0.374800826,0.541550206,0.448972198,-0.058030841,-0.378718238,0.126203706,0.595195266,0.567909198,0.523542996,0.443863076,0.301448639,0.279738313,0.28712237,0.255579028,0.311078416,0.426515645,0.560285844,0.595991321,0.534342931,0.417068904,0.324794896,0.283626732,0.290689051,0.361018799,0.443382074,0.546172018,0.561909851,0.483854089,0.431048903,0.381655333,0.328037914,0.29737733,0.265472962,0.232116249,0.207606515,0.227687342,0.24238105,0.23845724,0.290350362,0.342248594,0.383777136,0.425429832,0.465549285,0.478246393,0.457494535,0.463558707,0.475809487,0.460723773,0.413560208,0.374669478
France,1.337853117,1.412469959,1.411512304,1.314426534,1.154838723,0.964756282,0.802059644,0.705732789,0.703901103,0.765552418,0.852177192,0.908216778,0.906084716,0.822100928,0.684624738,0.531131315,0.407972849,0.334534855,0.331797859,0.380529801,0.441809963,0.489756642,0.53128183,0.558455201,0.57372307,0.591610259,0.610566202,0.613768546,0.596827186,0.565757638,0.079445051,0.497237524,0.433290559,0.372238258,0.361248204,0.354077244,0.3537435,0.368612829,0.514446391,0.684930929,0.727791318,0.727229885,0.708775986,0.736319943,0.753805556,0.697191228,0.618711483,0.55885743,0.514486365,0.494037459,0.483644885,0.483982304,0.474516613,0.790901326,0.468770345
French Polynesia,3.304055846,3.587632263,3.736658493,3.721943298,3.604425659,3.460407311,3.355654575,3.29797459,3.304096642,3.347847093,3.394348293,3.412343629,3.388041499,3.318125636,3.217677686,3.108457174,3.014738015,2.955873233,2.938916171,2.94535356,2.947521639,2.928410616,2.896427214,2.848934374,2.784283095,2.736627121,2.678866151,2.553648237,2.347558658,2.099313251,1.823272866,1.595461168,1.489324416,1.540752452,1.694574553,1.879074442,2.009927351,2.055306206,1.983868626,1.833649476,1.675541714,1.544730783,1.419889,1.309110186,1.212973358,1.110786564,1.015272419,0.961711264,0.959709347,0.994615277,1.037997767,1.069713507,1.086578267,1.083477045,1.06054732
Gabon,0.993666503,1.110881461,1.259962325,1.446668366,1.650886444,1.869693206,2.055361024,2.152253243,2.139257379,2.055313042,1.949127572,1.875986706,1.857611541,1.915025855,2.023823351,2.140176837,2.236417842,2.322312997,2.390821831,2.446278705,2.495866839,2.545467122,2.593646574,2.642111428,2.686436985,2.72699341,2.756146425,2.766336043,2.754368182,2.727378397,2.691974765,2.657543492,2.628891897,2.60945158,2.594368364,2.583129895,2.564339569,2.527247711,2.46677878,2.394237523,2.31849848,2.255876606,2.217032951,2.208283936,2.220249636,2.235212269,2.244585293,2.25347596,2.26008213,2.263388246,2.267448678,2.268565849,2.258907755,2.236266447,2.204565449
"Gambia, The",2.365469212,1.786013084,1.435446828,1.3991668,1.587376825,1.80884411,1.979388452,2.177906148,2.389732313,2.600808139,2.84544628,3.069573244,3.177793685,3.145214106,3.031261268,2.901254006,2.833041289,2.859121328,3.005821344,3.231147838,3.422398373,3.579014467,3.788464843,4.055922661,4.325993791,4.60563549,4.780337794,4.727220789,4.418520313,3.967801117,3.502365419,3.132242473,2.876963325,2.771039579,2.770285031,2.784525649,2.784905245,2.818909479,2.884565586,2.96852686,3.06438408,3.151679407,3.211012886,3.233858184,3.232073446,3.223270884,3.22054978,3.222963069,3.233740594,3.247860956,3.259751372,3.262697919,3.253973956,3.231992692,3.201140871
Georgia,1.578435862,1.519342186,1.473021724,1.410306472,1.316771037,1.143478098,0.980879611,0.907052603,0.935667821,-2.79587302,1.042981926,4.770403033,0.880708361,0.868346221,0.73801073,0.721090302,0.681625222,0.58382341,0.736305278,0.842900505,0.820316229,0.846666493,0.878842348,0.853879671,0.876678995,0.888192529,0.825576239,0.990127868,0.262664316,-0.027068389,0.703475649,0.77451105,0.768558451,-1.013034746,-2.659709075,-2.522031834,-1.847511473,-0.982389344,-0.778544839,-0.771072946,-0.724616161,-0.672509797,-1.301501055,-1.302691682,-1.304108583,-1.297159673,-1.314207282,-1.282068843,-1.298719553,-1.315808458,-1.307543305,-1.298719553,-1.2893219,-1.306162779,-1.296264437
Germany,0.769854344,0.879431692,0.925875063,0.805140883,0.853190437,0.834560801,0.457208527,0.444717326,0.792983738,0.332661393,0.183475314,0.478481046,0.314942451,0.038969223,-0.372846359,-0.428766875,-0.226376663,-0.087031415,0.044207406,0.207430406,0.152308489,-0.095113437,-0.262152572,-0.345666402,-0.223489902,0.045768064,0.153617575,0.39067896,0.773336991,0.861969449,0.728605547,0.760346947,0.657391218,0.346856649,0.293904444,0.289474899,0.146313282,0.015143651,0.064634578,0.1354316,0.168225361,0.168128319,0.055363304,-0.021709728,-0.056778262,-0.112797498,-0.133718573,-0.190142845,-0.25338341,-0.153198447,0.025362128,-1.691348956,2.100157101,-1.410379527,0.530366451
Ghana,3.170066385,3.138415181,3.029915432,2.832854535,2.591621187,2.313272384,2.087428069,2.009827418,2.122129294,2.349492629,2.643550356,2.86217042,2.89203773,2.682061757,2.337342816,1.934718225,1.646651129,1.602428792,1.877860098,2.353477351,2.879654122,3.278260379,3.481631109,3.437758279,3.2373104,3.003585984,2.831974989,2.72373549,2.705486593,2.742768425,2.793994261,2.810615002,2.777323607,2.680133879,2.547828044,2.406367416,2.299435377,2.253613474,2.285550831,2.36815618,2.459855314,2.530083218,2.580182325,2.60112095,2.60029289,2.595248421,2.590751378,2.576071445,2.550882259,2.517554144,2.480596918,2.441272627,2.397635733,2.350075661,2.300231881
Gibraltar,1.237148217,1.529736181,1.688994746,1.691521258,1.568829576,1.425973016,1.309740565,1.181230721,1.040669162,0.908375052,0.739322628,0.589948536,0.518838967,0.575546868,0.698103764,0.872650277,0.992487018,1.009469873,0.851813342,0.600262293,0.311918929,0.075015944,-0.078768219,-0.108877261,-0.037571386,0.04508397,0.11262108,0.176185077,0.224466985,0.272423806,0.338560883,0.411424069,0.409738304,0.327320496,0.18341898,-0.003665085,-0.139372845,-0.128541803,0.080816991,0.432361805,0.833778109,1.164333756,1.377417539,1.417965636,1.336261099,1.220173383,1.124878853,1.065848143,1.051318861,1.063161194,1.084170557,1.072542257,1.007581161,0.869475164,0.685211514
Greece,0.792901847,0.595777103,0.370892005,0.362612547,0.467787696,0.737804081,0.814411517,0.65053289,0.365420763,0.228196508,0.433844788,0.650037188,0.454133112,0.368183314,0.938660354,1.553213563,1.301109489,1.296604359,1.246698067,0.982220016,0.896616063,0.61646204,0.581724932,0.498156576,0.388288979,0.330759074,0.334358494,0.363197987,0.52185098,1.057808012,1.200352537,0.763882722,0.588261919,0.500703438,0.467197289,0.440670531,0.493267145,0.554211903,0.383471312,0.409041838,0.519884464,0.366566462,0.238643175,0.247413543,0.293249074,0.300331801,0.254757582,0.265457837,0.263026401,0.128880433,-0.147951277,-0.540752951,-0.725120807,-0.66611329,-0.632536106
Greenland,3.625774802,3.785022413,3.922071315,3.243527575,4.16726964,3.262522732,3.398385282,3.517361418,3.397835364,3.286166448,1.709443336,2.303766807,1.438873745,1.015237146,0.201816416,0.201409937,-0.605450891,-0.40568007,0.809721023,1.202419297,1.581060603,0.975617495,1.158314109,1.145050679,0.94429408,0.562325755,1.115253195,1.28560081,0.908271457,0.541029273,-0.18001805,-0.361011222,-0.180995525,0.542006747,0.539084863,0.179051077,0.178731057,0.178412179,0,0.178094437,0.266548359,0.458574268,0.275195545,0.256870545,0.04216222,-0.283179181,-0.386485847,-0.402186877,-0.008876974,1.028023326,-0.026363197,-0.140721219,-0.577265865,-0.333398667,-0.322038549
Grenada,1.54485435,1.267410968,1.001203338,0.759794499,0.543880055,0.315639167,0.088495581,-0.091657586,-0.203632751,-0.266508893,-0.265097446,-0.25835,-0.328418025,-0.511833219,-0.752142508,-1.107206995,-1.374304481,-1.246271507,-0.561808718,0.487682228,1.749692424,2.739927258,3.057274585,2.529697031,1.479252775,0.238936795,-0.766817271,-1.335081924,-1.222993277,-0.605726729,0.175364913,0.770442114,1.126337335,1.113792147,0.851469663,0.540168138,0.325870307,0.174877902,0.137119429,0.176301748,0.22509581,0.246140091,0.26507442,0.278986466,0.285981285,0.298724823,0.317144421,0.334424298,0.349610406,0.362723211,0.374737622,0.385664418,0.403069929,0.421200052,0.446584284
