age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income >50K
58,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,1
62,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
31,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,Other,Male,0,0,40,United-States,0
77,,Assoc-voc,11,Married-spouse-absent,,Not-in-family,White,Female,0,0,25,United-States,0
25,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
38,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,56,United-States,0
33,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
51,Federal-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,0
20,Private,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0
40,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
20,Private,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
41,Local-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,25,United-States,0
44,Private,12th,8,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
35,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
35,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,0
46,Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,17,United-States,0
18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
37,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
58,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,8,United-States,0
55,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
68,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,0
41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
50,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
42,,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,45,United-States,0
45,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
36,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
60,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,30,Philippines,0
27,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
36,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
47,State-gov,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
33,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,80,United-States,0
19,State-gov,12th,8,Never-married,Transport-moving,Own-child,Black,Male,0,0,20,United-States,0
33,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Thailand,0
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
33,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
57,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,48,United-States,0
59,Private,Masters,14,Never-married,Sales,Not-in-family,White,Female,27828,0,45,United-States,1
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,2002,40,United-States,0
60,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
33,Local-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
41,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
20,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,0
28,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,2202,0,50,United-States,0
24,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India,0
31,Private,12th,8,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,60,United-States,0
38,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,40,United-States,0
40,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
55,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States,0
49,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4064,0,50,United-States,0
33,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0
52,Private,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,,0
24,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,0
46,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,0
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,0
50,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,0
22,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,0
32,Self-emp-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,35,Haiti,0
46,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,1
62,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,2961,0,30,United-States,0
39,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,62,United-States,1
26,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,0
20,Private,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,14,United-States,0
37,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
40,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,24,United-States,0
22,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,0
32,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,10520,0,40,United-States,1
41,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,50,United-States,0
24,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
37,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,39,United-States,1
42,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,40,United-States,1
56,Private,9th,5,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,0
20,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,0
55,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,0
29,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0
37,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
61,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,0
49,Self-emp-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,0
18,Local-gov,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0
30,Private,9th,5,Never-married,Farming-fishing,Other-relative,Black,Male,0,0,40,United-States,0
24,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,20,,0
24,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
37,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
37,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
36,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,0
40,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0
43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,0
19,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,35,United-States,0
50,Private,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1485,40,United-States,0
17,,10th,6,Never-married,,Own-child,White,Male,0,0,30,United-States,0
39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,50,United-States,0
43,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
40,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
31,State-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
25,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
30,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1876,40,United-States,0
55,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
55,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,75,United-States,0
29,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,0
28,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,10520,0,60,United-States,1
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
33,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1672,55,United-States,0
23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
71,Private,11th,7,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,75,United-States,0
22,,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,6,United-States,0
21,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
62,,HS-grad,9,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,24,China,0
22,,Some-college,10,Married-spouse-absent,,Unmarried,Black,Female,0,0,40,United-States,0
49,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
31,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,United-States,0
27,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
27,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,1
26,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,0
30,,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0
17,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0
26,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
45,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Canada,0
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,1
31,Private,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,45,United-States,0
51,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
56,Private,9th,5,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
24,State-gov,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,35,United-States,0
29,Private,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Dominican-Republic,0
26,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,24,United-States,0
51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
32,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
47,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
30,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
41,,11th,7,Widowed,,Other-relative,Black,Female,0,0,40,United-States,0
49,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
40,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,1
62,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
76,Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States,0
40,,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,60,United-States,1
35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
27,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,0
54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,1
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,12,United-States,0
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
39,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,0
26,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,10520,0,64,United-States,1
20,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,42,United-States,0
28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
56,Federal-gov,Some-college,10,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
39,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
44,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1
55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,13550,0,45,United-States,1
34,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,57,United-States,1
42,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,38,United-States,0
50,Self-emp-inc,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,75,United-States,0
34,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,1
23,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,33,United-States,0
27,,Bachelors,13,Never-married,,Unmarried,Asian-Pac-Islander,Male,0,0,25,Philippines,0
81,,Bachelors,13,Widowed,,Not-in-family,White,Male,0,0,5,United-States,0
47,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,Black,Female,6849,0,40,United-States,0
57,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
65,,Assoc-voc,11,Married-civ-spouse,,Wife,White,Female,0,0,56,United-States,1
33,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,0
37,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,United-States,0
53,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
27,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
42,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
39,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,4787,0,40,United-States,1
58,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
20,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,24,United-States,0
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,0
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
51,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,0
52,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,Germany,0
53,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,1
50,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
36,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
30,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,72,United-States,0
30,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,,0
50,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1
76,Private,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,0
46,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,40,United-States,1
24,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,0
26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2885,0,40,United-States,0
56,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,1
50,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,1
22,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,40,United-States,0
23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,0
51,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
58,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
38,Private,9th,5,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,24,Haiti,0
45,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
55,Self-emp-not-inc,HS-grad,9,Widowed,Sales,Not-in-family,White,Male,0,0,40,United-States,0
45,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
42,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,0
44,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,46,United-States,1
60,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
27,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
25,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
61,,Bachelors,13,Divorced,,Not-in-family,White,Female,0,0,24,United-States,0
43,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1
44,Local-gov,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,1340,40,United-States,0
63,Private,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,41,United-States,0
46,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,43,United-States,0
47,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
37,Private,Some-college,10,Divorced,Sales,Not-in-family,Black,Male,0,0,40,United-States,0
43,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,0
46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,1
48,,10th,6,Married-civ-spouse,,Wife,Black,Female,0,0,35,United-States,0
61,Self-emp-not-inc,Assoc-acdm,12,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,90,United-States,0
53,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1977,40,United-States,1
79,,7th-8th,4,Married-civ-spouse,,Husband,White,Male,1409,0,35,United-States,0
44,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,0
54,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
22,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
47,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,1
18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
25,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,0
24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Iran,0
37,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
51,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,2547,40,United-States,1
35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,60,United-States,1
59,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,34,United-States,0
46,Private,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,0
45,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,1
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,0
22,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,United-States,0
41,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
26,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
22,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,35,United-States,0
29,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,1
22,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States,0
34,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,2042,10,United-States,0
23,Private,12th,8,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
20,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3781,0,50,United-States,0
25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,0
59,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,55,United-States,0
55,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
77,Self-emp-not-inc,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,1944,1,United-States,0
42,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
42,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
45,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Guatemala,0
60,,9th,5,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0
23,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
52,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
20,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
20,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,0
23,Local-gov,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,45,United-States,0
30,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,0
45,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,1
30,Private,Prof-school,15,Widowed,Other-service,Not-in-family,White,Male,0,0,35,United-States,0
17,Private,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
25,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,Canada,1
40,Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,1
18,,10th,6,Never-married,,Own-child,Black,Male,0,0,30,United-States,0
58,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
59,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3942,0,40,United-States,0
29,Private,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,30,Jamaica,0
