Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-09-26,14:00:00,0.9,840,-200,4.2,722,98,1048,54,1169,507,22.1,30.5,0.7981
2004-09-26,15:00:00,0.9,815,-200,3.1,657,146,1166,69,1098,490,22.1,29.5,0.7761
2004-09-26,16:00:00,0.9,838,-200,3.5,685,119,1176,54,1121,465,23.4,27.1,0.7681
2004-09-26,17:00:00,2.7,992,-200,10.3,987,234,823,95,1327,781,23.1,27.0,0.7538
2004-09-26,18:00:00,2.2,990,-200,7.8,891,261,908,99,1278,765,21.5,31.4,0.7943
2004-09-26,19:00:00,3.3,1066,-200,10.7,1004,371,795,127,1384,1006,20.3,35.5,0.8330
2004-09-26,20:00:00,2.1,971,-200,7.3,870,266,911,98,1287,798,19.6,36.3,0.8193
2004-09-26,21:00:00,1.8,963,-200,7.7,887,268,853,112,1311,938,18.7,39.7,0.8482
2004-09-26,22:00:00,1.9,1010,-200,8.6,925,294,829,115,1351,996,18.0,42.7,0.8745
2004-09-26,23:00:00,2.3,1054,-200,10.0,978,303,768,114,1398,1109,17.1,47.6,0.9208
2004-09-27,0:00:00,1.9,998,-200,8.5,920,241,802,103,1365,1042,16.6,51.3,0.9634
2004-09-27,1:00:00,1.3,919,-200,5.8,802,142,891,81,1265,940,15.9,55.2,0.9881
2004-09-27,2:00:00,1,884,-200,5.0,764,110,921,75,1247,900,14.9,58.9,0.9891
2004-09-27,3:00:00,0.6,803,-200,2.9,648,-200,1079,-200,1178,774,14.1,61.0,0.9799
2004-09-27,4:00:00,0.6,820,-200,3.4,674,104,1024,64,1188,790,14.0,62.6,0.9948
2004-09-27,5:00:00,0.9,894,-200,5.6,794,179,889,71,1266,908,14.1,61.7,0.9844
2004-09-27,6:00:00,1.5,988,-200,9.0,941,361,801,99,1399,1035,14.4,60.3,0.9802
2004-09-27,7:00:00,5.5,1372,-200,26.9,1477,799,542,132,1973,1556,15.0,57.7,0.9778
2004-09-27,8:00:00,4,1209,-200,18.8,1262,614,618,135,1708,1392,16.9,50.3,0.9580
2004-09-27,9:00:00,1.8,951,-200,8.2,908,275,873,94,1314,904,19.7,40.2,0.9108
2004-09-27,10:00:00,1.9,992,-200,9.1,943,325,847,103,1351,936,22.2,33.6,0.8886
2004-09-27,11:00:00,1.7,964,-200,9.2,947,327,862,123,1328,907,23.7,29.6,0.8537
2004-09-27,12:00:00,1.6,917,-200,8.3,910,252,886,95,1275,744,21.9,30.7,0.7961
2004-09-27,13:00:00,1.9,937,-200,9.1,942,226,852,90,1276,773,22.3,29.5,0.7838
2004-09-27,14:00:00,1.6,961,-200,9.2,949,230,853,99,1306,812,23.8,27.0,0.7845
2004-09-27,15:00:00,1.8,969,-200,9.6,962,244,829,107,1316,856,23.3,28.3,0.8012
2004-09-27,16:00:00,2,1020,-200,11.8,1042,251,788,112,1401,927,24.2,27.2,0.8128
2004-09-27,17:00:00,3.1,1107,-200,17.3,1219,346,683,132,1582,1131,25.1,25.8,0.8065
2004-09-27,18:00:00,3.9,1119,-200,17.8,1233,407,670,148,1539,1270,22.3,29.2,0.7773
2004-09-27,19:00:00,4.3,1173,-200,20.9,1322,490,633,158,1679,1365,20.8,32.5,0.7873
2004-09-27,20:00:00,3.5,1097,-200,14.9,1144,434,702,145,1517,1274,19.1,36.8,0.8066
2004-09-27,21:00:00,2.4,1018,-200,11.3,1024,345,758,128,1400,1169,18.1,39.9,0.8232
2004-09-27,22:00:00,1.5,932,-200,8.4,914,192,837,105,1298,1000,17.4,42.8,0.8463
2004-09-27,23:00:00,1.3,897,-200,6.8,849,157,891,90,1253,910,16.7,46.6,0.8793
2004-09-28,0:00:00,1,840,-200,4.9,758,148,994,85,1189,829,17.1,46.8,0.9054
2004-09-28,1:00:00,0.8,802,-200,3.5,680,105,1091,73,1137,756,15.3,51.9,0.8982
2004-09-28,2:00:00,0.5,765,-200,2.8,637,141,1138,74,1113,742,15.0,52.8,0.8929
2004-09-28,3:00:00,0.4,741,-200,2.1,595,-200,1191,-200,1080,686,14.4,54.5,0.8887
2004-09-28,4:00:00,0.5,748,-200,2.2,595,107,1208,61,1089,677,12.8,59.8,0.8801
2004-09-28,5:00:00,0.7,791,-200,3.9,704,166,1057,69,1154,748,11.9,62.7,0.8726
2004-09-28,6:00:00,1.2,875,-200,7.3,871,241,890,82,1253,890,12.1,62.6,0.8825
2004-09-28,7:00:00,2.4,1085,-200,15.5,1164,368,707,120,1503,1155,13.5,58.2,0.8944
2004-09-28,8:00:00,4.3,1268,-200,27.1,1482,498,550,135,1849,1533,14.4,55.7,0.9087
2004-09-28,9:00:00,4.1,1236,-200,21.3,1332,641,601,152,1683,1550,17.8,45.7,0.9224
2004-09-28,10:00:00,3.7,1274,-200,19.9,1294,667,615,177,1595,2236,21.0,37.2,0.9155
2004-09-28,11:00:00,3.4,1250,-200,19.4,1280,550,618,181,1663,2178,24.5,29.8,0.9008
2004-09-28,12:00:00,3.8,1224,-200,21.8,1347,483,602,176,1670,1901,26.4,26.4,0.8969
2004-09-28,13:00:00,4.1,1220,-200,21.7,1344,524,605,163,1676,1743,25.2,26.8,0.8451
2004-09-28,14:00:00,3.4,1166,-200,18.9,1265,481,640,174,1570,1502,26.1,24.8,0.8283
2004-09-28,15:00:00,2.3,1050,-200,13.0,1084,305,748,117,1402,1153,26.2,24.4,0.8174
2004-09-28,16:00:00,3.2,1174,-200,18.8,1264,396,670,145,1598,1287,28.9,21.3,0.8382
2004-09-28,17:00:00,4.8,1323,-200,26.8,1474,501,554,173,1854,1547,28.0,23.3,0.8681
2004-09-28,18:00:00,6.7,1432,-200,36.9,1706,702,488,204,2098,1842,24.7,27.9,0.8559
2004-09-28,19:00:00,7.5,1479,-200,39.3,1756,755,466,209,2165,1908,23.0,33.6,0.9302
2004-09-28,20:00:00,4.5,1309,-200,23.1,1379,524,555,175,1841,1693,20.9,45.8,1.1159
2004-09-28,21:00:00,2.1,1089,-200,11.6,1037,247,707,129,1480,1336,19.8,48.6,1.1130
2004-09-28,22:00:00,1.5,1009,-200,8.3,911,196,788,111,1359,1177,19.8,47.7,1.0885
2004-09-28,23:00:00,1.1,930,-200,5.7,796,135,883,85,1263,977,18.6,49.1,1.0435
2004-09-29,0:00:00,1.1,929,-200,5.9,805,146,879,86,1270,974,17.2,53.9,1.0498
2004-09-29,1:00:00,0.9,872,-200,4.1,718,106,981,71,1223,872,16.3,56.8,1.0470
2004-09-29,2:00:00,0.5,790,-200,2.2,601,70,1150,60,1157,734,17.4,53.4,1.0541
2004-09-29,3:00:00,0.4,793,-200,2.0,581,-200,1169,-200,1152,668,15.5,58.8,1.0309
2004-09-29,4:00:00,-200,789,-200,2.2,596,62,1145,48,1161,698,14.6,62.1,1.0236
2004-09-29,5:00:00,0.4,769,-200,2.0,586,60,1221,45,1134,650,17.1,52.5,1.0130
2004-09-29,6:00:00,0.7,852,-200,4.0,713,92,1029,53,1203,749,15.2,58.3,0.9986
2004-09-29,7:00:00,2,1100,-200,13.4,1097,277,739,94,1516,1106,14.9,59.2,0.9985
2004-09-29,8:00:00,4.2,1326,-200,28.0,1504,600,510,122,1968,1609,15.1,59.0,1.0086
2004-09-29,9:00:00,5.2,1433,-200,28.6,1518,693,499,170,1973,1770,19.0,47.8,1.0434
2004-09-29,10:00:00,3.8,1310,-200,21.4,1334,617,573,174,1747,1633,22.4,38.8,1.0400
2004-09-29,11:00:00,3.7,1304,-200,19.1,1272,569,593,191,1673,1583,25.4,33.3,1.0679
2004-09-29,12:00:00,3.4,1286,-200,19.6,1286,409,593,179,1728,1449,27.2,30.4,1.0810
2004-09-29,13:00:00,3.1,1217,-200,15.8,1175,335,621,148,1644,1451,25.5,34.8,1.1152
2004-09-29,14:00:00,2.4,1104,-200,13.5,1099,290,698,129,1483,1147,26.4,28.5,0.9658
2004-09-29,15:00:00,2.8,1143,-200,15.9,1176,312,677,148,1551,1108,27.7,25.1,0.9158
2004-09-29,16:00:00,3.6,1205,-200,19.9,1295,440,626,184,1613,1267,28.6,23.2,0.8917
2004-09-29,17:00:00,4,1276,-200,21.6,1340,450,597,188,1677,1303,27.2,26.3,0.9317
2004-09-29,18:00:00,5.6,1440,-200,31.0,1573,578,491,204,1997,1643,25.3,33.0,1.0473
2004-09-29,19:00:00,6.3,1467,-200,34.1,1643,615,467,201,2088,1749,23.2,36.9,1.0346
2004-09-29,20:00:00,4.7,1339,-200,22.8,1373,536,541,165,1797,1585,21.6,43.3,1.1019
2004-09-29,21:00:00,1.9,1108,-200,12.3,1061,238,685,133,1454,1315,21.1,44.8,1.1088
2004-09-29,22:00:00,1.9,1116,-200,10.9,1012,249,699,125,1445,1290,19.7,49.3,1.1148
2004-09-29,23:00:00,1.2,981,-200,7.1,860,150,812,101,1298,1059,20.3,47.8,1.1281
2004-09-30,0:00:00,0.9,947,-200,5.7,798,108,869,79,1276,943,19.4,50.3,1.1201
2004-09-30,1:00:00,-200,939,-200,5.3,776,-200,879,-200,1259,913,18.3,53.1,1.1056
2004-09-30,2:00:00,-200,862,-200,2.9,644,-200,1030,-200,1173,720,17.5,56.1,1.1103
2004-09-30,3:00:00,-200,827,-200,1.9,577,-200,1138,-200,1143,640,19.2,50.3,1.1087
2004-09-30,4:00:00,-200,879,-200,2.4,611,-200,1036,-200,1189,779,16.6,59.6,1.1170
2004-09-30,5:00:00,-200,911,-200,4.0,710,-200,932,-200,1226,850,17.5,57.1,1.1311
2004-09-30,6:00:00,-200,1051,-200,8.1,901,-200,778,-200,1379,1020,17.6,57.6,1.1471
2004-09-30,7:00:00,-200,1496,-200,24.8,1425,-200,520,-200,1946,1605,18.0,57.0,1.1665
2004-09-30,8:00:00,-200,1610,-200,36.3,1692,-200,436,-200,2197,1866,18.5,55.9,1.1779
2004-09-30,9:00:00,-200,1428,-200,20.9,1321,-200,544,-200,1779,1621,18.6,57.2,1.2146
2004-09-30,10:00:00,-200,1459,-200,22.2,1356,-200,525,-200,1795,1712,20.2,53.0,1.2407
2004-09-30,11:00:00,-200,1486,-200,23.5,1390,-200,504,-200,1835,1770,21.3,50.1,1.2539
2004-09-30,12:00:00,1.7,1158,-200,10.8,1008,-200,695,-200,1489,1175,24.6,42.8,1.3053
2004-09-30,13:00:00,1.7,1200,-200,11.2,1021,223,678,101,1510,1157,24.6,44.1,1.3477
2004-09-30,14:00:00,2.2,1290,-200,15.1,1151,267,613,113,1638,1219,25.6,43.4,1.4049
2004-09-30,15:00:00,2.8,1366,-200,17.4,1223,308,578,121,1744,1288,26.1,42.6,1.4172
2004-09-30,16:00:00,3.9,1505,-200,23.4,1388,422,516,146,1978,1503,25.8,44.8,1.4644
2004-09-30,17:00:00,6.5,1728,-200,35.9,1683,623,419,188,2365,1861,25.4,47.9,1.5346
2004-09-30,18:00:00,6.3,1673,-200,34.0,1643,572,436,182,2259,1781,24.6,50.0,1.5241
2004-09-30,19:00:00,5.7,1636,-200,30.1,1553,514,449,166,2130,1745,23.6,54.4,1.5687
2004-09-30,20:00:00,4.4,1468,-200,20.0,1296,414,529,142,1854,1590,22.6,59.5,1.6155
2004-09-30,21:00:00,1.6,1180,-200,10.5,997,143,677,84,1549,1127,22.1,61.3,1.6133
2004-09-30,22:00:00,1.5,1138,-200,9.0,938,147,700,87,1500,1098,22.1,61.3,1.6053
2004-09-30,23:00:00,1.7,1192,-200,10.7,1004,159,665,91,1577,1176,21.1,64.7,1.5956
2004-10-01,0:00:00,1.9,1176,-200,10.4,993,206,659,91,1572,1178,20.3,66.4,1.5591
2004-10-01,1:00:00,1.6,1137,-200,9.7,967,140,687,74,1557,1091,19.4,69.3,1.5418
2004-10-01,2:00:00,1.3,1035,-200,6.9,851,132,764,69,1465,1002,19.0,70.8,1.5417
2004-10-01,3:00:00,0.8,943,-200,4.0,709,-200,893,-200,1348,876,20.2,65.8,1.5442
2004-10-01,4:00:00,0.6,904,-200,3.0,655,81,968,54,1326,824,19.8,67.2,1.5322
2004-10-01,5:00:00,0.7,966,-200,4.3,726,120,872,60,1371,892,19.0,70.3,1.5308
2004-10-01,6:00:00,1.6,1124,-200,9.8,972,279,674,69,1568,1092,18.8,71.8,1.5372
2004-10-01,7:00:00,2.9,1348,-200,17.2,1217,392,559,91,1816,1413,20.2,66.3,1.5550
2004-10-01,8:00:00,4.1,1499,-200,27.9,1501,433,469,97,2130,1565,20.8,64.3,1.5630
2004-10-01,9:00:00,3.7,1427,-200,20.5,1311,531,503,114,1900,1594,22.3,59.3,1.5705
2004-10-01,10:00:00,3.6,1473,-200,21.2,1330,619,497,129,1908,1677,23.2,56.6,1.5929
2004-10-01,11:00:00,3.4,1440,-200,19.9,1294,522,506,137,1879,1616,23.8,54.7,1.5870
2004-10-01,12:00:00,3.7,1474,-200,21.1,1326,505,485,134,1943,1610,23.5,56.2,1.6048
2004-10-01,13:00:00,4.1,1485,-200,22.3,1359,465,477,132,2005,1614,23.9,54.4,1.5963
2004-10-01,14:00:00,3.2,-200,-200,-200.0,-200,383,-200,123,-200,-200,-200,-200,-200
2004-10-01,15:00:00,2.4,1306,-200,12.9,1079,278,603,105,1668,1286,25.4,47.4,1.5170
2004-10-01,16:00:00,3.4,1464,-200,18.4,1251,372,530,136,1853,1487,26.4,45.4,1.5400
2004-10-01,17:00:00,5.6,1629,-200,26.5,1466,540,458,169,2130,1703,25.8,46.9,1.5375
2004-10-01,18:00:00,-200,1629,-200,29.4,1536,-200,435,-200,2205,1773,25.3,49.6,1.5805
2004-10-01,19:00:00,-200,1707,-200,33.7,1637,-200,411,-200,2338,1848,24.2,54.3,1.6117
2004-10-01,20:00:00,-200,1424,-200,19.9,1293,-200,524,-200,1902,1550,22.8,58.1,1.5951
2004-10-01,21:00:00,-200,1297,-200,13.5,1100,-200,598,-200,1710,1350,21.5,63.2,1.5993
2004-10-01,22:00:00,-200,1214,-200,11.2,1022,-200,645,-200,1592,1235,21.3,63.0,1.5798
2004-10-01,23:00:00,-200,1160,-200,9.1,944,-200,686,-200,1523,1162,20.8,64.1,1.5540
2004-10-02,0:00:00,-200,1232,-200,10.9,1012,-200,642,-200,1595,1211,20.6,64.0,1.5346
2004-10-02,1:00:00,-200,1134,-200,8.4,914,-200,699,-200,1512,1097,20.6,63.4,1.5190
2004-10-02,2:00:00,-200,1071,-200,7.1,860,-200,742,-200,1500,1021,20.4,64.4,1.5220
2004-10-02,3:00:00,-200,968,-200,4.3,730,-200,858,-200,1388,913,21.3,61.0,1.5290
2004-10-02,4:00:00,-200,994,-200,4.0,711,-200,867,-200,1384,909,20.5,64.0,1.5247
2004-10-02,5:00:00,-200,1046,-200,5.8,804,-200,774,-200,1458,983,20.3,65.3,1.5321
2004-10-02,6:00:00,-200,1066,-200,6.3,827,-200,751,-200,1479,1024,20.1,65.9,1.5321
2004-10-02,7:00:00,-200,1277,-200,12.3,1061,-200,612,-200,1691,1243,20.2,65.6,1.5368
2004-10-02,8:00:00,-200,1290,-200,13.3,1093,-200,592,-200,1677,1253,21.1,62.8,1.5481
2004-10-02,9:00:00,-200,1268,-200,12.5,1066,-200,608,-200,1665,1240,22.5,57.5,1.5518
2004-10-02,10:00:00,-200,1243,-200,10.5,997,-200,648,-200,1587,1155,24.2,51.9,1.5426
2004-10-02,11:00:00,-200,1300,-200,12.1,1053,-200,614,-200,1650,1193,25.2,48.9,1.5437
2004-10-02,12:00:00,-200,1278,-200,12.1,1053,-200,630,-200,1641,1153,25.8,47.8,1.5662
2004-10-02,13:00:00,-200,1249,-200,11.2,1023,-200,639,-200,1640,1034,25.7,49.2,1.5988
2004-10-02,14:00:00,-200,1145,-200,7.2,867,-200,739,-200,1499,870,25.8,49.6,1.6213
2004-10-02,15:00:00,-200,1199,-200,8.7,928,-200,704,-200,1533,890,25.7,48.8,1.5913
2004-10-02,16:00:00,-200,1236,-200,9.6,962,-200,690,-200,1589,946,26.5,45.9,1.5626
2004-10-02,17:00:00,-200,1289,-200,11.6,1037,-200,638,-200,1648,1033,25.4,48.9,1.5650
2004-10-02,18:00:00,-200,1299,-200,12.7,1072,-200,617,-200,1688,1107,24.4,52.5,1.5830
2004-10-02,19:00:00,-200,1506,-200,20.7,1315,-200,512,-200,1954,1395,23.9,54.6,1.5936
2004-10-02,20:00:00,-200,1432,-200,17.8,1234,-200,553,-200,1849,1342,22.9,57.9,1.5958
2004-10-02,21:00:00,-200,1193,-200,11.2,1021,-200,666,-200,1633,1152,22.1,61.1,1.6012
2004-10-02,22:00:00,-200,1188,-200,10.8,1007,-200,668,-200,1577,1128,20.8,65.6,1.5898
2004-10-02,23:00:00,-200,1162,-200,9.4,953,-200,691,-200,1526,1104,21.7,60.8,1.5630
2004-10-03,0:00:00,-200,1106,-200,8.5,921,-200,720,-200,1506,1055,21.1,62.8,1.5505
2004-10-03,1:00:00,-200,1037,-200,6.5,836,-200,788,-200,1467,904,20.7,63.2,1.5240
2004-10-03,2:00:00,-200,982,-200,5.1,768,-200,850,-200,1416,835,21.2,61.5,1.5241
2004-10-03,3:00:00,-200,944,-200,4.5,740,-200,881,-200,1412,781,20.3,64.6,1.5180
2004-10-03,4:00:00,-200,929,-200,3.9,703,-200,908,-200,1391,761,20.2,64.4,1.5035
2004-10-03,5:00:00,-200,906,-200,3.3,672,-200,948,-200,1377,742,20.1,65.3,1.5153
2004-10-03,6:00:00,-200,907,-200,3.2,665,-200,972,-200,1370,779,19.9,66.0,1.5141
2004-10-03,7:00:00,-200,1013,-200,5.4,781,-200,829,-200,1469,894,19.8,66.4,1.5145
2004-10-03,8:00:00,-200,1055,-200,5.6,795,-200,800,-200,1476,927,20.4,64.1,1.5178
2004-10-03,9:00:00,-200,1138,-200,7.5,880,-200,727,-200,1538,1034,21.6,60.8,1.5496
2004-10-03,10:00:00,-200,1250,-200,10.7,1003,-200,647,-200,1638,1217,23.5,54.5,1.5553
2004-10-03,11:00:00,-200,1165,-200,8.4,916,-200,711,-200,1517,1093,25.7,46.6,1.5105
2004-10-03,12:00:00,-200,1229,-200,11.3,1025,-200,663,-200,1588,1073,26.6,43.7,1.5031
2004-10-03,13:00:00,-200,1168,-200,8.3,911,-200,715,-200,1517,969,27.4,41.8,1.5056
2004-10-03,14:00:00,-200,1092,-200,6.0,814,-200,794,-200,1446,777,27.4,42.8,1.5344
2004-10-03,15:00:00,-200,1109,-200,6.7,843,-200,769,-200,1458,743,27.1,43.3,1.5255
2004-10-03,16:00:00,-200,1133,-200,6.2,823,-200,775,-200,1449,777,26.9,44.4,1.5510
2004-10-03,17:00:00,-200,1192,-200,7.7,887,-200,716,-200,1488,819,26.9,44.4,1.5538
2004-10-03,18:00:00,-200,1298,-200,11.0,1015,-200,647,-200,1619,1056,24.7,51.9,1.5868
2004-10-03,19:00:00,-200,1524,-200,20.8,1320,-200,514,-200,1925,1481,23.7,55.6,1.6074
2004-10-03,20:00:00,-200,1540,-200,21.4,1336,-200,498,-200,1929,1590,22.7,59.6,1.6261
2004-10-03,21:00:00,-200,1190,-200,10.4,992,-200,654,-200,1587,1211,21.9,61.4,1.5946
2004-10-03,22:00:00,-200,1092,-200,8.3,911,-200,735,-200,1506,1052,22.0,59.8,1.5620
2004-10-03,23:00:00,-200,1079,-200,7.8,890,-200,745,-200,1522,1000,20.5,64.9,1.5473
2004-10-04,0:00:00,-200,995,-200,5.5,789,-200,828,-200,1432,874,19.8,66.9,1.5277
2004-10-04,1:00:00,-200,960,-200,5.2,772,-200,838,-200,1431,852,18.4,71.6,1.4997
2004-10-04,2:00:00,-200,890,-200,3.2,666,-200,969,-200,1323,728,18.9,68.6,1.4818
2004-10-04,3:00:00,-200,860,-200,2.7,632,-200,1037,-200,1322,713,17.8,72.3,1.4546
2004-10-04,4:00:00,-200,860,-200,3.0,652,-200,997,-200,1326,734,17.1,73.9,1.4262
2004-10-04,5:00:00,-200,883,-200,4.0,713,-200,937,-200,1351,777,17.7,70.3,1.4088
2004-10-04,6:00:00,-200,929,-200,5.6,795,-200,858,-200,1373,815,17.1,71.8,1.3936
2004-10-04,7:00:00,-200,1100,-200,11.1,1018,-200,706,-200,1573,1002,18.3,67.5,1.4044
2004-10-04,8:00:00,-200,1257,-200,20.1,1299,-200,550,-200,1864,1302,18.5,67.0,1.4135
2004-10-04,9:00:00,-200,1402,-200,23.6,1393,-200,505,-200,1967,1542,19.9,61.7,1.4193
2004-10-04,10:00:00,-200,1376,-200,21.0,1324,-200,527,-200,1886,1571,22.9,52.6,1.4519
2004-10-04,11:00:00,-200,1374,-200,21.8,1346,-200,519,-200,1910,1614,24.2,49.0,1.4586
2004-10-04,12:00:00,-200,1381,-200,22.1,1355,-200,516,-200,1931,1583,25.8,44.7,1.4590
2004-10-04,13:00:00,-200,1282,-200,18.2,1247,-200,561,-200,1829,1285,26.0,44.5,1.4731
2004-10-04,14:00:00,-200,1188,-200,14.2,1124,-200,625,-200,1655,1094,27.1,40.2,1.4217
2004-10-04,15:00:00,-200,1227,-200,14.9,1147,-200,612,-200,1707,1113,27.4,39.8,1.4318
2004-10-04,16:00:00,-200,1364,-200,21.1,1328,-200,528,-200,1898,1395,28.9,36.3,1.4291
2004-10-04,17:00:00,-200,1531,-200,30.3,1558,-200,451,-200,2181,1620,28.4,37.5,1.4251
2004-10-04,18:00:00,-200,1694,-200,41.6,1805,-200,391,-200,2523,1882,26.0,43.9,1.4562
2004-10-04,19:00:00,-200,1723,-200,44.7,1866,-200,378,-200,2612,2006,24.3,49.6,1.4860
2004-10-04,20:00:00,-200,1356,-200,21.3,1331,-200,520,-200,1925,1643,23.3,53.0,1.4939
2004-10-04,21:00:00,-200,1084,-200,10.0,979,-200,699,-200,1539,1239,22.6,55.1,1.4899
2004-10-04,22:00:00,-200,1039,-200,8.9,936,-200,731,-200,1499,1121,21.2,59.3,1.4787
2004-10-04,23:00:00,-200,1011,-200,7.4,875,-200,787,-200,1446,1012,20.6,60.9,1.4642
2004-10-05,0:00:00,-200,968,-200,6.4,831,-200,810,-200,1425,961,20.0,63.1,1.4592
2004-10-05,1:00:00,-200,867,-200,3.7,693,-200,971,-200,1335,825,19.7,63.4,1.4383
2004-10-05,2:00:00,-200,820,-200,2.5,620,-200,1081,-200,1270,703,20.8,58.8,1.4305
2004-10-05,3:00:00,-200,826,-200,2.7,631,-200,1072,-200,1280,752,17.8,69.8,1.4058
2004-10-05,4:00:00,-200,835,-200,2.5,620,-200,1053,-200,1260,741,18.8,65.3,1.4023
2004-10-05,5:00:00,-200,887,-200,4.1,717,-200,955,-200,1334,786,17.6,69.5,1.3889
2004-10-05,6:00:00,-200,990,-200,7.8,889,-200,763,-200,1450,952,17.4,69.7,1.3714
2004-10-05,7:00:00,-200,1511,-200,30.8,1569,-200,476,-200,2195,1601,17.4,70.1,1.3783
2004-10-05,8:00:00,-200,1352,-200,26.4,1465,-200,491,-200,1998,1621,18.5,65.5,1.3787
2004-10-05,9:00:00,-200,1337,-200,21.6,1339,-200,525,-200,1870,1622,20.6,58.5,1.4054
2004-10-05,10:00:00,-200,1435,-200,22.8,1373,-200,513,-200,1910,1759,23.9,48.7,1.4269
2004-10-05,11:00:00,-200,1377,-200,19.3,1276,-200,539,-200,1790,1666,26.0,43.8,1.4499
2004-10-05,12:00:00,-200,1562,-200,30.4,1559,-200,453,-200,2130,1918,28.6,37.3,1.4423
2004-10-05,13:00:00,-200,1358,-200,23.4,1389,-200,516,-200,1886,1525,27.9,38.0,1.4029
2004-10-05,14:00:00,-200,1301,-200,17.1,1212,-200,575,-200,1717,1332,28.4,37.6,1.4282
2004-10-05,15:00:00,-200,1255,-200,14.6,1136,-200,611,-200,1675,1183,28.5,37.3,1.4329
2004-10-05,16:00:00,-200,1410,-200,21.6,1340,-200,533,-200,1841,1414,30.8,31.8,1.3908
2004-10-05,17:00:00,-200,1578,-200,31.9,1595,-200,459,-200,2181,1680,29.7,33.1,1.3546
2004-10-05,18:00:00,-200,1700,-200,40.5,1782,-200,401,-200,2403,2004,27.0,40.2,1.4158
2004-10-05,19:00:00,-200,1778,-200,41.6,1805,-200,380,-200,2473,2094,25.6,47.5,1.5390
2004-10-05,20:00:00,-200,1539,-200,23.9,1402,-200,475,-200,2018,1780,23.9,57.2,1.6774
2004-10-05,21:00:00,-200,1409,-200,20.3,1304,-200,500,-200,1829,1640,22.7,60.8,1.6582
2004-10-05,22:00:00,-200,1231,-200,12.8,1077,-200,602,-200,1580,1379,21.8,59.9,1.5492
2004-10-05,23:00:00,-200,1092,-200,8.7,928,-200,688,-200,1470,1139,22.4,58.3,1.5610
2004-10-06,0:00:00,-200,1036,-200,6.8,850,-200,760,-200,1411,1001,21.7,60.2,1.5442
2004-10-06,1:00:00,-200,984,-200,5.3,780,-200,810,-200,1377,910,21.2,61.4,1.5258
2004-10-06,2:00:00,-200,950,-200,4.6,743,-200,841,-200,1377,895,19.3,68.4,1.5130
2004-10-06,3:00:00,-200,889,-200,3.2,665,-200,943,-200,1310,805,19.8,65.1,1.4900
2004-10-06,4:00:00,-200,865,-200,2.8,636,-200,992,-200,1285,761,20.0,62.9,1.4495
2004-10-06,5:00:00,-200,917,-200,3.6,686,-200,933,-200,1304,805,18.3,68.5,1.4291
2004-10-06,6:00:00,-200,997,-200,6.2,823,-200,804,-200,1395,894,18.1,68.5,1.4067
2004-10-06,7:00:00,-200,1433,-200,24.2,1409,-200,506,-200,1972,1439,17.6,70.5,1.4057
2004-10-06,8:00:00,-200,1516,-200,32.0,1596,-200,429,-200,2183,1706,18.3,67.8,1.4091
2004-10-06,9:00:00,-200,1528,-200,25.8,1449,-200,473,-200,2039,1756,20.4,61.2,1.4470
2004-10-06,10:00:00,-200,1347,-200,16.2,1186,-200,560,-200,1713,1493,22.5,55.6,1.4990
2004-10-06,11:00:00,-200,1392,-200,17.7,1231,-200,530,-200,1771,1567,25.7,46.4,1.5070
2004-10-06,12:00:00,-200,1359,-200,16.5,1195,-200,542,-200,1784,1376,26.8,44.6,1.5467
2004-10-06,13:00:00,-200,1391,-200,18.3,1249,-200,518,-200,1845,1399,26.0,46.4,1.5414
2004-10-06,14:00:00,-200,1335,-200,14.6,1137,-200,563,-200,1729,1293,26.3,46.0,1.5478
2004-10-06,15:00:00,-200,1402,-200,17.1,1213,-200,530,-200,1789,1348,27.4,43.9,1.5811
2004-10-06,16:00:00,-200,1406,-200,17.2,1216,-200,542,-200,1772,1314,29.6,36.7,1.4936
2004-10-06,17:00:00,-200,1527,-200,24.6,1419,-200,476,-200,1966,1507,28.7,37.3,1.4486
2004-10-06,18:00:00,-200,1559,-200,26.9,1476,-200,463,-200,2022,1660,25.7,44.1,1.4331
2004-10-06,19:00:00,-200,1840,-200,44.0,1852,-200,360,-200,2553,2143,24.5,49.5,1.5022
2004-10-06,20:00:00,-200,1666,-200,31.0,1573,-200,427,-200,2195,1968,23.3,54.4,1.5386
2004-10-06,21:00:00,-200,1336,-200,16.8,1204,-200,542,-200,1759,1490,22.4,57.9,1.5449
2004-10-06,22:00:00,-200,1189,-200,11.0,1014,-200,641,-200,1553,1249,22.7,55.8,1.5218
2004-10-06,23:00:00,-200,1226,-200,11.4,1029,-200,620,-200,1570,1265,20.4,62.4,1.4758
2004-10-07,0:00:00,-200,1171,-200,9.9,972,-200,650,-200,1529,1181,20.3,64.2,1.5063
2004-10-07,1:00:00,-200,1002,-200,5.0,762,-200,814,-200,1385,954,21.4,60.6,1.5236
2004-10-07,2:00:00,-200,950,-200,3.7,696,-200,894,-200,1375,875,20.3,66.3,1.5657
2004-10-07,3:00:00,-200,930,-200,3.1,660,-200,925,-200,1321,838,20.9,62.2,1.5182
