MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
3516_11,0.212104489,0.316777042,0.251103753,1.759749816,2.618469463,0.203274467,0.155077263,2.782192789,0.177336277,0.867181751,0.232339956,0.245768948,0.235283297,0.213760118,0.709529065,0.61589404,1.204746137,0.766924209,0.427704194,0.658204562,0.191317145,0.308866814,0.167586461,1.055923473,1.537527594,0.66611479,0.197939662,0.19665195,0.464495953,0.142384106,0.292862399,1.61736571,0.599521707,0.424025018,0.466703458,0.677888153,0.493193525,0.312729948,0.541942605,0.264348786,0.293046358,0.331125828,0.342163355,0.166091593,0.837672522,0.15119197,1.205614806,0.240903388,0.63848808,0.850690088,1.342377666,0.221612296,0.165150565,0.13848808,0.183657465,0.170953576,0.567126725,0.143350063,0.226787955,0.106806775,0.722239649,0.28968005,1.507685069,2.238864492,0.191656211,1.151662484,0.721612296,0.229924718,0.196675031,0.161543287,0.13848808,0.1554266,0.3902133,,0.277132999,0.377352572,0.964711418,Control,Saline,S/C,c-SC-s
3516_12,0.184718724,0.300083963,0.230394626,1.605205709,2.353988245,0.174811083,0.140722082,2.582367758,0.159026029,0.824349286,0.20822838,0.228883291,0.212930311,0.209907641,0.648194794,0.541897565,1.114189757,0.727791772,0.398320739,0.569437448,0.183879093,0.303610411,0.144920235,0.928631402,1.427539882,0.604869857,0.169269521,0.189588581,0.426700252,0.132661629,0.260957179,1.479261125,0.546599496,0.387741394,0.41813602,0.628379513,0.449874055,0.265323258,0.45743073,0.245843829,0.257766583,0.336188077,0.324265323,0.169901368,0.867165129,0.159242762,1.247216036,0.244670697,0.625994273,0.851574928,1.156856507,0.202036271,0.166242444,0.136811963,0.185491569,0.178332803,0.602768056,0.14922049,0.226853325,0.117244671,0.76296532,0.302099905,1.478205536,2.270283169,0.206808781,1.160197264,0.742443525,0.237830099,0.187877824,0.163538021,0.136811963,0.180878142,0.391982183,,0.29844098,0.37368756,1.014794782,Control,Saline,S/C,c-SC-s
3516_13,0.170634038,0.286318131,0.242491657,1.584204672,2.188876529,0.189543938,0.15862069,2.303893215,0.170856507,0.916129032,0.231590656,0.220689655,0.224694105,0.219577308,0.676529477,0.518353726,1.057397108,0.656062291,0.394215795,0.652502781,0.188876529,0.299888765,0.161290323,0.957953281,1.32080089,0.590211346,0.189543938,0.204449388,0.390656285,0.146829811,0.286095662,1.294104561,0.527697442,0.432258065,0.485428254,0.683426029,0.519911012,0.316129032,0.533481646,0.269410456,0.296996663,0.342157953,0.36240267,0.140535373,0.698470363,0.153537285,1.139388145,0.205736138,0.551625239,0.810133843,1.114722753,0.202294455,0.133460803,0.127151052,0.175717017,0.156214149,0.48374761,0.134608031,0.209560229,0.108030593,0.72581262,0.286042065,1.436520076,2.052772467,0.214531549,1.129445507,0.700573614,0.231739962,0.186424474,0.164053537,0.127151052,0.175334608,0.349713193,,0.262715105,0.360229446,0.926386233,Control,Saline,S/C,c-SC-s
3516_14,0.180628272,0.27530541,0.215968586,1.554537522,2.138089005,0.185427574,0.144415358,2.231675393,0.15095986,0.92452007,0.215095986,0.222949389,0.219895288,0.216841187,0.642015707,0.521815009,1.028359511,0.667102967,0.423429319,0.631762653,0.193280977,0.294720768,0.158376963,0.888089005,1.27486911,0.57482548,0.176919721,0.182809773,0.382635253,0.138961606,0.277486911,1.29930192,0.513743455,0.426701571,0.480584642,0.657940663,0.503272251,0.318062827,0.540139616,0.261780105,0.288394415,0.344458988,0.366492147,0.145877789,0.723763337,0.150727449,1.149757517,0.219204656,0.522017459,0.803103783,1.06614937,0.209893307,0.140058196,0.139088264,0.17613967,0.157322987,0.522405432,0.16042677,0.216488846,0.108050436,0.732298739,0.309990301,1.451018429,2.102036857,0.204461688,1.131134821,0.713676043,0.251406402,0.190688652,0.1685742,0.139088264,0.185451018,0.378661494,,0.269059166,0.355771096,0.942386033,Control,Saline,S/C,c-SC-s
3516_15,0.17844704,0.264085228,0.230075804,1.440278631,2.014136447,0.185207949,0.150993649,2.111042819,0.142593731,0.870518336,0.205695554,0.210407703,0.205695554,0.204671174,0.601720959,0.489653759,1.005531653,0.646179062,0.368572014,0.569350543,0.17947142,0.266543741,0.144027863,0.804343372,1.174349519,0.537389879,0.16492522,0.176193403,0.362425732,0.136857201,0.256095062,1.202827289,0.491497644,0.406678959,0.426961688,0.620774431,0.477566073,0.307723827,0.485965991,0.259373079,0.264085228,0.319606638,0.348084409,0.14816286,0.731876862,0.160079444,1.185898709,0.218470705,0.52571996,0.766236346,1.129096326,0.20714995,0.147567031,0.13306852,0.174776564,0.149354518,0.530883813,0.141608739,0.209533267,0.109433962,0.734061569,0.31082423,1.457398213,2.136047666,0.21469712,1.200397219,0.71142006,0.252830189,0.211916584,0.176961271,0.13306852,0.183316783,0.373386296,,0.320754717,0.413902681,0.830387289,Control,Saline,S/C,c-SC-s
J2292_1,0.277423412,0.487108077,0.394663552,2.588356841,5.160991825,0.225855718,0.166561854,5.749887701,0.220285689,1.160093433,0.313179409,0.313808283,0.351630581,0.301769832,0.950678286,0.831192166,1.727068547,1.729134849,0.453687899,0.800107807,0.265654478,0.345791034,0.172042045,1.637229359,2.913484862,1.197646213,0.23897224,0.322792202,0.843949331,0.15488276,0.402299883,,0.508399964,0.47345252,0.4291618,0.779983829,0.506243824,0.400143743,0.612613422,0.361333214,0.304105651,0.40041326,0.491061001,0.222233172,1.028974081,0.158322657,2.142800828,0.299694491,0.514733419,1.933330048,0.417069084,0.150438553,0.195624322,0.131418153,0.180299596,0.192322854,0.309451069,0.115206465,0.242337637,0.153740022,0.547403173,0.320735193,1.570217798,2.429634375,0.148713906,1.34182517,0.92244013,0.256824677,0.145018232,0.114023849,0.131418153,0.118754312,0.552971322,0.19927072,0.190696758,0.178919878,1.256430472,Control,Saline,S/C,c-SC-s
J2292_2,0.283077746,0.475838088,0.408166904,2.643455777,5.150053495,0.222450071,0.163873039,5.703905136,0.21068117,1.215228245,0.304654066,0.311162625,0.354136947,0.283256063,0.936697575,0.821594151,1.727175464,1.667261056,0.453548502,0.80010699,0.224589872,0.344240371,0.166012839,1.640959344,3.23867689,1.228780314,0.237161198,0.308398716,0.835948645,0.14711127,0.390513552,,0.499554208,0.487785307,0.428495007,0.773805278,0.518990728,0.388819544,0.615995007,0.385074893,0.309557775,0.39978602,0.499108417,0.213647643,1.038014888,0.162679901,2.063473945,0.302084367,0.512655087,1.84516129,0.399801489,0.148883375,0.198858561,0.139255583,0.166550868,0.199305211,0.307791563,0.122878412,0.233895782,0.156724566,0.536277916,0.324119107,1.534243176,2.365558313,0.148188586,1.413498759,0.903722084,0.248039702,0.132655087,0.115533499,0.139255583,0.123424318,0.552158809,0.210024814,0.17866005,0.172754342,1.200942928,Control,Saline,S/C,c-SC-s
J2292_3,0.268051771,0.46278951,0.384366485,2.478201635,4.941416894,0.232799728,0.182646458,5.446611035,0.211682561,1.222070845,0.295470027,0.301175068,0.347241144,0.267029973,0.896628065,0.807305858,1.711597411,1.690820845,0.442012943,0.766859673,0.21270436,0.347666894,0.180091962,1.610439373,3.205126022,1.176600817,0.23143733,0.334298365,0.802196866,0.147309264,0.387176431,,0.490548365,0.476668937,0.405568801,0.759451635,0.520350817,0.391433924,0.603712534,0.352094687,0.305347411,0.392881471,0.458702316,0.218507463,1.058955224,0.166119403,2.170298507,0.298955224,0.519054726,1.925771144,0.407512438,0.157761194,0.201243781,0.13199005,0.178756219,0.196268657,0.310049751,0.118059701,0.231343284,0.164527363,0.51880597,0.328258706,1.55840796,2.323134328,0.153084577,1.39358209,0.906915423,0.251791045,0.14238806,0.119701493,0.13199005,0.117661692,0.541144279,0.197114428,0.177114428,0.166318408,1.182587065,Control,Saline,S/C,c-SC-s
J2292_4,0.239189495,0.383178628,0.355444872,2.298052977,4.789223455,0.218700475,0.16934571,5.502377179,0.199003849,0.969775866,0.288997057,0.309599276,0.358161648,0.262055694,0.859520036,0.743717455,1.621236133,1.690740321,0.443740095,0.744849445,0.216662893,0.348539733,0.186099162,1.267715644,2.53180892,0.912044374,0.238283903,0.298279375,0.771111614,0.145007924,0.616028979,,0.468983473,0.487095314,0.439098936,0.747000226,0.513131084,0.378877066,0.590559203,0.347068146,0.310844465,0.386008603,0.53633688,0.200428995,0.929089647,0.152103968,2.340104725,0.296258911,0.45340988,1.604315185,0.396126427,0.151914706,0.195571257,0.136584443,0.179988644,0.19676992,0.300170336,0.121695792,0.240868084,0.159043593,0.568102959,0.332344962,1.552835783,2.379723677,0.160431519,1.384959939,0.915399659,0.252034572,0.152293231,0.117784367,0.136584443,0.120623305,0.540092108,0.197400795,0.168380544,0.178789982,1.295880386,Control,Saline,S/C,c-SC-s
J2292_5,0.242444519,0.378721981,0.349615256,2.405375265,4.754544441,0.236422438,0.162261626,5.482993197,0.194267871,0.899185904,0.286941006,0.304561169,0.343035575,0.259284041,0.856585257,0.743838519,1.610683618,1.68439835,0.43805063,0.723318836,0.216906435,0.343370135,0.160811866,1.264860042,2.422549348,0.707929073,0.232630757,0.286048846,0.768484443,0.144641463,0.370915579,,0.462138954,0.488569198,0.457678153,0.744284599,0.524255604,0.3754879,0.573993532,0.349169176,0.305118769,0.384521022,0.494145199,0.202555094,0.890130949,0.156499521,2.290897477,0.299776429,0.448035771,1.577387416,0.391376557,0.150686682,0.196806132,0.128776749,0.175982114,0.203449377,0.320025551,0.125391249,0.240562121,0.165378473,0.581794954,0.328137975,1.536569786,2.395273076,0.1681252,1.381731076,0.934589588,0.245033536,0.14564037,0.119706164,0.128776749,0.122005749,0.563142766,0.202874481,0.174449058,0.183008623,1.2772916,Control,Saline,S/C,c-SC-s
J2292_6,0.240794144,0.380102041,0.357586513,2.338952972,4.783717835,0.219942325,0.160714286,5.367346939,0.195319432,0.838065661,0.289485359,0.309782609,0.349267968,0.269077196,0.866348713,0.778948536,1.639086069,1.857475599,0.43511535,0.741570541,0.219055013,0.355368234,0.15971606,1.31799024,2.585958296,1.114795918,0.234693878,0.283939663,0.763087844,0.15461402,0.384427684,,0.468500444,0.495230701,0.442657498,0.757653061,0.540039929,0.391415262,0.585958296,0.357253771,0.316104703,0.391858917,0.494787045,0.208185855,0.948194865,0.163395328,2.255679259,0.309028895,0.447519145,1.610914473,0.383615419,0.159984555,0.204582019,0.137460583,0.159920201,0.201428663,0.323572945,0.126649077,0.229744514,0.170796062,0.565029925,0.328463865,1.537293262,2.398416887,0.159855847,1.372803913,0.936353691,0.241263917,0.145054379,0.122980887,0.137460583,0.1239462,0.53787245,0.215522234,0.179934359,0.178647275,1.268807517,Control,Saline,S/C,c-SC-s
J2292_7,0.243309706,0.377694199,0.33805873,2.125415883,4.467235643,0.235932301,0.169969622,5.171271517,0.203674237,1.036597714,0.285693621,0.324605815,0.34934182,0.258643136,0.819904528,0.678865905,1.520757992,1.66165196,0.444524808,0.68768986,0.225227832,0.361926805,0.175611167,1.038478229,1.932590771,1.096918849,0.257051931,0.283668451,0.750614784,0.154057573,0.395052799,,0.447273253,0.489367858,0.462172718,0.743237379,0.540865037,0.368725589,0.586431361,0.348907855,0.32822219,0.389266599,0.554462607,0.181383312,0.847239649,0.149623588,2.293287327,0.282622334,0.416091593,1.440793601,0.370138018,0.146800502,0.189695734,0.134096612,0.175266625,0.195890841,0.269369511,0.111747177,0.247647428,0.161856964,0.553717064,0.316342535,1.435147428,2.313833124,0.154171895,1.316264115,0.873666876,0.233688833,0.164209536,0.122098494,0.134096612,0.117079674,0.527525094,0.208751568,0.180442284,0.188441029,1.22718005,Control,Saline,S/C,c-SC-s
J2292_8,0.252385846,0.402437234,0.346938776,2.29290853,4.542064308,0.224636617,0.178241081,5.303626487,0.196740567,1.102334459,0.304066951,0.308177947,0.347819703,0.270298047,0.824988988,0.698575833,1.556452797,1.737923947,0.449713698,0.71267068,0.228013508,0.36529144,0.172808692,1.063133167,2.328439289,1.0957275,0.268095727,0.289091176,0.753193364,0.156658347,0.38863603,,0.444134488,0.509176332,0.480692997,0.762736749,0.565262076,0.395242989,0.585523418,0.358684481,0.331669358,0.400234914,0.535897812,0.188591022,0.792939526,0.146820449,2.180564214,0.287484414,0.415991272,1.37928616,0.360582918,0.150015586,0.188824813,0.133494389,0.171056733,0.191708229,0.277197631,0.125389651,0.239011845,0.166225062,0.561408978,0.31678616,1.421446384,2.258572319,0.162406484,1.338216958,0.866973192,0.228491272,0.150327307,0.122038653,0.133494389,0.127883416,0.510442643,0.207839776,0.179940773,0.186798628,1.238700125,Control,Saline,S/C,c-SC-s
J2292_9,0.243227326,0.402532391,0.355418139,2.401943463,4.559776207,0.234393404,0.177709069,5.403857479,0.19655477,1.240429918,0.297261484,0.316843345,0.357773852,0.281654888,0.844375736,0.740724382,1.600559482,1.941843345,0.463339223,0.726295642,0.229681979,0.370877503,0.201413428,1.114988221,2.388103651,1.090989399,0.244110718,0.281654888,0.749411072,0.154446408,0.39811543,,0.462308598,0.529151943,0.480418139,0.785630153,0.583038869,0.395170789,0.627650177,0.371908127,0.342020024,0.414899882,0.549175501,0.191609616,0.827177201,0.155628085,2.179668843,0.297643687,0.428514568,1.367935042,0.378044897,0.158573476,0.191609616,0.132781404,0.177758319,0.19336093,0.282518707,0.124661678,0.243352969,0.177997134,0.576420952,0.313405509,1.416733004,1.206097755,0.160006368,1.296847636,0.88688107,0.23133259,0.151886642,0.129278777,0.132781404,0.119248527,0.518070371,0.210874065,0.186037255,0.193201719,1.182216208,Control,Saline,S/C,c-SC-s
J2292_10,0.294578083,0.398052692,0.375715922,2.263268423,4.196830851,0.241886216,0.190339824,4.991599847,0.197785414,0.902634593,0.311951126,0.318251241,0.358342879,0.283696067,0.826651394,0.673921344,1.525200458,1.761168385,0.465826651,0.695685376,0.252959145,0.388316151,0.197021764,0.991408935,2.117411226,1.07674685,0.254486445,0.288468881,0.742077129,0.166475754,0.403780069,,0.487781596,0.546009927,0.540473463,0.792287132,0.60061092,0.384688813,0.644902635,0.374761359,0.391752577,0.456853761,0.605001909,0.167724029,0.724127676,0.149484536,2.256938937,0.27131245,0.380452022,1.193100714,0.349127676,0.158505155,0.184476606,0.135705789,0.153053132,0.1851705,0.245241872,0.116970658,0.232553529,0.153548771,0.541137986,0.295301348,1.326526566,2.170896114,0.163659794,1.266851705,0.850713719,0.23334655,0.163065028,0.12628866,0.135705789,0.122323553,0.482355274,0.212727994,0.198651864,0.199444885,1.213124504,Control,Saline,S/C,c-SC-s
J2292_11,0.291497976,0.385964912,0.350877193,2.31212647,4.232697127,0.249084249,0.215538847,5.106998265,0.195874301,0.882205514,0.308463466,0.329091961,0.36977058,0.287063813,0.813765182,0.694621168,1.581453634,1.808174282,0.476576056,0.732022364,0.268556005,0.383458647,0.196067091,1.004819742,2.189705032,1.086176981,0.261615577,0.292654714,0.765374976,0.169847696,0.407557355,,0.464237517,0.551378446,0.53769038,0.819548872,0.619433198,0.402159244,0.677270098,0.384037016,0.39329092,0.431848853,0.590514748,0.168284469,0.719096672,0.145007924,2.191263867,0.278823296,0.384805864,1.202753566,0.338054675,0.156398574,0.180764659,0.129655309,0.161747227,0.18631141,0.25683439,0.125594295,0.232765452,0.164124406,0.551901743,0.30457607,1.313490491,2.182052298,0.156497623,1.250297147,0.846374802,0.230190174,0.163232964,0.151049921,0.129655309,0.133617274,0.481180666,0.204338352,0.203149762,0.202951664,1.191461965,Control,Saline,S/C,c-SC-s
J2292_12,0.271356784,0.396405102,0.356204097,2.352725164,4.211828373,0.254928489,0.186316196,5.286625435,0.204870506,1.040780827,0.305759567,0.340548898,0.396405102,0.292810205,0.844221106,0.72361809,1.626207963,1.993428682,0.483958253,0.734827986,0.263239273,0.393312717,0.195400077,1.0670661,2.166795516,1.093544646,0.262852725,0.302473908,0.760340162,0.172593738,0.423656745,,0.505411674,0.571124855,0.555083108,0.830112099,0.645535369,0.415152687,0.663316583,0.398337843,0.388867414,0.445496714,0.613451875,0.165417194,0.690585143,0.147307954,2.201343589,0.276117223,0.385259468,1.196183429,0.348067374,0.161717457,0.180410866,0.1282251,0.154707429,0.186447279,0.24934281,0.119365203,0.229773148,0.164346218,0.536656606,0.312725148,1.285463928,2.091617175,0.173985006,1.241651251,0.841690196,0.224807711,0.161230649,0.12890663,0.1282251,0.126180508,0.460714633,0.20854834,0.202901373,0.199104274,1.093661766,Control,Saline,S/C,c-SC-s
J2292_13,0.253623188,0.368712702,0.386189258,2.157502131,3.840792839,0.272804774,0.199062234,4.748081841,0.189897698,0.994671782,0.296888321,0.311167945,0.373614663,0.283034953,0.768329071,0.647485081,1.471014493,1.72314578,0.460997442,0.662404092,0.246803069,0.390238704,0.195865303,0.91602728,2.046035806,1.077365729,0.254688832,0.317988065,0.698849105,0.16602728,0.400042626,,0.443947144,0.554347826,0.540494459,0.790494459,0.600170503,0.399190111,0.639386189,0.381287298,0.371057118,0.407289003,0.607203751,0.152767343,0.666541448,0.146255948,2.208740296,0.278111695,0.371650388,1.107938893,0.328575006,0.155897821,0.173678938,0.128725269,0.16040571,0.188204358,0.235161533,0.120460806,0.246681693,0.164287503,0.543701478,0.311044328,1.290383171,2.126721763,0.170798898,1.280741297,0.844352617,0.235286752,0.172927623,0.146381167,0.128725269,0.141497621,0.471700476,0.209867268,0.217881292,0.243175557,1.09679439,Control,Saline,S/C,c-SC-s
J2292_14,0.237820513,0.371794872,0.342094017,2.206196581,3.952777778,0.253205128,0.20042735,4.849358974,0.197222222,1.088675214,0.299358974,0.322435897,0.356410256,0.287820513,0.787179487,0.664102564,1.496581197,1.758333333,0.458547009,0.710470085,0.252136752,0.38974359,0.231196581,0.912179487,2.035897436,1.097863248,0.252350427,0.285683761,0.705982906,0.164957265,0.452991453,,0.451709402,0.554700855,0.553846154,0.828632479,0.615598291,0.40491453,0.682051282,0.378632479,0.385683761,0.489102564,0.612606838,0.154872175,0.66049154,0.140422379,2.230826232,0.266765469,0.355687292,1.02828208,0.320365567,0.158824256,0.177596641,0.123379029,0.160182784,0.170804001,0.240088922,0.126466593,0.244535013,0.161664814,0.546004693,0.310979375,1.267012474,2.102383599,0.179819686,1.271335062,0.820303816,0.236630851,0.172903545,0.155489688,0.123379029,0.140545881,0.478572311,0.218228974,0.22292207,0.223539583,1.076818575,Control,Saline,S/C,c-SC-s
J2292_15,0.236523193,0.371500209,0.347053907,2.179690765,3.914960301,0.255119097,0.18846636,4.756999582,0.189093188,1.081069787,0.308399499,0.320936064,0.377768491,0.285415796,0.818219808,0.670079398,1.503134141,1.821980777,0.45821145,0.693063101,0.242791475,0.388633514,0.186585875,0.932302549,2.023192645,1.051190974,0.254283326,0.301295445,0.701629753,0.166109486,0.394274969,,0.452778939,0.554534058,0.549310489,0.800041789,0.614291684,0.417467614,0.634977016,0.381111575,0.37233598,0.44985374,0.594024237,0.157790927,0.659640039,0.144230769,2.229783037,0.290680473,0.360576923,1.107248521,0.330621302,0.160379684,0.183678501,0.122781065,0.155941815,0.178500986,0.2390286,0.113658777,0.233357988,0.168269231,0.56545858,0.300172584,1.248274162,2.104043393,0.15668146,1.278599606,0.826923077,0.245808679,0.193910256,0.149901381,0.122781065,0.132642998,0.448964497,0.219921105,0.223496055,0.223865878,1.060774162,Control,Saline,S/C,c-SC-s
3414_1,0.838053341,1.006323893,0.3649528,2.603061131,4.207680323,0.202547887,0.164054624,2.222619375,0.230776281,2.099349281,1.06278068,0.253688938,0.320685547,0.243973971,0.834478966,0.497113005,1.589496838,1.693795252,0.411511319,0.689670974,0.721015489,0.31967739,0.17954358,1.569517001,3.034185684,1.51819265,0.253047383,0.290990743,0.841902667,0.17221153,0.493355329,2.463568875,0.322151957,0.388965264,0.310420676,0.673815416,0.531940244,0.367977271,0.517184493,0.294748419,0.25836312,0.41453579,0.214187517,0.190708361,1.000392289,0.158989016,1.280094149,0.296906523,0.452925353,0.999159381,0.180116566,0.137357095,0.180060525,0.111634163,0.155962789,0.20505492,0.194070836,0.099921542,0.228368079,0.124299484,0.481226182,0.288164089,1.481394306,2.745012329,0.117518494,0.972539789,0.889598745,0.207856983,0.105861914,,0.111634163,,0.400078458,0.112586864,0.107094822,0.123739072,1.829242322,Ts65Dn,Memantine,C/S,t-CS-m
3414_2,0.938244544,1.077099018,0.366148861,2.703611932,4.48422758,0.197464977,0.169922806,2.289907557,0.249213762,2.149528257,1.072905747,0.276755933,0.333365101,0.259792242,0.903650052,0.512341561,1.676641571,1.663680549,0.42047079,0.705708568,0.786905556,0.338892595,0.186409988,1.657390641,3.235585629,1.566568188,0.263699609,0.302963881,0.862289145,0.166777852,0.550748118,2.741446679,0.335938245,0.405794339,0.315638997,0.714666921,0.544553512,0.385495092,0.55322596,0.314400076,0.274563995,0.433527113,0.223672925,0.182352612,0.96657522,0.152231118,1.265886569,0.293712558,0.45064666,0.975869212,0.180113096,0.131459605,0.171490958,0.110352164,0.147248194,0.205755557,0.187783439,0.101170147,0.221600134,0.119310229,0.482895695,0.277028162,1.4268518,2.664912379,0.115559039,0.914842394,0.854487431,0.196405576,0.104193494,,0.110352164,,0.402721012,0.112255753,0.105537204,0.12838027,1.831980292,Ts65Dn,Memantine,C/S,t-CS-m
3414_3,0.956488032,1.10844074,0.384048842,2.662564202,4.606357205,0.203798818,0.171625157,2.311948832,0.253609846,2.097683884,1.120069774,0.273476112,0.341118325,0.269696676,0.87615079,0.528636496,1.753173757,1.841069871,0.426010272,0.742029266,0.757631553,0.353813354,0.19032852,1.669347805,3.174047873,1.660238395,0.270278128,0.323868592,0.887973641,0.170656071,0.529702491,2.748812869,0.344510127,0.427076267,0.332784185,0.710630875,0.581742417,0.389475724,0.556158542,0.317666441,0.283748425,0.440062022,0.229867235,0.179673721,0.940806878,0.151069224,1.268573633,0.289792769,0.432925485,1.024305556,0.173941799,0.129243827,0.172123016,0.106922399,0.147597002,0.200341711,0.189539242,0.095458554,0.224206349,0.122905644,0.472773369,0.27281746,1.373346561,2.361882716,0.115575397,0.882550705,0.852623457,0.192405203,0.102237654,,0.106922399,,0.40316358,0.108300265,0.114087302,0.129905203,1.809744268,Ts65Dn,Memantine,C/S,t-CS-m
3414_4,0.731738035,0.944240898,0.324364552,2.32024273,3.621250286,0.198648958,0.162239524,2.257041447,0.203457751,1.758415388,0.885161438,0.241813602,0.316922372,0.24627891,0.7232654,0.435997252,1.439317609,1.766544539,0.44721777,0.582894436,0.631211358,0.309251202,0.173460041,1.15720174,2.527593313,1.351270895,0.23929471,0.26093428,0.747652851,0.149645065,0.43233341,2.243989008,0.298488665,0.362605908,0.300893062,0.61140371,0.51534234,0.326997939,0.497137623,0.278452027,0.243073048,0.366155255,0.29860316,0.181844845,0.905851298,0.156034609,1.547587623,0.297844259,0.381434228,0.949846018,0.175172313,0.132350785,0.184337879,0.104487462,0.150608594,0.198782813,0.196436428,0.107493767,0.221513418,0.116366036,0.484161901,0.272107347,1.424695703,2.851444493,0.118565772,0.966050741,0.902991641,0.202522364,0.11577944,,0.104487462,,0.388400059,0.117319255,0.115926089,0.133304004,1.795497874,Ts65Dn,Memantine,C/S,t-CS-m
3414_5,0.815502959,1.00556213,0.335976331,2.379289941,3.641656805,0.217869822,0.164142012,2.29112426,0.209940828,1.95183432,0.930177515,0.257751479,0.321065089,0.244615385,0.750059172,0.445207101,1.458461538,1.683076923,0.443076923,0.594674556,0.686863905,0.315739645,0.17704142,1.194792899,2.562248521,1.419526627,0.246153846,0.270177515,0.773136095,0.163313609,0.632662722,2.304142012,0.312426036,0.38260355,0.296449704,0.629585799,0.52035503,0.332189349,0.61964497,0.288757396,0.256094675,0.382011834,0.32,0.182599596,0.899170342,0.15240302,1.558113461,0.293818671,0.39838553,0.918678526,0.170565812,0.130652515,0.181328948,0.104193139,0.148890052,0.201210853,0.192690037,0.103520442,0.227445997,0.117721803,0.477315195,0.269601614,1.376186561,2.627027431,0.112340235,0.939831079,0.887360789,0.205022797,0.116226923,,0.104193139,,0.374616937,0.120861051,0.110322147,0.133941251,1.823529412,Ts65Dn,Memantine,C/S,t-CS-m
3414_6,0.807474652,0.925253478,0.334826692,2.327988682,4.018038199,0.206437161,0.165173308,2.280122613,0.217401556,1.840957321,0.938693704,0.25324216,0.326102334,0.248997878,0.782244754,0.448950719,1.504833766,1.78094789,0.459679321,0.599740627,0.676845084,0.324215987,0.170950248,1.170950248,2.638410752,1.417472294,0.250648432,0.269511908,0.779415232,0.16116482,0.468167885,2.307474652,0.311483141,0.390709738,0.298396605,0.635934921,0.524286725,0.330464513,0.502004244,0.288375383,0.255246404,0.385640179,0.316788493,0.175770765,0.871889735,0.145593036,1.540660138,0.289735219,0.396880667,0.933188248,0.169169387,0.131882481,0.169894813,0.102067465,0.14211099,0.197606094,0.184185709,0.100616612,0.221690243,0.117083787,0.497859993,0.263692419,1.325426188,2.41218716,0.111788176,0.899601016,0.882335872,0.198694233,0.112150889,,0.102067465,,0.372651433,0.108451215,0.119477693,0.140152339,1.805875952,Ts65Dn,Memantine,C/S,t-CS-m
3414_7,0.668977725,0.903673108,0.312435462,2.291340906,3.594777991,0.207110193,0.169936569,2.179377489,0.19825933,1.666027438,0.893937159,0.229237351,0.315238236,0.265968432,0.751733294,0.408909869,1.383537395,1.469243251,0.437085116,0.546540788,0.636524561,0.312878006,0.178344889,0.899395191,2.336480307,1.37763682,0.235727983,0.253872253,0.751438265,0.159020504,0.428381767,2.114471161,0.299454197,0.35713232,0.2820475,0.61056203,0.522200915,0.307715002,0.476176427,0.276294439,0.264493288,0.341200767,0.370113586,0.160206718,0.834433917,0.154273136,1.653555364,0.279835391,0.334481769,0.853191693,0.155134463,0.142980189,0.174370753,0.101062303,0.140874725,0.186237918,0.184610968,0.104794717,0.213608958,0.111302517,0.439946406,0.255909656,1.282897885,2.710594315,0.118671643,0.953584075,0.895492392,0.195999617,0.115130635,,0.101062303,,0.370561776,0.113982199,0.106134558,0.136185281,1.811943727,Ts65Dn,Memantine,C/S,t-CS-m
