FISCAL_YEAR,FISCAL_PERIOD,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESCR,TRANS_DT,MERCHANDISE_AMT
2017,6,DEPT OF EDUCATION,Special Needs Programs,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,12/9/2016,1400
2017,6,DEPT OF EDUCATION,Special Needs Programs,CHEFS' HAVEN,Other Services Not Elsewhere Classified,12/22/2016,65
2017,6,DEPT OF EDUCATION,Special Needs Programs,CAREER COMMUNICATIONS,Miscellaneous General Merchandise,12/1/2016,10
2017,6,DEPT OF EDUCATION,Special Needs Programs,MHE*MCGRAW-HILL ECOMM,Schools Educational Svc-Not Elsewhere Classified,12/16/2016,32.85
2017,6,DEPT OF EDUCATION,Special Needs Programs,SOUTHWES 5262469177407,Airline,12/5/2016,192.68
2017,6,DEPT OF EDUCATION,Special Needs Programs,SSI*SCHOOL SPECIALTY,Direct Marketing-Other Direct Marketers-Not Elsew,12/5/2016,84.39
2017,6,DEPT OF EDUCATION,Special Needs Programs,OFFICE DEPOT #5910,Direct Marketing-Combination Catalog-Retail Merch,11/30/2016,838.77
2017,6,DEPT OF EDUCATION,Special Needs Programs,NCS*GED EXAM,Schools Educational Svc-Not Elsewhere Classified,11/30/2016,1200
2017,6,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,12/15/2016,2259.3
2017,6,DEPT OF EDUCATION,Special Needs Programs,ESSENTIAL EDUCATION,Schools Educational Svc-Not Elsewhere Classified,12/8/2016,862.5
2017,6,DEPT OF EDUCATION,Special Needs Programs,CAREER COMMUNICATIONS,Miscellaneous General Merchandise,12/1/2016,899.95
2017,6,DEPT OF EDUCATION,Special Needs Programs,BOXWOOD TECHNOLOGY,Business Services-Not Elsewhere Classified,11/30/2016,225
2017,6,DEPT OF EDUCATION,Special Needs Programs,STAPLS7167130853000001,Stationery-Office Supplies-Printing Writing Pap,12/6/2016,133.65
2017,6,DEPT OF EDUCATION,Special Needs Programs,OFFICEMAX CT*IN#493624,Office School Supply And Stationery Stores,12/5/2016,514.6
2017,6,DEPT OF EDUCATION,Special Needs Programs,NRA SERVSAFE,Business Services-Not Elsewhere Classified,12/1/2016,3240
2017,6,DEPT OF EDUCATION,ADVISORY COUNCIL,COMCAST,Cable Satellite Other Pay Television Radio Svcs,12/27/2016,115.2
2017,7,DEPT OF EDUCATION,Department of Education,WB MASON,Stationery-Office Supplies-Printing Writing Pap,1/16/2017,192.96
2017,7,DEPT OF EDUCATION,Department of Education,WB MASON,Stationery-Office Supplies-Printing Writing Pap,1/19/2017,289.44
2017,7,DEPT OF EDUCATION,Department of Education,STAPLS7169853434000001,Stationery-Office Supplies-Printing Writing Pap,1/21/2017,1850.98
2017,7,DEPT OF EDUCATION,Department of Education,WB MASON,Stationery-Office Supplies-Printing Writing Pap,1/20/2017,144.72
2017,7,DEPT OF EDUCATION,Department of Education,HYATT HOTELS And RESORTS BO,Lodging,1/6/2017,482.85
2017,7,DEPT OF EDUCATION,Department of Education,ENTERPRISE RENT-A-CAR,Car Rental,1/6/2017,72.62
2017,7,DEPT OF EDUCATION,Department of Education,OMNI SHOREHAM,Lodging,1/11/2017,305.72
2017,7,DEPT OF EDUCATION,Department of Education,BREW HA HA - DOWNTOWN,Fast Food Restaurants,1/10/2017,-15.8
2017,7,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,1/11/2017,46.89
2017,7,DEPT OF EDUCATION,Department of Education,SCHOOL NUTRITION ASSOC,Organizations Membership-Not Elsewhere Classified,1/4/2017,135.5
2017,7,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,1/12/2017,111.27
2017,7,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,1/11/2017,70.01
2017,7,DEPT OF EDUCATION,Department of Education,CONFERENCE CENTERS,Government Services-Not Elsewhere Classified,1/24/2017,275
2017,7,DEPT OF EDUCATION,Department of Education,FOOD RESEARCH And ACTION,Direct Marketing-Other Direct Marketers-Not Elsew,1/10/2017,350
2017,7,DEPT OF EDUCATION,Department of Education,MEDLINE,Dental-Lab-Med-Ophthalmic Hosp Equip Supplies,1/24/2017,49.1
2017,7,DEPT OF EDUCATION,Department of Education,SCHOOL NUTRITION ASSOC,Organizations Membership-Not Elsewhere Classified,1/3/2017,135.5
2017,7,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,1/4/2017,60.55
2017,7,DEPT OF EDUCATION,Department of Education,STAPLS7168668947000002,Stationery-Office Supplies-Printing Writing Pap,1/4/2017,45.93
2017,7,DEPT OF EDUCATION,Department of Education,STAPLS7168684402000001,Stationery-Office Supplies-Printing Writing Pap,1/4/2017,74.1
2017,7,DEPT OF EDUCATION,Department of Education,WB MASON,Stationery-Office Supplies-Printing Writing Pap,1/23/2017,192.96
2017,7,DEPT OF EDUCATION,Department of Education,WB MASON,Stationery-Office Supplies-Printing Writing Pap,1/23/2017,190.46
2017,7,DEPT OF EDUCATION,Department of Education,WB MASON,Stationery-Office Supplies-Printing Writing Pap,1/23/2017,192.96
2017,7,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,1/12/2017,53.32
2017,7,DEPT OF EDUCATION,Department of Education,USPS PO 0917600901,Postal Services-Government Only,1/10/2017,13.15
2017,7,DEPT OF EDUCATION,Department of Education,BREW HA HA - DOWNTOWN,Fast Food Restaurants,1/6/2017,52.8
2017,7,DEPT OF EDUCATION,Department of Education,4IMPRINT,Direct Marketing-Other Direct Marketers-Not Elsew,1/4/2017,499.57
2017,7,DEPT OF EDUCATION,Department of Education,COMMISSION ON LEGAL ED,Business Services-Not Elsewhere Classified,1/10/2017,50
2017,7,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,1/10/2017,42.44
2017,7,DEPT OF EDUCATION,Department of Education,AED SUPERSTORE,Dental-Lab-Med-Ophthalmic Hosp Equip Supplies,1/7/2017,112
2017,7,DEPT OF EDUCATION,Department of Education,WB MASON,Stationery-Office Supplies-Printing Writing Pap,1/6/2017,99.47
2017,7,DEPT OF EDUCATION,Department of Education,SP * DISTRIBUTITVE EDU,Mens And Womens Clothing Stores,1/24/2017,28
2017,7,DEPT OF EDUCATION,Department of Education,WHERE PIGS FLY RESTAURANT,Eating Places Restaurants,1/25/2017,560
2017,7,DEPT OF EDUCATION,Department of Education,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,1/24/2017,75.5
2017,7,DEPT OF EDUCATION,Department of Education,Amazon.com,Book Stores,1/24/2017,66.5
2017,7,DEPT OF EDUCATION,Department of Education,LRP PUBLICATIONS,Business Services-Not Elsewhere Classified,12/29/2016,118.35
2017,7,DEPT OF EDUCATION,Department of Education,MARRIOTT CRYSTAL GATEW,Lodging,1/25/2017,206.12
2017,7,DEPT OF EDUCATION,Department of Education,TJM PROMOS,Nondurable Goods Not Elsewhere Classified,1/25/2017,2950
2017,7,DEPT OF EDUCATION,Department of Education,GROTTO PIZZA,Eating Places Restaurants,1/24/2017,309.61
2017,7,DEPT OF EDUCATION,Department of Education,XEROX CORPORATION/RBO,Office Photographic Photocopy Microfilm Equipmt,12/29/2016,158.19
2017,7,DEPT OF EDUCATION,Department of Education,MARRIOTT CRYSTAL GATEW,Lodging,1/25/2017,34
2017,7,DEPT OF EDUCATION,Department of Education,MARRIOTT CRYSTAL GATEW,Lodging,1/25/2017,26.4
2017,7,DEPT OF EDUCATION,Department of Education,AMERICAN AIR0017941192597,Airline,1/25/2017,321.3
2017,7,DEPT OF EDUCATION,Department of Education,AMERICAN AIR0017941171231,Airline,1/25/2017,338.2
2017,7,DEPT OF EDUCATION,Department of Education,BALSAMIQ TRID729327,Computer Software Stores,1/26/2017,12
2017,7,DEPT OF EDUCATION,Department of Education,XFRD/AMAZON-VALID,Internal Transaction,1/26/2017,-178.56
2017,7,DEPT OF EDUCATION,Department of Education,CACFP.ORG,Organizations Membership-Not Elsewhere Classified,1/25/2017,250
2017,7,DEPT OF EDUCATION,Department of Education,AWARDS UNLIMITED,Miscellaneous And Specialty Retail Stores,1/10/2017,40.13
2017,7,DEPT OF EDUCATION,Department of Education,AMERICAN AIR0012111261903,Airline,1/25/2017,642.5
2017,7,DEPT OF EDUCATION,Department of Education,MISSION BBQ DOVER,Eating Places Restaurants,1/26/2017,138.87
2017,7,DEPT OF EDUCATION,Department of Education,IDU*INSIGHT PUBLIC SEC,Computer Software Stores,12/30/2016,1175.44
2017,7,DEPT OF EDUCATION,Department of Education,WB MASON,Stationery-Office Supplies-Printing Writing Pap,1/23/2017,147.96
2017,7,DEPT OF EDUCATION,Department of Education,32753 - BWI LONG TERM B,Automobile Parking Lots And Garages,1/7/2017,32
2017,7,DEPT OF EDUCATION,Department of Education,Amazon.com,Book Stores,1/4/2017,136.07
2017,7,DEPT OF EDUCATION,Department of Education,MICROSOFT - 31 SAN FRANC,Computer Software Stores,12/29/2016,3858.1
2017,7,DEPT OF EDUCATION,Department of Education,COMMISSION ON LEGAL ED,Business Services-Not Elsewhere Classified,1/10/2017,50
2017,7,DEPT OF EDUCATION,Department of Education,XEROX CORPORATION/RBO,Office Photographic Photocopy Microfilm Equipmt,12/29/2016,263.66
2017,7,DEPT OF EDUCATION,Department of Education,AMERICAN AIR0012110186213,Airline,1/18/2017,465
2017,7,DEPT OF EDUCATION,Department of Education,SCHOOL NUTRITION ASSOC,Organizations Membership-Not Elsewhere Classified,12/29/2016,135.5
2017,7,DEPT OF EDUCATION,Department of Education,USPS PO 0917600901,Postal Services-Government Only,12/30/2016,6.68
2017,7,DEPT OF EDUCATION,Department of Education,STAPLS7168391280000002,Stationery-Office Supplies-Printing Writing Pap,12/29/2016,55.86
2017,7,DEPT OF EDUCATION,Department of Education,STAPLS7168391280000001,Stationery-Office Supplies-Printing Writing Pap,12/29/2016,771.83
2017,7,DEPT OF EDUCATION,Department of Education,WB MASON,Stationery-Office Supplies-Printing Writing Pap,12/28/2016,192.96
2017,7,DEPT OF EDUCATION,Department of Education,GOTOCITRIX.COM,Direct Marketing-Continuity-Subscription Merchants,1/9/2017,78.4
2017,7,DEPT OF EDUCATION,Department of Education,WHERE PIGS FLY RESTAURANT,Eating Places Restaurants,1/11/2017,210
2017,7,DEPT OF EDUCATION,Department of Education,STAPLS7169844427000002,Stationery-Office Supplies-Printing Writing Pap,1/21/2017,42.72
2017,7,DEPT OF EDUCATION,Department of Education,STAPLS7169853434000003,Stationery-Office Supplies-Printing Writing Pap,1/21/2017,43.9
2017,7,DEPT OF EDUCATION,Department of Education,XFRD/AMAZON-VALID,Internal Transaction,1/26/2017,178.56
2017,7,DEPT OF EDUCATION,Department of Education,STAPLS7169316730000001,Stationery-Office Supplies-Printing Writing Pap,1/13/2017,79.79
2017,7,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,1/13/2017,104.79
2017,7,DEPT OF EDUCATION,Department of Education,BYLERS STORE - 2,Grocery Stores Supermarkets,1/13/2017,43.25
2017,7,DEPT OF EDUCATION,Department of Education,WM SUPERCENTER #1741,Grocery Stores Supermarkets,1/15/2017,88.2
2017,7,DEPT OF EDUCATION,Department of Education,MISSION BBQ DOVER,Eating Places Restaurants,1/12/2017,252.3
2017,7,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,1/11/2017,56.85
2017,7,DEPT OF EDUCATION,Department of Education,MISSION BBQ DOVER,Eating Places Restaurants,1/19/2017,239.8
2017,7,DEPT OF EDUCATION,Department of Education,UPS*000021X956,Freight Carrier Trucking-Lcl-Lng Dist Mvg-Storage,1/15/2017,26.07
2017,7,DEPT OF EDUCATION,Department of Education,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,1/7/2017,210.07
2017,7,DEPT OF EDUCATION,Department of Education,DUNKIN #308168 Q35,Fast Food Restaurants,1/19/2017,22.27
2017,7,DEPT OF EDUCATION,Department of Education,AWARDS UNLIMITED,Miscellaneous And Specialty Retail Stores,1/10/2017,153.3
2017,7,DEPT OF EDUCATION,Department of Education,FOOD LION #1528,Grocery Stores Supermarkets,1/15/2017,21.28
2017,7,DEPT OF EDUCATION,Department of Education,TARGET 00013128,Grocery Stores Supermarkets,1/13/2017,16.96
2017,7,DEPT OF EDUCATION,Department of Education,STAPLS7169853434000002,Stationery-Office Supplies-Printing Writing Pap,1/21/2017,181.97
2017,7,DEPT OF EDUCATION,Department of Education,WB MASON,Stationery-Office Supplies-Printing Writing Pap,1/23/2017,144.72
2017,7,DEPT OF EDUCATION,Department of Education,STAPLS7169311711000001,Stationery-Office Supplies-Printing Writing Pap,1/13/2017,306.81
2017,7,DEPT OF EDUCATION,Department of Education,WB MASON,Stationery-Office Supplies-Printing Writing Pap,1/6/2017,303.64
2017,7,DEPT OF EDUCATION,Department of Education,XEROX CORPORATION/RBO,Office Photographic Photocopy Microfilm Equipmt,12/29/2016,263.66
2017,7,DEPT OF EDUCATION,Department of Education,SP * DISTRIBUTITVE EDU,Mens And Womens Clothing Stores,1/24/2017,10
2017,7,DEPT OF EDUCATION,Department of Education,THE WESTIN WASHINGTON DC,Lodging,1/11/2017,826.23
2017,7,DEPT OF EDUCATION,Department of Education,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,12/29/2016,352.59
2017,7,DEPT OF EDUCATION,Department of Education,WB MASON,Stationery-Office Supplies-Printing Writing Pap,1/4/2017,144.72
2017,7,DEPT OF EDUCATION,Department of Education,SCHOOL NUTRITION ASSOC,Organizations Membership-Not Elsewhere Classified,1/11/2017,13
2017,7,DEPT OF EDUCATION,Department of Education,SSI*SCHOOL SPECIALTY,Direct Marketing-Other Direct Marketers-Not Elsew,1/19/2017,11.89
2017,7,DEPT OF EDUCATION,Department of Education,NOODLES And CO 479,Eating Places Restaurants,1/19/2017,170
2017,7,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,1/17/2017,49.86
2017,7,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,1/25/2017,59.97
2017,7,DEPT OF EDUCATION,Department of Education,STAPLS7169844427000001,Stationery-Office Supplies-Printing Writing Pap,1/21/2017,562.29
2017,7,DEPT OF EDUCATION,Department of Education,MEDLINE,Dental-Lab-Med-Ophthalmic Hosp Equip Supplies,1/24/2017,104.48
2017,7,DEPT OF EDUCATION,Department of Education,WB MASON,Stationery-Office Supplies-Printing Writing Pap,1/23/2017,482.4
2017,7,DEPT OF EDUCATION,Department of Education,SSI*SCHOOL SPECIALTY,Direct Marketing-Other Direct Marketers-Not Elsew,1/18/2017,126
2017,7,DEPT OF EDUCATION,Department of Education,STAPLS7169831964000001,Stationery-Office Supplies-Printing Writing Pap,1/21/2017,358.09
2017,7,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,1/5/2017,100.59
2017,7,DEPT OF EDUCATION,Department of Education,AMERICAN AIR0010643925179,Airline,1/18/2017,33.42
2017,7,DEPT OF EDUCATION,Department of Education,AMERICAN AIR0012110200850,Airline,1/18/2017,412.4
2017,7,DEPT OF EDUCATION,Department of Education,XFRD/AMAZON E-VALID,Internal Transaction,1/20/2017,-65
2017,7,DEPT OF EDUCATION,Department of Education,XFRD/AMAZON E-VALID,Internal Transaction,1/20/2017,-59
2017,7,DEPT OF EDUCATION,Department of Education,XFRD/AMAZON E-VALID,Internal Transaction,1/20/2017,65
2017,7,DEPT OF EDUCATION,Department of Education,XFRD/AMAZON E-VALID,Internal Transaction,1/20/2017,59
2017,7,DEPT OF EDUCATION,Department of Education,TRAVELOCITY*7239507670,Travel,1/25/2017,4
2017,7,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,1/25/2017,57.85
2017,7,DEPT OF EDUCATION,Department of Education,CHICK-FIL-A #02680,Fast Food Restaurants,1/17/2017,771.75
2017,7,DEPT OF EDUCATION,Department of Education,COL PRKNG GOV CNTR Q07,Automobile Parking Lots And Garages,1/5/2017,2
2017,7,DEPT OF EDUCATION,Department of Education,SURVEYMONKEY.COM,Direct Marketing-Continuity-Subscription Merchants,1/5/2017,300
2017,7,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,1/26/2017,57.85
2017,7,DEPT OF EDUCATION,Department of Education,NASBE,Schools Educational Svc-Not Elsewhere Classified,1/25/2017,500
2017,7,DEPT OF EDUCATION,Education Block Grants,2 - LOU MALNATIS PIZZERIA,Eating Places Restaurants,1/18/2017,20.88
2017,7,DEPT OF EDUCATION,Education Block Grants,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,1/7/2017,859.01
2017,7,DEPT OF EDUCATION,Education Block Grants,WHERE PIGS FLY RESTAURANT,Eating Places Restaurants,1/25/2017,1130
2017,7,DEPT OF EDUCATION,Education Block Grants,DE PROFESSIONAL REG 801,Government Services-Not Elsewhere Classified,1/24/2017,141
2017,7,DEPT OF EDUCATION,Education Block Grants,CTC*CONSTANTCONTACT.COM,Direct Marketing-Continuity-Subscription Merchants,1/9/2017,2478
2017,7,DEPT OF EDUCATION,Education Block Grants,Awards Trophies And More,Miscellaneous And Specialty Retail Stores,1/13/2017,5
2017,7,DEPT OF EDUCATION,Education Block Grants,SHERATON,Lodging,1/21/2017,291.54
2017,7,DEPT OF EDUCATION,Education Block Grants,WHERE PIGS FLY RESTAURANT,Eating Places Restaurants,1/25/2017,1195
2017,7,DEPT OF EDUCATION,Education Block Grants,USPS PO 0944000963,Postal Services-Government Only,1/10/2017,30.28
2017,7,DEPT OF EDUCATION,Education Block Grants,CCSSO,Organizations Membership-Not Elsewhere Classified,1/25/2017,400
2017,7,DEPT OF EDUCATION,Education Block Grants,USPS PO 0917600901,Postal Services-Government Only,1/5/2017,14.3
2017,7,DEPT OF EDUCATION,Education Block Grants,CVS/PHARMACY #01911,Drug Stores Pharmacies,1/13/2017,6.99
2017,7,DEPT OF EDUCATION,Special Needs Programs,R E P A INC,Commercial Equipment Not Elsewhere Classified,1/6/2017,17.5
2017,7,DEPT OF EDUCATION,Special Needs Programs,NCS PEARSON,Schools Educational Svc-Not Elsewhere Classified,1/17/2017,27.92
2017,7,DEPT OF EDUCATION,Special Needs Programs,HMCO *BOOKS,Direct Marketing-Other Direct Marketers-Not Elsew,1/18/2017,7.92
2017,7,DEPT OF EDUCATION,Special Needs Programs,NATURES KITCHEN - 55,Fast Food Restaurants,1/10/2017,7.41
2017,7,DEPT OF EDUCATION,Special Needs Programs,PARADIES #9410 BWI,News Dealers And Newsstands,1/10/2017,5.6
2017,7,DEPT OF EDUCATION,Special Needs Programs,HMCO *BOOKS,Direct Marketing-Other Direct Marketers-Not Elsew,12/30/2016,102.28
2017,7,DEPT OF EDUCATION,Special Needs Programs,GOOGLE *SVCSAPPSecapm,Advertising Services,1/1/2017,25
2017,7,DEPT OF EDUCATION,Special Needs Programs,OFFICE DEPOT #5910,Direct Marketing-Combination Catalog-Retail Merch,1/3/2017,315.79
2017,7,DEPT OF EDUCATION,Special Needs Programs,NANTUCKET CAFE And GRILL,Eating Places Restaurants,1/10/2017,30.15
2017,7,DEPT OF EDUCATION,Special Needs Programs,CORRECTIONAL COUNSELING O,Book Stores,1/19/2017,26.68
2017,7,DEPT OF EDUCATION,Special Needs Programs,MENUTRINFO LLC,Professional Services-Not Elsewhere Classified,1/24/2017,30
2017,7,DEPT OF EDUCATION,Special Needs Programs,AMAZON MKTPLACE PMTS,Book Stores,1/23/2017,9.59
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,12/29/2016,-204.64
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,12/29/2016,-810.64
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,12/29/2016,-32.33
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,12/29/2016,-14.98
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,12/29/2016,-410.61
2017,7,DEPT OF EDUCATION,Special Needs Programs,VERSALIGN INC,Computer Main-Repair-Services Not Elsewhere Class,12/28/2016,740
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,12/29/2016,-76.99
2017,7,DEPT OF EDUCATION,Special Needs Programs,ACC AMERICAN C10670313,Eating Places Restaurants,1/12/2017,16.37
2017,7,DEPT OF EDUCATION,Special Needs Programs,HAMPTON INN CHAPEL HIL,Lodging,1/12/2017,360.94
2017,7,DEPT OF EDUCATION,Special Needs Programs,HERTZ RENT-A-CAR,Car Rental,1/12/2017,118.96
2017,7,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,1/20/2017,74.43
2017,7,DEPT OF EDUCATION,Special Needs Programs,RESTAURANT DEPOT,Grocery Stores Supermarkets,1/20/2017,244.65
2017,7,DEPT OF EDUCATION,Special Needs Programs,NEW READERS PRESS,Direct Marketing-Catalog Merchants,1/13/2017,77.5
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,1/12/2017,-232.5
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,1/12/2017,-100
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,1/21/2017,559.65
2017,7,DEPT OF EDUCATION,Special Needs Programs,HMCO *BOOKS,Direct Marketing-Other Direct Marketers-Not Elsew,12/30/2016,68.2
2017,7,DEPT OF EDUCATION,Special Needs Programs,WB MASON,Stationery-Office Supplies-Printing Writing Pap,1/13/2017,211.9
2017,7,DEPT OF EDUCATION,Special Needs Programs,THE PAIGE COMPANY,Miscellaneous And Specialty Retail Stores,1/13/2017,227.5
2017,7,DEPT OF EDUCATION,Special Needs Programs,DATA RECOGNITION CORP,Miscellaneous Publishing And Printing,1/20/2017,57.14
2017,7,DEPT OF EDUCATION,Special Needs Programs,SHELL OIL 57544553100,Fuel Dispenser Automated,1/12/2017,2
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,1/12/2017,2003.82
2017,7,DEPT OF EDUCATION,Special Needs Programs,NCS PEARSON,Schools Educational Svc-Not Elsewhere Classified,1/17/2017,558.1
2017,7,DEPT OF EDUCATION,Special Needs Programs,R E P A INC,Commercial Equipment Not Elsewhere Classified,1/6/2017,540
2017,7,DEPT OF EDUCATION,Special Needs Programs,HMCO *BOOKS,Direct Marketing-Other Direct Marketers-Not Elsew,12/29/2016,1306.52
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,12/29/2016,-15
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,12/29/2016,-89.88
2017,7,DEPT OF EDUCATION,Special Needs Programs,NCS*GED EXAM,Schools Educational Svc-Not Elsewhere Classified,1/4/2017,1200
2017,7,DEPT OF EDUCATION,Special Needs Programs,DMI* DELL HLTHCR/REL,Computers Computer Peripheral Equipment Software,1/10/2017,3467.64
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,1/12/2017,-100
2017,7,DEPT OF EDUCATION,Special Needs Programs,RESTAURANT DEPOT,Grocery Stores Supermarkets,1/17/2017,118.82
2017,7,DEPT OF EDUCATION,Special Needs Programs,DATA RECOGNITION CORP,Miscellaneous Publishing And Printing,1/20/2017,934
2017,7,DEPT OF EDUCATION,Special Needs Programs,VERSALIGN INC,Computer Main-Repair-Services Not Elsewhere Class,12/27/2016,111
2017,7,DEPT OF EDUCATION,Special Needs Programs,STAPLES DIRECT,Stationery-Office Supplies-Printing Writing Pap,12/29/2016,-144.95
2017,7,DEPT OF EDUCATION,Special Needs Programs,ZINBURGER SOUTHPOINT,Eating Places Restaurants,1/11/2017,23.11
2017,7,DEPT OF EDUCATION,Special Needs Programs,HMCO *BOOKS,Direct Marketing-Other Direct Marketers-Not Elsew,1/18/2017,162.9
2017,7,DEPT OF EDUCATION,Special Needs Programs,KENT-SUSSEX INDUST,Organizations Charitable And Social Services,1/12/2017,124.75
2017,7,DEPT OF EDUCATION,Special Needs Programs,CORRECTIONAL COUNSELING O,Book Stores,1/19/2017,500
2017,7,DEPT OF EDUCATION,Special Needs Programs,MENUTRINFO LLC,Professional Services-Not Elsewhere Classified,1/24/2017,1918.8
2017,7,DEPT OF EDUCATION,Special Needs Programs,OFFICE DEPOT #5910,Direct Marketing-Combination Catalog-Retail Merch,1/20/2017,83.8
2017,7,DEPT OF EDUCATION,Special Needs Programs,AMAZON MKTPLACE PMTS,Book Stores,1/23/2017,199.9
2017,7,DEPT OF EDUCATION,ADVISORY COUNCIL,COMCAST,Cable Satellite Other Pay Television Radio Svcs,1/27/2017,115.2
2017,8,DEPT OF EDUCATION,Department of Education,SUBWAY 00603324,Fast Food Restaurants,2/21/2017,8.64
2017,8,DEPT OF EDUCATION,Department of Education,AMERICAN AIR0010273944292,Airline,2/21/2017,25
2017,8,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,2/6/2017,71.92
2017,8,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,2/13/2017,20
2017,8,DEPT OF EDUCATION,Department of Education,PATS PIZZA IN WEST DOVER,Eating Places Restaurants,2/13/2017,173.95
2017,8,DEPT OF EDUCATION,Department of Education,CUSTOMINK LLC,Accessory And Apparel Stores-Miscellaneous,2/22/2017,1623.16
2017,8,DEPT OF EDUCATION,Department of Education,PAYPAL *SOCIETYSTAT,Schools Educational Svc-Not Elsewhere Classified,2/22/2017,104
2017,8,DEPT OF EDUCATION,Department of Education,CAFFE MOLISE,Eating Places Restaurants,2/6/2017,23.59
2017,8,DEPT OF EDUCATION,Department of Education,NOODLES And CO 715,Eating Places Restaurants,2/7/2017,9.68
2017,8,DEPT OF EDUCATION,Department of Education,CAFFE MOLISE,Eating Places Restaurants,2/6/2017,23.13
2017,8,DEPT OF EDUCATION,Department of Education,NAKED FISH BISTRO,Eating Places Restaurants,2/7/2017,26
2017,8,DEPT OF EDUCATION,Department of Education,INREACH ONLINE CME,Schools Educational Svc-Not Elsewhere Classified,2/14/2017,40
2017,8,DEPT OF EDUCATION,Department of Education,BIG BOWL ROSEDALE,Eating Places Restaurants,2/7/2017,30.32
2017,8,DEPT OF EDUCATION,Department of Education,URBANA RESTAURANT And BAR,Eating Places Restaurants,2/8/2017,34.6
2017,8,DEPT OF EDUCATION,Department of Education,CHAMPION TROPHIES INC,Durable Goods Not Elsewhere Classified,2/15/2017,237.2
2017,8,DEPT OF EDUCATION,Department of Education,USPS PO 0917600901,Postal Services-Government Only,2/15/2017,19.77
2017,8,DEPT OF EDUCATION,Department of Education,PHILLY AIR AUBONPAIN 2,Fast Food Restaurants,2/5/2017,31.15
2017,8,DEPT OF EDUCATION,Department of Education,USPS PO 0917600901,Postal Services-Government Only,2/22/2017,6.59
