label	message	length	punct
ham	What happen to her tell the truth	33	0
ham	Do you like Italian food?	25	1
ham	Which is weird because I know I had it at one point	51	0
ham	Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!	92	2
ham	Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;	69	5
ham	Alright, see you in a bit	25	1
ham	Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.	107	2
ham	I will take care of financial problem.i will help:)	51	3
ham	Tell dear what happen to you. Why you talking to me like an alian	65	1
spam	Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D	160	6
ham	1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)	141	18
ham	Okie...	7	3
ham	Hi this is yijue, can i meet u at 11 tmr?	41	2
ham	Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different	67	5
ham	But i dint slept in afternoon.	30	1
ham	That seems unnecessarily affectionate	37	0
ham	Yar else i'll thk of all sorts of funny things.	47	2
ham	You will be in the place of that man	36	0
spam	Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 	119	3
ham	Thats cool. How was your day?	29	2
spam	Please CALL 08712402902 immediately as there is an urgent message waiting for you.	82	1
ham	R we going with the  &lt;#&gt;  bus?	36	6
ham	Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*	281	15
ham	No..he joined today itself.	27	3
ham	Okay same with me. Well thanks for the clarification	52	1
ham	I'll talk to the others and probably just come early tomorrow then	66	1
spam	Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic	149	3
ham	Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.	121	5
ham	Hi. I'm sorry i missed your call. Can you pls call back.	56	4
ham	How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day	92	3
spam	Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088	161	4
ham	Ok then no need to tell me anything i am going to sleep good night	66	0
ham	Ok try to do week end course in coimbatore.	43	1
spam	Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016	158	3
ham	V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)	127	6
ham	If you r @ home then come down within 5 min	43	1
ham	"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"	446	21
ham	That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut? 	99	3
ham	Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho	88	5
ham	Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?	103	6
spam	XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only	157	4
ham	Dunno lei he neva say...	24	3
ham	Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx	95	4
ham	I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.	74	3
spam	YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.	109	5
ham	Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com	158	10
ham	Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.	482	15
ham	If i let you do this, i want you in the house by 8am.	53	2
ham	"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"	119	8
ham	I will reach before ten morning	31	0
ham	Your pussy is perfect!	22	1
ham	Sorry, I'll call later	22	2
spam	Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p	161	3
ham	No message..no responce..what happend?	38	5
ham	Also where's the piece	22	1
ham	"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."	89	5
ham	Boo. How's things? I'm back at home and a little bored already :-(	66	7
ham	First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries	191	7
ham	PICK UR FONE UP NOW U DUMB?	27	1
ham	Thanks da thangam, i feel very very happy dear. I also miss you da.	67	3
ham	Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. 	104	5
ham	I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...	96	10
ham	Babe, I'm back ... Come back to me ...	38	8
ham	Well you told others you'd marry them...	40	4
ham	Neshanth..tel me who r u?	25	3
ham	YO YO YO BYATCH WHASSUP?	24	1
ham	Oh... Kay... On sat right?	26	7
ham	Hi! This is Roger from CL. How are you?	39	3
spam	Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)	152	7
ham	Oh oh... Wasted... Den muz chiong on sat n sun liao...	54	9
ham	Jesus christ bitch I'm trying to give you drugs answer your fucking phone	73	1
ham	Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.	80	1
ham	I'm meeting Darren...	21	4
ham	"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"	148	13
ham	Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.	444	42
ham	Dear where you will be when i reach there	41	0
ham	Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)	99	5
ham	Ok... Thanx... Gd nite 2 ü too...	33	9
ham	Come to me right now, Ahmad	27	1
spam	I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.	158	13
ham	Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.	116	4
ham	O was not into fps then.	24	1
ham	Huh means computational science... Y they like dat one push here n there...	75	6
ham	Could you not read me, my Love ? I answered you	47	2
ham	Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 	81	9
ham	Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.	115	7
spam	SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE	152	3
ham	Oic... Then better quickly go bathe n settle down...	52	6
ham	Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.	83	8
ham	A bloo bloo bloo I'll miss the first bowl	41	1
ham	Lmao but its so fun...	22	3
ham	Oh k k:)but he is not a big hitter.anyway good	46	3
ham	Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!	57	10
spam	Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201	157	6
ham	Do you think i can move  &lt;#&gt;  in a week	45	5
ham	She.s find. I sent you an offline message to know how anjola's now.	67	4
spam	Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1	152	7
ham	How was txting and driving	26	0
ham	That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.	100	6
ham	Really dun bluff me leh... U sleep early too. Nite...	53	7
ham	"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""	629	52
ham	Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.	235	9
ham	Oh ya ya. I remember da. .	26	3
ham	Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude	114	0
spam	For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.	121	11
ham	I not busy juz dun wan 2 go so early.. Hee.. 	45	4
ham	Rightio. 11.48 it is then. Well arent we all up bright and early this morning.	78	4
ham	Great. I'm in church now, will holla when i get out	51	3
ham	Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 	82	2
ham	I donno if they are scorable	28	0
ham	&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here	85	6
ham	Yes but i dont care! I need you bad, princess!	46	3
ham	The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight	183	7
ham	Sorry, I'll call later	22	2
ham	Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...	105	9
ham	Do u knw dis no. &lt;#&gt; ?	28	7
ham	Then she dun believe wat?	25	1
ham	K..give back my thanks.	23	3
ham	I know complain num only..bettr directly go to bsnl offc nd apply for it..	74	4
ham	Okay. I've seen it. So i should pick it on friday?	50	4
ham	How much she payed. Suganya.	28	2
ham	Left dessert. U wan me 2 go suntec look 4 u?	44	2
ham	Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?	88	4
ham	Onum ela pa. Normal than.	25	2
ham	K.k..how is your sister kids?	29	4
ham	Cool, I'll text you when I'm on the way	39	3
ham	Nope. Meanwhile she talk say make i greet you.	46	2
ham	i cant talk to you now.i will call when i can.dont keep calling.	64	3
ham	Anything lar...	15	3
ham	Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....	126	8
ham	Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(	105	16
ham	They will pick up and drop in car.so no problem..	49	3
ham	S.i think he is waste for rr..	30	3
ham	He is world famamus....	23	4
ham	Is there coming friday is leave for pongal?do you get any news from your work place.	84	2
ham	Lol well don't do it without me. We could have a big sale together.	67	3
ham	* Am on my way	14	1
ham	Eat at old airport road... But now 630 oredi... Got a lot of pple...	68	9
ham	sry can't talk on phone, with parents	37	2
spam	Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16	159	8
ham	Ok lor wat time ü finish?	25	1
ham	Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!	84	8
ham	Mm i am on the way to railway	29	0
ham	i dnt wnt to tlk wid u	22	0
ham	I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.	201	9
ham	Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?	137	4
spam	Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007	116	2
spam	Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer	167	7
ham	K.:)do it at evening da:)urgent:)	33	7
ham	Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!	101	4
ham	Mm have some kanji dont eat anything heavy ok	45	0
ham	Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.	124	3
ham	Lol that's different. I don't go trying to find every real life photo you ever took.	84	4
ham	I dont thnk its a wrong calling between us	42	0
ham	K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.	78	3
ham	Aiyah e rain like quite big leh. If drizzling i can at least run home.	70	2
ham	I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?	121	7
ham	Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.	81	7
ham	Greetings me, ! Consider yourself excused.	42	3
ham	No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.	245	6
ham	they released another Italian one today and it has a cosign option	66	0
ham	You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget	139	2
spam	WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM	149	4
ham	HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com	167	16
ham	Dai what this da.. Can i send my resume to this id.	51	3
ham	I know where the  &lt;#&gt;  is, I'll be there around 5	55	7
ham	Yup i've finished c ü there...	30	4
ham	Remember to ask alex about his pizza	36	0
ham	No da..today also i forgot..	28	4
ham	Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry	306	15
ham	Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up	202	2
ham	Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*	160	10
ham	Congrats kano..whr s the treat maga?	36	3
ham	Who u talking about?	20	1
ham	Yup...	6	3
ham	Ok...	5	3
ham	U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...	150	10
ham	Yunny i'm walking in citylink now ü faster come down... Me very hungry...	73	7
ham	Er yep sure. Props?	19	2
ham	Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc	153	7
spam	U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16	158	5
ham	Ok ill send you with in  &lt;DECIMAL&gt;  ok.	45	5
ham	Bognor it is! Should be splendid at this time of year.	54	2
ham	Yes.i'm in office da:)	22	4
ham	Sorry, I'll call later	22	2
ham	Joy's father is John. Then John is the NAME of Joy's father. Mandan	67	4
ham	Ok. I only ask abt e movie. U wan ktv oso?	42	3
ham	Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends	179	4
ham	Sorry, I'll call later	22	2
ham	Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar	80	6
ham	Sorry, I'll call later	22	2
spam	FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk	99	5
ham	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...	163	15
ham	Do u noe how 2 send files between 2 computers?	46	1
ham	Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again	158	7
ham	jay says he'll put in  &lt;#&gt;	32	6
ham	Can you just come in for a sec? There's somebody here I want you to see	71	2
ham	So the sun is anti sleep medicine.	34	1
ham	What's happening with you. Have you gotten a job and have you begun registration for permanent residency	104	2
ham	Yup ok...	9	3
ham	Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.	95	4
ham	Ok enjoy . R u there in home.	29	2
ham	Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.	155	5
ham	You do what all you like	24	0
ham	That's y we haf to combine n c how lor...	41	4
ham	The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.	106	1
ham	Hmmm:)how many players selected?	32	3
ham	They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.	112	3
ham	I dont. Can you send it to me. Plus how's mode.	47	4
ham	Aiyo please ü got time meh.	27	1
ham	Package all your programs well	30	0
ham	She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.	289	19
ham	So are you guys asking that i get that slippers again or its gone with last year	80	0
ham	Company is very good.environment is terrific and food is really nice:)	70	3
spam	Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk	101	10
ham	Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!	122	2
ham	Yup but not studying surfing lor. I'm in e lazy mode today.	59	3
ham	Please sen :)my kind advice :-)please come here and try:-)	58	8
ham	I'm done. C ü there.	20	3
ham	Oh fine, I'll be by tonight	27	2
ham	Ü give me some time to walk there.	34	1
ham	I'll reach in ard 20 mins ok...	31	4
spam	FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)	156	8
ham	Fuck babe ... What happened to you ? How come you never came back?	66	5
spam	This message is brought to you by GMW Ltd. and is not connected to the	70	1
ham	Some friends want me to drive em someplace, probably take a while	65	1
ham	I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.	95	7
ham	Are you still getting the goods.	32	1
ham	And maybe some pressies	23	0
ham	Yeah I am, so I'll leave maybe 7ish?	36	3
ham	K..k..i'm also fine:)when will you complete the course?	55	8
ham	Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '	140	11
ham	I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.	144	7
ham	You in your room? I need a few	30	1
ham	I dont want to hear anything	28	0
ham	Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..	83	4
ham	Ultimately tor motive tui achieve korli.	40	1
ham	From 5 to 2 only my work timing.	32	1
ham	… and don‘t worry we‘ll have finished by march … ish!	53	1
ham	The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel	116	1
spam	Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p	160	9
spam	Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.	153	2
ham	Now thats going to ruin your thesis!	36	1
ham	In sch but neva mind u eat 1st lor..	36	2
ham	Hey whats up? U sleeping all morning?	37	2
ham	Erm. I thought the contract ran out the4th of october.	54	2
ham	I dunno until when... Lets go learn pilates...	46	6
spam	U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.	133	2
ham	Yup i'm elaborating on the safety aspects and some other issues..	65	3
spam	3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each	130	6
ham	Goodmorning, today i am late for 1hr.	37	2
ham	Hi happy birthday. Hi hi hi hi hi hi hi	39	1
ham	I will be outside office take all from there	44	0
ham	If you don't respond imma assume you're still asleep and imma start calling n shit	82	2
ham	Aight, see you in a bit	23	1
ham	My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)	155	6
spam	Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p	153	9
ham	Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.	153	6
ham	Still work going on:)it is very small house.	44	3
ham	My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?	117	12
ham	Tmr timin still da same wat cos i got lesson until 6...	55	3
ham	That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!	124	4
spam	Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone	136	5
ham	No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans	109	11
ham	Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...	65	9
ham	Okie... Thanx...	16	6
ham	Gosh that , what a pain. Spose I better come then.	50	3
ham	As usual..iam fine, happy &amp; doing well..:)	46	9
ham	Okie	4	0
ham	So when you gonna get rimac access 	35	0
ham	Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?	95	3
ham	You call times job today ok umma and ask them to speed up	57	0
ham	HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!	132	5
ham	R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE	56	2
ham	:-) yeah! Lol. Luckily i didn't have a starring role like you!	62	7
ham	Hello madam how are you ?	25	1
ham	Awesome, text me when you're restocked	38	2
ham	As usual..iam fine, happy &amp; doing well..:)	46	9
spam	Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week	154	6
ham	Yes. It's all innocent fun. O:-)	32	6
ham	Thanks for sending this mental ability question..	49	2
ham	Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.	243	7
ham	2marrow only. Wed at  &lt;#&gt;  to 2 aha.	42	7
ham	I went to ur hon lab but no one is there.	41	1
ham	I cant pick the phone right now. Pls send a message	51	1
ham	Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!	81	11
spam	<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min	173	6
ham	How come?	9	1
ham	Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?	136	6
ham	Ok lor...	9	3
ham	I'm coming home 4 dinner.	25	2
ham	S da..al r above  &lt;#&gt;	27	7
spam	"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."	106	7
ham	Unni thank you dear for the recharge..Rakhesh	45	2
ham	I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that	115	3
ham	Haha... They cant what... At the most tmr forfeit... haha so how?	65	10
ham	Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!	139	7
ham	No way I'm going back there!	28	2
spam	URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm	153	8
ham	I WILL CAL YOU SIR. In meeting	30	1
ham	That's what I love to hear :V see you sundayish, then	53	3
ham	Sorry da thangam, very very sorry i am held up with prasad.	59	2
ham	Tiwary to rcb.battle between bang and kochi.	44	2
ham	Thank god they are in bed!	26	1
ham	No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear	85	2
ham	Am in gobi arts college	23	0
ham	Why she wants to talk to me	27	0
ham	Pandy joined 4w technologies today.he got job..	47	3
spam	You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18	146	6
ham	They can try! They can get lost, in fact. Tee hee	49	3
ham	Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.	126	5
ham	My friends use to call the same.	32	1
ham	Sorry, I'll call later	22	2
ham	Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing	107	5
ham	It,,s a taxt massage....tie-pos argh ok! Lool!	46	9
ham	Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.	96	10
ham	You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management	157	3
ham	Do you like shaking your booty on the dance floor?	50	1
ham	Text me when you get off, don't call, my phones having problems	63	3
ham	No need for the drug anymore.	29	1
ham	Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..	87	7
ham	Its sarcasm.. .nt scarcasim	27	3
ham	Great! I have to run now so ttyl!	33	2
ham	Feel like trying kadeem again? :V	33	2
ham	Dai  &lt;#&gt;  naal eruku.	27	6
ham	Not yet chikku..wat abt u?	26	3
ham	Ok...	5	3
ham	Want to finally have lunch today?	33	1
ham	Do you know when dad will be back?	34	1
spam	Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?	130	3
spam	8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+	165	6
ham	He remains a bro amongst bros	29	0
ham	R u meeting da ge at nite tmr?	30	1
ham	* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.	140	11
ham	Why de. You looking good only:-)..	34	6
spam	Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg	162	9
spam	we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery	130	0
ham	Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.	117	6
ham	That's cool, I'll come by like  &lt;#&gt; ish	45	8
ham	Super msg da:)nalla timing.	27	3
ham	Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?	153	10
ham	I am 6 ft. We will be a good combination!	41	2
ham	I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!	136	22
ham	* Am on a train back from northampton so i'm afraid not!	56	3
ham	Where in abj are you serving. Are you staying with dad or alone.	64	2
ham	Was playng 9 doors game and gt racing on phone lol	50	0
