Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
1.01,Good,D,IF,G,G,GIA,14361
2.79,Very Good,F,VS2,VG,G,GIA,43163
2.51,Ideal,F,SI1,EX,EX,GIA,31298
1.07,Ideal,D,SI1,VG,EX,GIA,6587
2.05,Ideal,F,VVS1,EX,EX,GIA,39599
0.9,Ideal,G,VVS1,EX,VG,GIA,6680
1.02,Very Good,I,VS1,G,VG,GIA,5302
1.12,Ideal,F,VVS2,VG,EX,GIA,9979
2.03,Ideal,H,VS1,VG,VG,GIA,19287
1.01,Very Good,H,VS2,EX,EX,GIA,5897
2.02,Very Good,D,SI1,G,G,GIA,21332
1.14,Ideal,D,IF,EX,EX,GIA,20411
1.25,Ideal,G,VVS1,VG,VG,GIA,10922
0.91,Very Good,I,SI1,G,G,GIA,3170
2.02,Very Good,F,VS1,VG,VG,GIA,30745
2.32,Very Good,G,VS2,EX,EX,GIA,27514
1.04,Ideal,F,SI1,EX,EX,GIA,5495
0.8,Signature-Ideal,G,VS1,ID,ID,AGSL,4388
1,Very Good,F,SI1,EX,VG,GIA,4820
0.83,Ideal,D,VS2,ID,ID,AGSL,4230
0.92,Ideal,G,SI1,EX,EX,GIA,4249
1.34,Signature-Ideal,I,IF,EX,EX,GIA,10098
1.09,Very Good,G,VS2,G,VG,GIA,6688
1.26,Very Good,F,VS2,EX,VG,GIA,9767
2.01,Very Good,I,VS1,EX,G,GIA,18500
1.17,Ideal,H,SI1,ID,ID,AGSL,6368
1,Ideal,H,VVS1,VG,VG,GIA,6535
1.01,Very Good,I,SI1,VG,VG,GIA,4065
1.1,Ideal,G,VS2,ID,ID,AGSL,6972
2.13,Ideal,G,VS2,EX,EX,GIA,27122
1,Fair,I,SI1,VG,VG,GIA,3899
1.5,Very Good,H,VVS2,VG,G,GIA,12985
2,Very Good,H,SI1,VG,G,GIA,15745
0.79,Ideal,H,VS2,G,EX,GIA,2844
1.6,Ideal,H,SI1,VG,VG,GIA,10408
2.08,Ideal,I,VS2,VG,VG,GIA,17539
2.07,Ideal,D,VS2,VG,VG,GIA,27142
2,Very Good,I,SI1,G,G,GIA,14057
2,Good,F,SI1,VG,G,GIA,20221
1.51,Good,E,SI1,G,G,GIA,10088
1.01,Ideal,F,SI1,EX,EX,GIA,5861
1.28,Ideal,G,VS1,EX,VG,GIA,9640
1.08,Ideal,D,SI1,VG,VG,GIA,6203
1.21,Ideal,I,SI1,VG,VG,GIA,5452
1.01,Very Good,G,SI1,VG,VG,GIA,4890
0.9,Very Good,H,SI1,EX,EX,GIA,3437
1.34,Very Good,H,SI1,VG,G,GIA,7314
0.9,Good,E,SI1,EX,VG,GIA,4229
0.9,Very Good,E,SI1,EX,EX,GIA,4471
2.01,Ideal,H,VS1,EX,VG,GIA,23326
0.81,Ideal,E,SI1,EX,EX,GIA,3913
0.9,Very Good,D,VS1,VG,VG,GIA,5195
1.06,Ideal,E,SI1,VG,VG,GIA,5161
1.51,Ideal,G,VS1,EX,EX,GIA,14779
0.92,Very Good,D,SI1,EX,VG,GIA,4253
1.52,Very Good,F,SI1,G,G,GIA,11094
1.12,Ideal,F,VS2,EX,EX,GIA,8074
1,Good,D,SI1,VG,G,GIA,5642
1.2,Ideal,G,VVS2,G,VG,GIA,9373
1.02,Ideal,G,VS1,EX,G,GIA,6968
1.15,Very Good,D,VS2,VG,G,GIA,7662
2.01,Ideal,G,VS1,VG,VG,GIA,23156
1.01,Ideal,H,SI1,VG,VG,GIA,4767
0.9,Very Good,H,SI1,VG,VG,GIA,3629
2,Good,H,VS1,VG,EX,GIA,20566
1.51,Ideal,I,VVS1,EX,EX,GIA,12788
2.02,Very Good,E,VS2,EX,EX,GIA,28147
0.9,Very Good,H,VVS1,VG,EX,GIA,4664
0.82,Very Good,F,SI1,G,VG,AGSL,3048
0.79,Very Good,G,SI1,EX,EX,GIA,2755
1.02,Very Good,F,SI1,VG,VG,GIA,5126
1.11,Ideal,G,VS1,EX,EX,GIA,8129
1.5,Very Good,I,VS2,VG,G,GIA,9611
1.6,Ideal,I,SI1,G,G,GIA,9376
1.5,Very Good,F,VS2,EX,VG,GIA,13001
1.22,Ideal,I,VS1,EX,EX,GIA,6581
1.14,Very Good,H,VS2,EX,EX,GIA,6386
1.01,Very Good,D,SI1,VG,VG,GIA,5812
1.52,Very Good,D,SI1,EX,VG,GIA,13357
0.9,Good,H,SI1,G,G,GIA,3734
1.23,Very Good,I,VS2,VG,G,GIA,6335
2.07,Very Good,H,SI1,VG,VG,GIA,17019
0.85,Ideal,G,SI1,EX,EX,GIA,3766
2.01,Very Good,F,SI1,VG,EX,GIA,21119
0.99,Ideal,F,SI1,EX,VG,GIA,5728
1.14,Ideal,G,IF,EX,EX,GIA,10735
2.36,Very Good,I,SI1,VG,G,GIA,18098
1.29,Ideal,I,SI1,EX,EX,GIA,6372
1.01,Good,F,VS2,G,G,GIA,6271
1.51,Fair,H,VS1,VG,EX,GIA,9701
1.02,Very Good,E,SI1,EX,EX,GIA,5732
1.02,Ideal,G,VS1,ID,ID,AGSL,7123
1.61,Very Good,I,IF,VG,VG,GIA,11513
2.23,Very Good,H,VS2,VG,VG,GIA,21706
2.54,Very Good,H,SI1,VG,EX,GIA,25867
0.8,Very Good,F,SI1,EX,EX,GIA,3093
1.2,Very Good,I,IF,VG,G,GIA,7141
0.9,Good,H,SI1,VG,G,GIA,3282
0.79,Ideal,E,SI1,VG,VG,GIA,3384
1.06,Very Good,E,SI1,EX,EX,GIA,6169
1.01,Ideal,I,VS1,EX,EX,GIA,5375
2.7,Ideal,D,VS1,VG,VG,GIA,50350
0.9,Very Good,H,VVS2,EX,EX,GIA,4832
1.91,Very Good,F,IF,G,G,GIA,28557
0.9,Very Good,I,SI1,VG,VG,GIA,3407
1.22,Signature-Ideal,I,VS2,ID,ID,AGSL,7430
1.28,Ideal,E,VS1,VG,EX,GIA,11696
1.32,Ideal,G,VS2,EX,EX,GIA,9773
1.69,Ideal,I,VS2,VG,VG,GIA,11086
0.91,Good,E,SI1,VG,VG,GIA,3971
0.92,Ideal,D,SI1,EX,EX,GIA,4696
1.23,Very Good,G,VVS1,EX,EX,AGSL,10454
2.07,Ideal,D,VVS2,VG,VG,GIA,46290
2.01,Ideal,G,SI1,VG,EX,GIA,18736
1.11,Good,H,SI1,EX,EX,AGSL,5238
1.08,Very Good,F,SI1,VG,G,GIA,5256
1.13,Very Good,F,SI1,VG,G,GIA,5584
1.01,Very Good,I,VS2,VG,VG,GIA,4610
1.1,Ideal,H,VVS1,VG,EX,GIA,7434
0.75,Ideal,F,VS2,EX,EX,GIA,3434
1.01,Very Good,E,VS2,G,G,GIA,6128
2.04,Very Good,H,VS1,VG,EX,GIA,20645
1,Ideal,E,SI1,EX,EX,GIA,5555
1.5,Very Good,F,VVS2,VG,G,GIA,16501
2.08,Ideal,G,VS1,EX,EX,GIA,28928
1.62,Very Good,H,SI1,VG,G,GIA,10567
2.04,Good,I,VS2,G,G,GIA,15511
1.02,Very Good,H,VS1,VG,G,GIA,5280
1,Good,I,SI1,VG,VG,GIA,4149
1.06,Ideal,G,VVS2,EX,EX,GIA,8515
1.05,Ideal,G,VS1,EX,EX,GIA,7270
1.52,Very Good,H,VVS2,VG,VG,GIA,11772
1.5,Ideal,H,VS1,ID,ID,AGSL,12702
0.92,Very Good,H,SI1,G,VG,GIA,3800
2.01,Very Good,G,VS1,EX,VG,GIA,26089
1.06,Signature-Ideal,G,VS1,ID,ID,AGSL,8093
0.93,Very Good,G,SI1,VG,G,GIA,4252
0.9,Ideal,D,SI1,VG,VG,GIA,4537
1.02,Ideal,H,SI1,EX,EX,GIA,6264
1.28,Very Good,G,VVS1,EX,VG,GIA,11376
1,Ideal,G,VVS2,ID,ID,AGSL,7520
0.9,Good,I,VVS2,VG,G,GIA,3946
1.17,Very Good,H,SI1,G,VG,GIA,5995
2.04,Very Good,G,VVS2,VG,VG,GIA,27499
1.01,Very Good,G,VS2,EX,EX,GIA,6449
1,Very Good,D,VS1,VG,G,GIA,7281
1.02,Signature-Ideal,D,VS2,EX,EX,GIA,9502
1.5,Ideal,F,SI1,EX,EX,GIA,11146
1.06,Ideal,G,VS2,EX,EX,GIA,6890
1.01,Very Good,E,SI1,EX,VG,GIA,7211
2,Good,G,VS1,G,G,GIA,25994
2.01,Good,I,SI1,VG,G,GIA,14552
2.02,Good,G,VS2,VG,VG,GIA,25270
1.07,Ideal,H,VVS2,VG,VG,GIA,7133
0.85,Ideal,E,SI1,EX,EX,GIA,4089
2.04,Ideal,E,SI1,EX,EX,GIA,22553
1.5,Ideal,D,VS1,VG,VG,GIA,17532
0.91,Very Good,G,VVS2,EX,VG,GIA,5468
1.52,Very Good,G,VVS1,VG,VG,GIA,16649
1.02,Ideal,G,VVS2,VG,VG,GIA,7730
2.25,Signature-Ideal,G,VS1,ID,ID,AGSL,36836
0.9,Very Good,G,VS2,VG,VG,GIA,4484
1.02,Very Good,F,VS2,G,VG,GIA,6007
0.82,Ideal,E,SI1,EX,EX,GIA,3622
2.05,Very Good,H,VS2,EX,EX,GIA,21172
2.09,Very Good,H,IF,VG,VG,GIA,26342
1.05,Signature-Ideal,F,VVS1,ID,ID,AGSL,12273
0.75,Ideal,I,SI1,VG,VG,GIA,2383
2.05,Ideal,G,SI1,EX,EX,GIA,19516
2.05,Ideal,G,VS2,EX,EX,GIA,25656
1.13,Ideal,E,VVS2,EX,EX,GIA,11115
0.91,Very Good,I,VS2,VG,VG,GIA,3911
0.76,Ideal,H,VS1,EX,EX,GIA,3424
0.75,Very Good,E,VS2,VG,EX,GIA,3817
1.02,Very Good,E,VVS2,EX,VG,GIA,8657
2.19,Very Good,E,VS1,EX,VG,GIA,33491
1.06,Very Good,G,VS1,EX,EX,GIA,6778
2.04,Ideal,I,VS1,EX,VG,GIA,18282
1.2,Signature-Ideal,D,VVS2,EX,EX,GIA,16130
2.04,Very Good,G,VVS1,VG,G,GIA,29060
1.08,Ideal,G,VS2,VG,VG,GIA,6516
0.9,Very Good,E,SI1,EX,EX,GIA,3863
1.01,Good,G,VVS2,EX,VG,GIA,7377
2.02,Ideal,G,SI1,EX,EX,GIA,21167
0.78,Ideal,D,SI1,VG,VG,GIA,3035
2.01,Good,G,VS1,EX,VG,GIA,26089
0.9,Very Good,E,VS2,VG,VG,GIA,4598
1.27,Ideal,H,VS2,VG,EX,GIA,7271
0.75,Very Good,G,VS2,EX,VG,GIA,2876
1.07,Ideal,D,VVS2,EX,EX,GIA,12545
1.21,Very Good,E,VS1,EX,VG,GIA,9380
1.61,Ideal,G,VS1,EX,VG,GIA,16205
1.09,Ideal,G,IF,ID,ID,AGSL,9410
0.91,Ideal,I,VS2,VG,VG,GIA,3664
0.9,Good,H,SI1,VG,VG,GIA,3465
1.55,Ideal,F,SI1,EX,EX,GIA,11011
2.01,Good,F,SI1,VG,G,GIA,18143
2.11,Very Good,H,VS1,EX,ID,AGSL,23138
2.11,Ideal,D,VVS1,EX,EX,GIA,49740
1.05,Ideal,F,SI1,EX,EX,GIA,5586
1.51,Good,F,SI1,EX,VG,GIA,10750
0.78,Very Good,F,VS1,VG,VG,GIA,3563
1,Very Good,D,SI1,EX,EX,GIA,6196
2.03,Very Good,F,VS1,VG,EX,GIA,29713
1.31,Signature-Ideal,G,VVS2,EX,EX,GIA,13057
1.16,Ideal,H,VS2,EX,EX,GIA,6954
1.04,Ideal,G,VS1,ID,ID,AGSL,6831
0.78,Ideal,G,VS2,VG,VG,GIA,3171
0.91,Very Good,G,VVS2,VG,EX,GIA,5468
1.13,Signature-Ideal,E,VVS1,ID,ID,AGSL,14816
1.51,Very Good,F,SI1,VG,G,GIA,10190
2.43,Ideal,E,VVS2,EX,EX,GIA,54334
1.6,Ideal,D,SI1,VG,VG,GIA,13377
1.01,Very Good,I,SI1,VG,VG,GIA,4189
2.01,Ideal,D,VS2,ID,ID,AGSL,30348
1.11,Ideal,G,VS1,EX,EX,GIA,9261
0.84,Ideal,D,VS2,EX,EX,GIA,4736
0.91,Very Good,H,VVS2,VG,EX,GIA,4665
1.06,Very Good,G,VS1,VG,VG,GIA,7191
1.59,Ideal,I,VS2,ID,ID,AGSL,10752
0.91,Good,F,SI1,G,G,GIA,3606
1.28,Very Good,H,VS2,VG,G,GIA,7517
1.05,Signature-Ideal,F,VS1,ID,ID,AGSL,9330
1.16,Very Good,G,VS1,VG,VG,GIA,7589
1.23,Very Good,D,SI1,EX,VG,GIA,7717
1.02,Ideal,H,VVS2,EX,VG,GIA,6266
2.16,Very Good,H,VS2,VG,VG,GIA,20740
1.29,Ideal,F,VVS2,VG,VG,GIA,13142
0.9,Very Good,D,IF,EX,VG,GIA,9090
2.07,Ideal,G,VS2,EX,EX,GIA,29219
0.81,Ideal,G,VS1,VG,EX,GIA,3544
1.57,Ideal,I,SI1,EX,EX,GIA,10633
1.81,Very Good,G,VS2,VG,VG,GIA,18835
2.01,Ideal,F,VS1,EX,EX,GIA,34538
1.07,Ideal,H,VS2,VG,VG,GIA,5813
0.81,Very Good,F,SI1,ID,ID,AGSL,3308
2.03,Very Good,H,VS1,VG,VG,GIA,20550
1.2,Very Good,H,VS1,VG,VG,GIA,6972
1,Ideal,E,VVS2,EX,VG,GIA,9685
1.5,Very Good,I,VVS2,EX,G,GIA,10873
1.08,Ideal,D,SI1,EX,EX,GIA,6539
1.2,Ideal,H,VS1,VG,VG,GIA,7473
2,Ideal,E,VVS2,VG,VG,GIA,31924
2.01,Good,D,SI1,VG,VG,GIA,20340
1.62,Very Good,G,VVS2,VG,VG,GIA,16625
0.8,Ideal,F,SI1,VG,EX,GIA,3293
1.01,Good,H,SI1,VG,VG,GIA,4616
1.03,Ideal,F,VS2,VG,VG,GIA,6902
0.77,Very Good,E,VS1,G,G,GIA,3488
1.2,Very Good,E,VS2,EX,VG,GIA,8769
1.01,Very Good,I,SI1,EX,VG,GIA,4313
1.62,Ideal,G,VS2,EX,EX,GIA,16183
1.53,Good,E,SI1,VG,G,GIA,11349
1.03,Ideal,D,VS1,EX,EX,GIA,8612
1.2,Very Good,I,SI1,VG,G,GIA,5352
0.96,Very Good,G,VVS1,EX,VG,GIA,5913
1,Very Good,G,SI1,VG,G,GIA,4793
1.03,Ideal,D,SI1,ID,ID,AGSL,6460
2.01,Very Good,F,VS2,EX,VG,GIA,27183
1.2,Ideal,G,SI1,EX,EX,GIA,7372
0.9,Signature-Ideal,H,SI1,ID,ID,AGSL,4740
0.78,Ideal,D,VS2,EX,EX,GIA,4183
2.01,Good,G,IF,G,G,GIA,31365
2.41,Very Good,E,VVS2,VG,G,GIA,51271
0.8,Very Good,I,SI1,EX,VG,GIA,2473
1.13,Very Good,D,VS2,EX,EX,GIA,8561
1.28,Ideal,I,VS1,VG,VG,GIA,6600
2.16,Very Good,I,VS2,VG,VG,GIA,17904
1.02,Good,G,VS2,EX,VG,GIA,5884
1.02,Very Good,F,VS2,VG,VG,GIA,6632
2.07,Very Good,D,SI1,EX,EX,GIA,22900
2.74,Very Good,H,VS2,VG,VG,GIA,27285
0.91,Ideal,I,VS1,EX,EX,GIA,3872
1.13,Very Good,I,IF,VG,EX,GIA,6534
0.9,Fair,E,VS2,VG,VG,GIA,4358
1.19,Ideal,H,VS1,EX,EX,GIA,7466
1.03,Ideal,F,SI1,VG,VG,GIA,5356
1,Very Good,F,VS1,G,G,GIA,6694
2.02,Very Good,H,VS1,EX,EX,GIA,21928
2.02,Good,D,IF,EX,VG,GIA,52570
1.08,Good,F,SI1,VG,VG,GIA,5403
2.02,Ideal,D,IF,VG,VG,GIA,64453
2.02,Very Good,E,SI1,VG,G,GIA,18731
1.02,Ideal,E,VS2,VG,VG,GIA,7020
2.14,Ideal,G,SI1,EX,EX,GIA,20362
1.59,Ideal,I,VS1,VG,VG,GIA,12098
1,Very Good,G,VS2,VG,VG,GIA,5939
0.91,Ideal,I,SI1,EX,EX,GIA,3697
2.01,Good,G,SI1,EX,EX,AGSL,17879
1.51,Very Good,H,SI1,VG,G,GIA,9694
1.5,Signature-Ideal,F,VVS2,ID,ID,AGSL,21002
2.41,Ideal,I,VS2,EX,VG,GIA,20928
1.22,Very Good,E,VS2,VG,VG,GIA,9495
1.01,Very Good,E,SI1,VG,G,GIA,5085
0.9,Good,G,SI1,EX,VG,GIA,3804
1.23,Very Good,G,VVS2,EX,EX,GIA,10004
1,Very Good,D,SI1,VG,G,GIA,5568
0.75,Ideal,G,VVS1,EX,EX,GIA,3949
1.01,Ideal,G,IF,VG,EX,GIA,8869
1.32,Ideal,H,VVS1,ID,ID,AGSL,9572
2.79,Ideal,D,IF,EX,EX,GIA,101561
1.3,Very Good,G,SI1,VG,EX,GIA,7985
1.25,Very Good,H,VS2,VG,VG,GIA,7227
2.18,Ideal,H,SI1,EX,EX,GIA,19379
0.77,Ideal,D,VS1,EX,EX,GIA,4407
1.01,Very Good,E,VS2,EX,VG,GIA,6552
1.14,Ideal,G,VVS1,ID,ID,AGSL,9037
0.75,Very Good,E,SI1,VG,VG,GIA,2923
1.56,Very Good,I,SI1,EX,EX,GIA,9494
0.9,Good,H,VS1,EX,VG,GIA,3967
1.14,Ideal,G,VVS2,ID,ID,AGSL,8743
0.76,Very Good,I,VS2,EX,EX,GIA,2551
1.05,Very Good,D,VS2,VG,EX,GIA,7913
1.09,Ideal,H,VS2,EX,EX,GIA,6419
1.21,Ideal,D,VS1,VG,VG,GIA,11019
0.78,Very Good,D,SI1,VG,EX,GIA,2945
1.32,Ideal,G,VVS2,VG,VG,GIA,11419
1.21,Ideal,F,VS1,EX,VG,GIA,8629
2,Very Good,E,VVS2,EX,EX,GIA,35038
0.9,Good,E,SI1,G,VG,GIA,4190
2.91,Good,I,SI1,VG,VG,GIA,27277
0.92,Ideal,F,VVS2,EX,EX,GIA,8058
1.01,Very Good,D,VS2,VG,G,GIA,6845
1.22,Ideal,F,VS2,EX,EX,GIA,9203
0.9,Very Good,F,VS2,VG,VG,GIA,4334
0.9,Very Good,H,IF,VG,VG,GIA,5434
1.01,Very Good,G,VS1,EX,EX,GIA,6632
1.06,Very Good,F,IF,EX,VG,GIA,9433
0.79,Very Good,D,VS2,VG,VG,GIA,4003
0.76,Good,F,VS1,G,G,AGSL,3057
1.17,Ideal,G,IF,ID,ID,AGSL,10431
1.55,Ideal,G,VS2,VG,EX,GIA,12526
0.81,Signature-Ideal,H,SI1,EX,EX,GIA,3514
1.44,Very Good,G,VS1,VG,VG,GIA,12117
1.35,Very Good,F,VVS2,EX,VG,GIA,13053
1.51,Very Good,G,VS1,EX,VG,GIA,13624
1.05,Ideal,G,SI1,EX,EX,GIA,5361
1.01,Very Good,G,VS2,VG,VG,GIA,6288
2.08,Ideal,H,SI1,EX,EX,GIA,17637
1.15,Ideal,H,VS2,EX,EX,GIA,6552
0.9,Very Good,I,VVS1,VG,VG,GIA,4078
0.9,Very Good,E,VVS2,EX,EX,GIA,6892
1.57,Ideal,I,VVS2,VG,VG,GIA,12396
0.92,Ideal,H,VS2,EX,EX,GIA,4568
1.09,Very Good,G,VS1,EX,EX,GIA,7281
1.06,Very Good,D,SI1,EX,VG,GIA,6230
1.12,Ideal,G,VS1,EX,EX,GIA,8080
1.07,Signature-Ideal,I,VS2,ID,ID,AGSL,5800
1.06,Good,D,VS2,VG,G,GIA,6893
0.82,Ideal,D,SI1,EX,EX,GIA,4135
1.5,Good,F,VVS1,EX,G,GIA,15665
2.01,Very Good,G,VS1,G,EX,GIA,26043
1.57,Very Good,I,VS2,VG,G,GIA,9809
1.01,Very Good,E,VS2,VG,EX,GIA,6714
2.31,Ideal,H,VVS1,ID,ID,AGSL,28792
2.16,Ideal,F,VVS2,EX,VG,GIA,38366
1.08,Signature-Ideal,E,VS1,ID,ID,AGSL,10292
2.63,Good,H,VS2,VG,EX,GIA,30387
2.01,Very Good,H,SI1,VG,VG,GIA,16901
1.02,Very Good,I,SI1,G,VG,GIA,4150
2.04,Very Good,I,VS1,EX,VG,AGSL,19629
0.91,Fair,G,SI1,VG,VG,GIA,3581
2.03,Ideal,G,VS1,VG,VG,GIA,25313
0.8,Ideal,F,VS2,EX,VG,GIA,3653
2.59,Very Good,E,SI1,EX,EX,GIA,25158
0.9,Very Good,E,SI1,VG,EX,GIA,4034
1.53,Ideal,H,IF,EX,VG,GIA,13386
1.01,Very Good,I,VS1,EX,EX,GIA,5165
1.58,Ideal,F,VS1,EX,EX,GIA,18965
2.17,Ideal,I,VS2,VG,VG,GIA,17984
1.5,Good,H,VS2,EX,G,GIA,9620
1.5,Very Good,G,VVS2,EX,VG,GIA,15013
2.01,Ideal,I,VS2,EX,VG,GIA,16766
1.01,Good,E,VS2,VG,VG,GIA,5972
0.91,Very Good,H,VS2,VG,EX,GIA,3924
1.08,Signature-Ideal,G,VS1,ID,ID,AGSL,8529
0.76,Ideal,G,VVS2,EX,EX,GIA,3927
1.12,Ideal,H,SI1,EX,EX,GIA,5818
2.15,Ideal,I,VS2,EX,EX,GIA,19592
2.02,Very Good,E,VS1,VG,G,GIA,33787
1.22,Ideal,G,VVS2,VG,EX,GIA,9239
1.25,Very Good,G,VVS1,EX,EX,GIA,11589
1.08,Very Good,D,VS1,VG,VG,GIA,9168
1.22,Ideal,G,VS1,ID,ID,AGSL,8830
0.9,Good,F,SI1,EX,VG,GIA,3788
0.81,Signature-Ideal,D,SI1,ID,ID,AGSL,4387
1,Very Good,D,SI1,VG,VG,GIA,5671
1.02,Very Good,F,VS2,VG,VG,GIA,6166
1,Fair,F,SI1,VG,VG,GIA,4925
2.05,Ideal,H,VS1,ID,ID,AGSL,22892
1.01,Ideal,F,VS2,ID,ID,AGSL,7121
0.9,Very Good,H,SI1,VG,EX,GIA,3533
1.01,Ideal,F,VVS2,EX,EX,GIA,9463
1.52,Ideal,I,SI1,EX,EX,GIA,9358
0.91,Ideal,H,VS2,VG,VG,GIA,4666
1.01,Good,G,SI1,EX,VG,GIA,5073
2.04,Ideal,H,VS1,EX,EX,GIA,23045
1.57,Very Good,H,VVS2,VG,EX,GIA,13516
1.01,Signature-Ideal,E,VVS2,ID,ID,AGSL,11400
1.03,Good,I,SI1,EX,VG,GIA,4413
1.51,Ideal,G,VS2,VG,EX,GIA,12846
1.03,Ideal,H,SI1,VG,VG,GIA,5418
2.48,Very Good,H,SI1,EX,EX,AGSL,23762
1.5,Good,I,SI1,EX,VG,GIA,8161
1.04,Good,H,SI1,VG,G,GIA,4741
1.5,Ideal,H,VS1,ID,ID,AGSL,11557
1.2,Very Good,G,VS2,VG,G,GIA,7737
1,Fair,D,SI1,VG,G,GIA,5405
1,Very Good,I,SI1,G,VG,GIA,4149
1.5,Ideal,D,IF,VG,EX,GIA,33691
1.52,Very Good,D,VS2,G,VG,GIA,13799
1.11,Very Good,G,VS2,G,VG,GIA,6771
0.91,Very Good,G,VVS2,G,VG,GIA,4913
1.01,Fair,D,SI1,VG,VG,GIA,5383
1.12,Fair,G,VS1,VG,G,GIA,5487
1.53,Good,F,SI1,VG,VG,GIA,11207
0.76,Signature-Ideal,H,SI1,ID,ID,AGSL,3050
1.23,Ideal,G,VVS2,EX,EX,GIA,10317
1,Ideal,E,SI1,G,G,AGSL,5622
0.79,Very Good,F,SI1,VG,EX,GIA,2878
2.02,Very Good,H,VS2,EX,EX,GIA,21770
1.01,Ideal,F,SI1,EX,VG,GIA,5184
1.06,Ideal,G,VS1,EX,EX,GIA,7594
1.56,Very Good,H,VVS2,EX,EX,GIA,12098
0.9,Very Good,G,VS2,VG,G,GIA,4369
2.01,Good,F,SI1,VG,G,GIA,20524
0.93,Fair,H,VVS2,G,G,GIA,4179
0.8,Signature-Ideal,G,VVS2,ID,ID,AGSL,4740
1.42,Ideal,F,VVS1,EX,VG,GIA,18682
0.75,Very Good,F,VS1,VG,VG,GIA,3268
1.01,Ideal,I,SI1,EX,VG,GIA,4641
1.08,Ideal,F,VVS2,ID,ID,AGSL,10046
1.02,Very Good,F,VS1,G,VG,GIA,7740
2.02,Very Good,I,VS2,VG,G,GIA,15759
0.9,Good,F,SI1,G,G,GIA,3788
1.01,Very Good,E,SI1,VG,VG,GIA,5357
1.05,Very Good,E,SI1,EX,EX,GIA,5770
1.21,Very Good,G,VS2,VG,VG,GIA,7568
1.51,Signature-Ideal,G,IF,ID,ID,AGSL,18806
1.63,Ideal,H,VVS2,EX,VG,GIA,14541
1.11,Signature-Ideal,E,VS2,ID,ID,AGSL,9625
0.92,Very Good,H,VS1,G,G,GIA,4270
0.97,Ideal,D,SI1,VG,G,GIA,5028
0.8,Ideal,F,VS1,VG,VG,GIA,3994
1.24,Ideal,H,SI1,EX,EX,GIA,6717
1.7,Ideal,H,VS1,EX,EX,GIA,16240
1.53,Very Good,H,VS2,EX,VG,GIA,11722
1.27,Ideal,F,VVS2,VG,EX,GIA,11977
2.01,Very Good,I,VS2,EX,EX,GIA,16304
1.01,Very Good,F,SI1,G,G,GIA,4890
2.2,Ideal,H,VVS1,EX,EX,GIA,28195
2.03,Very Good,I,SI1,EX,EX,GIA,16392
2.08,Ideal,G,VS2,EX,EX,GIA,27914
2.21,Ideal,H,VS1,VG,VG,GIA,24417
2.19,Very Good,E,IF,VG,VG,GIA,52250
1.18,Very Good,H,SI1,G,EX,GIA,5674
1.53,Very Good,H,VS2,VG,VG,GIA,12133
0.9,Good,D,SI1,VG,G,GIA,4227
1.27,Very Good,H,VS2,VG,VG,GIA,7589
0.9,Very Good,E,SI1,VG,G,GIA,4144
2.01,Good,E,SI1,EX,G,GIA,20157
0.77,Good,F,VS2,VG,VG,AGSL,2911
1.39,Ideal,H,VVS2,ID,ID,AGSL,9850
1.01,Good,H,SI1,VG,VG,GIA,4846
1.31,Good,I,VS2,VG,VG,GIA,7236
1.01,Ideal,E,SI1,EX,EX,GIA,5534
1.08,Very Good,E,VS1,G,VG,GIA,7168
1.16,Very Good,G,SI1,EX,G,GIA,6292
1.02,Signature-Ideal,D,VS2,ID,ID,AGSL,9502
1.62,Very Good,H,SI1,VG,VG,GIA,10521
1.14,Ideal,G,SI1,EX,VG,GIA,5809
1.14,Ideal,G,VS2,EX,VG,GIA,7371
2.3,Very Good,H,VVS2,EX,VG,GIA,28706
1.41,Very Good,G,VVS1,EX,VG,GIA,14936
0.8,Ideal,E,SI1,EX,EX,GIA,4053
1.01,Good,F,VS2,G,G,GIA,6158
2.08,Ideal,G,VS1,EX,EX,GIA,28655
0.82,Ideal,G,VVS2,VG,EX,GIA,4130
1.25,Very Good,G,VS2,EX,EX,GIA,8941
1.09,Ideal,I,VVS2,ID,ID,AGSL,6152
1.05,Very Good,H,SI1,G,G,GIA,5072
0.91,Ideal,G,SI1,ID,ID,AGSL,4453
0.91,Very Good,E,SI1,VG,EX,GIA,4310
2.02,Very Good,F,SI1,G,EX,GIA,17530
1.26,Ideal,F,VS2,EX,EX,GIA,10007
1.55,Ideal,I,VS1,EX,VG,GIA,10384
0.8,Ideal,E,VS2,EX,EX,GIA,4126
2.01,Good,H,VS1,VG,G,GIA,21204
1.02,Ideal,I,VVS2,ID,ID,AGSL,5767
1.01,Good,F,VS1,G,VG,GIA,6825
2.07,Ideal,H,VS2,VG,EX,GIA,20427
2.09,Very Good,I,VS1,EX,EX,GIA,18215
1.02,Ideal,G,VVS2,VG,VG,GIA,8107
1,Good,E,VS2,VG,VG,GIA,6073
0.87,Very Good,H,SI1,EX,VG,GIA,3180
1.01,Very Good,E,VVS2,VG,VG,GIA,8992
0.8,Ideal,D,VS1,VG,EX,GIA,4670
0.9,Very Good,E,SI1,EX,VG,GIA,4090
1.04,Ideal,D,VS2,VG,G,GIA,7220
1.01,Ideal,E,VVS2,EX,EX,GIA,9780
2,Good,H,VS2,VG,VG,GIA,19002
0.94,Ideal,I,VVS2,VG,VG,GIA,4390
