Id,C_MSSubClass,C_MSZoning,Numeric_LotFrontage,Numeric_LotArea,C_Street,C_Alley,C_LotShape,C_LandContour,C_Utilities,C_LotConfig,C_LandSlope,C_Neighborhood,C_Condition1,C_Condition2,C_BldgType,C_HouseStyle,Int_OverallQual,Int_OverallCond,C_YearBuilt,C_YearRemodAdd,C_RoofStyle,C_RoofMatl,C_Exterior1st,C_Exterior2nd,C_MasVnrType,Numeric_MasVnrArea,C_ExterQual,C_ExterCond,C_Foundation,C_BsmtQual,C_BsmtCond,C_BsmtExposure,C_BsmtFinType1,Numeric_BsmtFinSF1,C_BsmtFinType2,Numeric_BsmtFinSF2,Numeric_BsmtUnfSF,Numeric_TotalBsmtSF,C_Heating,C_HeatingQC,C_CentralAir,C_Electrical,Numeric_1stFlrSF,Numeric_2ndFlrSF,Numeric_LowQualFinSF,Numeric_GrLivArea,Int_BsmtFullBath,Int_BsmtHalfBath,Int_FullBath,Int_HalfBath,Int_BedroomAbvGr,Int_KitchenAbvGr,C_KitchenQual,Int_TotRmsAbvGrd,C_Functional,Int_Fireplaces,C_FireplaceQu,C_GarageType,C_GarageYrBlt,C_GarageFinish,Int_GarageCars,Numeric_GarageArea,C_GarageQual,C_GarageCond,C_PavedDrive,Numeric_WoodDeckSF,Numeric_OpenPorchSF,Numeric_EnclosedPorch,Numeric_3SsnPorch,Numeric_ScreenPorch,Numeric_PoolArea,C_PoolQC,C_Fence,C_MiscFeature,Numeric_MiscVal,C_MoSold,C_YrSold,C_SaleType,C_SaleCondition,SalePrice,Log_LotFrontage,Log_LotArea,Log_MasVnrArea,Log_BsmtFinSF1,Log_BsmtFinSF2,Log_BsmtUnfSF,Log_TotalBsmtSF,Log_1stFlrSF,Log_2ndFlrSF,Log_LowQualFinSF,Log_GrLivArea,Log_GarageArea,Log_WoodDeckSF,Log_OpenPorchSF,Log_EnclosedPorch,Log_3SsnPorch,Log_ScreenPorch,Log_PoolArea,Log_MiscVal,C_Feature_Bldg_Class,Numeric_Feature_SD_LotArea,C_Feature_1_SD_Away_LotArea,C_Feature_MSZoning,C_Feature_LotShape,C_Feature_LotConfig,C_Feature_LandSlope,C_Feature_Neighbourhood_Class,C_Feature_Neighbourhood,C_Feature_Condition1_1,C_Feature_Condition1_2,C_Feature_Condition2,C_Feature_BldgType,C_Feature_HouseStyle_1,C_Feature_HouseStyle_2,Int_Feature_HouseStyle_3,Int_Feature_Overall_Qual,Int_Feature_Overall_Cond,C_Feature_OverallQual,C_Feature_OverallCond,Int_Feature_YearBuilt_Age,C_Feature_YearBuilt_Age_2,C_Feature_YearBuilt_Age_3,Int_Feature_YearBuilt_Age_3,C_Feature_YearBuilt_interaction,Int_Feature_Reomod_Age,C_Feature_Remod_Flag,C_Feature_YearRemod_Age_2,C_Feature_YearRemod_Age_3,C_Feature_YearRemod_interaction,C_Feature_RoofStyle,C_Feature_RoofMatl,C_Feature_Exterior1st,C_Feature_Exterior2nd,C_Feature_Exterior2nd_Flag,C_Feature_MasVnrType,Int_Feature_ExterQual,C_Feature_ExterQual_Flag,Int_Feature_ExterQual_2,Int_Feature_ExterCond,C_Feature_ExterCond_Flag,Int_Feature_ExterCond_2,C_Feature_ExterCond_Depr_Flag,Int_Feature_Years_Depreciated,C_Feature_Foundation,Int_Feature_BsmtQual,Int_Feature_BsmtQual_2,Int_Feature_BsmtCond,C_Feature_BsmtQual_BsmtCond,Int_Feature_BsmtExposure,C_Feature_QCE,C_Feature_BsmtFinTyp1_1,C_Feature_BsmtFintyp1_2,C_Feature_BsmtFinTyp2_1,C_Feature_BsmtFinTyp2_2,C_Feature_Heating,Int_Feature_Heating_QC,C_Feature_Heating_and_QC,C_Feature_Electrical,C_Feature_2ndFlr_Flag,C_Feature_LowQualSF,C_Feature_BsmtFullBath,C_Feature_BsmtHalfBath,C_Feature_FullBath,C_Feature_HalfBath,Int_Feature_Bsmt_TotalBath,Int_Feature_TotalBath,Int_Feature_Tot_HalfBath,Int_Feature_Tot_FullBath,Int_Feature_TotBath,C_Feature_KitchenAbvGrd,Int_Feature_KitchenQual,C_Feature_Kitchen_NQ,C_Feature_TotRmsAbvGrd,C_Feature_Functional,Int_Feature_Firplace_QU,C_Feature_GarageType,C_Feature_Garage_Flag,Int_GarageYearBuilt_Age,C_GarageYear_df_than_built_flag,Int_Feature_GarageQual,Int_Feature_GarageCond,C_Feature_Qual_Cond,C_Feature_Paved,Numeric_Feature_TotalPorch_Area,Numeric_Feature_Log_TotalPorch,C_Feature_WoodDeckSF_Flag,C_Feature_OpenPorchSF_Flag,C_Feature_EnclosedPorch_Flag,C_Feature_3SsnPorch_Flag,C_Feature_ScreenPorch_Flag,C_sumof_Flags,C_sumof_Flags_inverse,C_Feature_Fence_Flag,C_Feature_SaleCondition,C_Feature_SaleType,Numeric_Feature_TotalArea,Numeric_Feature_Log_TotalArea
1056,20,RL,104,11361,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160,TA,TA,CBlock,Gd,TA,No,ALQ,644,Unf,0,549,1193,GasA,TA,Y,SBrkr,1523,0,0,1523,0,1,2,0,3,1,TA,7,Typ,1,TA,Attchd,1976,Fin,2,478,TA,TA,Y,0,0,0,0,189,0,None,MnPrv,None,0,5,2008,COD,Abnorml,180000,2.017033339,4.05541656,2.204119983,2.808885867,0,2.739572344,3.076640444,3.182699903,0,0,3.182699903,2.679427897,0,0,0,0,2.276461804,0,0,1,0.09,0,0,1,Inside,1,Average,NWAmes,1,1,0,1,1Story,1,5,6,5,6,5,32,More than 20 but less than 50,4,4,More than 20 but less than 50 AND 4,32,0,More than 20 but less than 50,4,More than 20 but less than 50 AND 4,Gable,CompShg,Plywood,Plywood,0,0,3,0,3,3,0,3,Constant,0,CBlock,4,99,3,4 AND 3,1,4 AND 3 AND 1,0,0,0,1,GasA,3,GasA AND 3,SBrkr,1,1,0,1,2,0,1,2,1,2,3,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,3,Attchd,0,32,0,3,3,3 AND 3,1,189,2.276461804,1,1,1,1,0,4,1,0,0,COD,3065,3.486430479
1057,120,RL,43,7052,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,705,1364,GasA,Ex,Y,SBrkr,1364,0,0,1364,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,2,484,TA,TA,Y,192,36,0,0,0,0,None,None,None,0,6,2006,WD,Normal,185850,1.633468456,3.848312304,2.380211242,2.818885415,0,2.848189117,3.13481437,3.13481437,0,0,3.13481437,2.684845362,2.283301229,1.556302501,0,0,0,0,0,1,-0.35,0,0,0,Inside,1,Expensive,NridgHt,1,1,0,1,1Story,1,5,7,5,7,5,1,Less than 20 Years,1,1,Less than 20 Years AND 1,1,0,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,VinylSd,VinylSd,0,0,4,0,4,3,0,3,Depreciated,1,PConc,4,99,3,4 AND 3,3,4 AND 3 AND 3,0,0,0,1,GasA,5,GasA AND 5,SBrkr,1,1,1,0,2,0,1,2,0,3,3,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,4,Attchd,0,1,0,3,3,3 AND 3,1,228,2.357934847,0,0,1,1,1,3,2,1,1,WD,3196,3.504606771
1058,60,RL,0,29959,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994,1994,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,595,Unf,0,378,973,GasA,Ex,Y,SBrkr,979,871,0,1850,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,1994,Fin,2,467,TA,TA,Y,168,98,0,0,0,0,None,None,None,0,1,2009,WD,Normal,248000,0,4.476527313,0,2.774516966,0,2.5774918,2.98811284,2.990782692,2.940018155,0,3.267171728,2.669316881,2.225309282,1.991226076,0,0,0,0,0,1,1.98,1,0,0,FR,1,Expensive,NoRidge,1,1,0,1,2Story,1,6,7,6,7,6,15,Less than 20 Years,2,2,Less than 20 Years AND 2,15,0,Less than 20 Years,2,Less than 20 Years AND 2,Gable,CompShg,HdBoard,HdBoard,0,1,4,0,4,3,0,3,Depreciated,15,PConc,4,99,3,4 AND 3,1,4 AND 3 AND 1,0,0,0,1,GasA,5,GasA AND 5,SBrkr,0,1,0,0,2,1,0,3,1,2,3,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,4,BuiltIn,0,15,0,3,3,3 AND 3,1,266,2.424881637,0,0,1,1,1,3,2,1,1,WD,3089,3.489817908
1059,60,RL,96,11308,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154,Ex,TA,PConc,Ex,TA,Av,GLQ,936,Unf,0,168,1104,GasA,Ex,Y,SBrkr,1130,1054,0,2184,1,0,2,1,3,1,Ex,10,Typ,1,Gd,Attchd,2008,Fin,3,836,TA,TA,Y,0,102,0,0,0,0,None,None,None,0,7,2009,WD,Normal,335000,1.982271233,4.0533858,2.187520721,2.971275849,0,2.225309282,3.042969073,3.053078443,3.022840611,0,3.339252634,2.922206277,0,2.008600172,0,0,0,0,0,1,0.09,0,0,0,Inside,1,Expensive,NridgHt,1,1,0,1,2Story,1,6,9,5,9,5,1,Less than 20 Years,1,1,Less than 20 Years AND 1,1,0,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,VinylSd,VinylSd,0,0,5,1,5,3,0,3,Depreciated,1,PConc,5,120,3,5 AND 3,3,5 AND 3 AND 3,0,0,0,1,GasA,5,GasA AND 5,SBrkr,0,1,1,0,2,1,1,3,1,3,4,1 Kitchen,5,1 Kitchen AND 5,10 or more,1,4,Attchd,0,1,0,3,3,3 AND 3,1,102,2.008600172,1,0,1,1,1,4,1,1,1,WD,3544,3.549493713
1060,50,RL,0,11275,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480,TA,TA,CBlock,TA,TA,Mn,Rec,297,LwQ,557,0,854,GasA,TA,Y,SBrkr,1096,895,0,1991,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1977,Unf,2,432,TA,Fa,Y,0,0,19,0,0,0,None,None,None,0,3,2007,WD,Normal,220000,0,4.052116551,2.681241237,2.472756449,2.745855195,0,2.931457871,3.039810554,2.951823035,0,3.29907126,2.635483747,0,0,1.278753601,0,0,0,0,0,0.08,0,0,0,Corner,0,Above Average,Crawfor,1,1,0,1,1.5Fin,1,3,6,7,6,7,75,More than 50 but less than 100 Years,8,8,More than 50 but less than 100 Years AND 8,57,1,More than 50 but less than 100 Years,6,More than 50 but less than 100 Years AND 6,Gable,CompShg,MetalSd,MetalSd,0,0,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,2,3 AND 3 AND 2,0,0,1,0,GasA,3,GasA AND 3,SBrkr,0,1,0,0,1,1,0,2,1,1,2,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,4,Detchd,0,30,1,3,2,3 AND 2,1,19,1.278753601,1,1,0,1,1,4,1,1,1,WD,3344,3.524266269
1061,120,RL,41,4920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CemntBd,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616,Unf,0,722,1338,GasA,Ex,Y,SBrkr,1338,0,0,1338,1,0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2001,Fin,2,582,TA,TA,Y,0,0,170,0,0,0,None,None,None,0,4,2010,WD,Normal,213500,1.612783857,3.691965103,0,2.789580712,0,2.858537198,3.126456113,3.126456113,0,0,3.126456113,2.764922985,0,0,2.230448921,0,0,0,0,1,-0.56,0,0,1,Inside,1,Expensive,StoneBr,1,1,0,1,1Story,1,5,8,5,8,5,9,Less than 20 Years,1,1,Less than 20 Years AND 1,9,0,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,CemntBd,CemntBd,0,1,4,0,4,3,0,3,Depreciated,9,PConc,4,99,3,4 AND 3,2,4 AND 3 AND 2,0,0,0,1,GasA,5,GasA AND 5,SBrkr,1,1,1,0,2,0,1,2,0,3,3,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,0,Attchd,0,9,0,3,3,3 AND 3,1,170,2.230448921,1,1,0,1,1,4,1,1,1,WD,2846,3.454234896
1062,30,C (all),120,18000,Pave,None,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,894,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1994,RFn,3,1248,TA,TA,Y,0,20,0,0,0,0,None,None,Shed,560,8,2008,ConLD,Normal,81000,2.079181246,4.255272505,0,0,0,2.951337519,2.951337519,2.951337519,0,0,2.951337519,3.096214585,0,1.301029996,0,0,0,0,2.748188027,0,0.77,0,1,1,Inside,1,Below Average,IDOTRR,1,1,0,1,1Story,1,5,2,4,3,4,73,More than 50 but less than 100 Years,8,8,More than 50 but less than 100 Years AND 8,58,1,More than 50 but less than 100 Years,6,More than 50 but less than 100 Years AND 6,Gable,CompShg,MetalSd,MetalSd,0,1,2,0,3,3,0,3,Improved,0,CBlock,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,1,0,1,GasA,3,GasA AND 3,SBrkr,1,1,0,0,1,0,0,1,0,1,1,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,0,Detchd,0,14,1,3,3,3 AND 3,1,20,1.301029996,1,0,1,1,1,4,1,1,1,Other,1808,3.257198426
1063,190,RM,85,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,662,662,GasA,TA,N,SBrkr,1422,915,0,2337,0,0,2,0,5,2,TA,10,Min2,0,None,Detchd,1945,Unf,2,560,TA,TA,Y,0,57,0,0,0,0,None,None,None,0,9,2007,WD,Normal,90000,1.929418926,4.133538908,0,0,0,2.820857989,2.820857989,3.152899596,2.961421094,0,3.368658712,2.748188027,0,1.755874856,0,0,0,0,0,0,0.32,0,0,1,Inside,1,Below Average,OldTown,1,1,0,0,2Story,1,6,5,5,5,5,107,Over 100 Years,11,11,Over 100 Years AND 11,57,1,More than 50 but less than 100 Years,6,More than 50 but less than 100 Years AND 6,Gable,CompShg,Wd Sdng,Wd Sdng,0,1,3,0,3,3,0,3,Constant,0,BrkTil,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,1,0,1,GasA,3,GasA AND 3,SBrkr,0,1,0,0,2,0,0,2,0,2,2,More than 1,3,More than 1 AND 3,10 or more,0,0,Detchd,0,62,1,3,3,3 AND 3,1,57,1.755874856,1,0,1,1,1,4,1,1,1,WD,3056,3.48515335
1064,30,RM,50,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,No,BLQ,397,Unf,0,706,1103,GasA,Gd,Y,SBrkr,1103,0,0,1103,0,0,1,0,2,1,Gd,5,Typ,1,Gd,Detchd,1976,Unf,2,440,TA,TA,Y,166,120,0,0,0,0,None,MnPrv,None,0,7,2006,WD,Normal,110500,1.698970004,3.77815125,0,2.598790507,0,2.848804701,3.042575512,3.042575512,0,0,3.042575512,2.643452676,2.220108088,2.079181246,0,0,0,0,0,0,-0.45,0,0,1,Inside,1,Below Average,OldTown,0,4,1,1,1Story,1,5,6,6,6,6,81,More than 50 but less than 100 Years,9,9,More than 50 but less than 100 Years AND 9,26,1,More than 20 but less than 50,3,More than 20 but less than 50 AND 3,Gable,CompShg,MetalSd,MetalSd,0,1,3,0,3,4,0,4,Improved,0,BrkTil,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,0,0,1,GasA,4,GasA AND 4,SBrkr,1,1,0,0,1,0,0,1,0,1,1,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,4,Detchd,0,30,1,3,3,3 AND 3,1,286,2.456366033,0,0,1,1,1,3,2,0,1,WD,2492,3.396548038
1065,20,RL,0,11000,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200,TA,TA,CBlock,TA,TA,Mn,BLQ,740,Rec,230,184,1154,GasA,Ex,Y,SBrkr,1154,0,0,1154,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1966,RFn,2,480,TA,TA,Y,0,58,0,0,0,0,None,MnPrv,None,0,11,2009,WD,Normal,154000,0,4.041392685,2.301029996,2.86923172,2.361727836,2.264817823,3.062205809,3.062205809,0,0,3.062205809,2.681241237,0,1.763427994,0,0,0,0,0,1,0.05,0,0,0,CulDSac,1,Below Average,NAmes,1,1,0,1,1Story,1,5,5,6,5,6,43,More than 20 but less than 50,5,5,More than 20 but less than 50 AND 5,43,0,More than 20 but less than 50,5,More than 20 but less than 50 AND 5,Gable,CompShg,Plywood,Plywood,0,0,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,2,3 AND 3 AND 2,0,0,1,0,GasA,5,GasA AND 5,SBrkr,1,1,0,0,1,1,0,2,1,1,2,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,1,Attchd,0,43,0,3,3,3 AND 3,1,58,1.763427994,1,0,1,1,1,4,1,0,1,WD,2566,3.409256652
1066,60,RL,80,14000,Pave,None,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201,Unf,0,105,1306,GasA,Ex,Y,SBrkr,1306,954,0,2260,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1996,RFn,2,533,TA,TA,Y,296,44,0,0,0,0,None,None,None,0,4,2010,WD,Normal,328000,1.903089987,4.146128036,0,3.079543007,0,2.021189299,3.115943177,3.115943177,2.979548375,0,3.354108439,2.726727209,2.471291711,1.643452676,0,0,0,0,0,1,0.36,0,0,1,Inside,0,Above Average,ClearCr,1,1,0,1,2Story,1,6,7,5,7,5,14,Less than 20 Years,2,2,Less than 20 Years AND 2,13,1,Less than 20 Years,2,Less than 20 Years AND 2,Gable,CompShg,Wd Sdng,Wd Sdng,0,1,4,0,4,3,0,3,Depreciated,13,PConc,5,120,3,5 AND 3,4,5 AND 3 AND 4,0,0,0,1,GasA,5,GasA AND 5,SBrkr,0,1,1,0,2,1,1,3,1,3,4,1 Kitchen,4,1 Kitchen AND 4,Between 5 - 7,1,0,Attchd,0,14,0,3,3,3 AND 3,1,340,2.531478917,0,0,1,1,1,3,2,1,1,WD,3906,3.591732239
1067,60,RL,59,7837,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,799,799,GasA,Gd,Y,SBrkr,799,772,0,1571,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993,RFn,2,380,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,5,2009,WD,Normal,178000,1.770852012,3.894149847,0,0,0,2.902546779,2.902546779,2.902546779,2.8876173,0,3.196176185,2.579783597,0,1.602059991,0,0,0,0,0,1,-0.27,0,0,0,Inside,1,Average,Gilbert,1,1,0,1,2Story,1,6,6,7,6,7,16,Less than 20 Years,2,2,Less than 20 Years AND 2,15,1,Less than 20 Years,2,Less than 20 Years AND 2,Gable,CompShg,VinylSd,VinylSd,0,1,4,0,4,3,0,3,Depreciated,15,PConc,4,99,3,4 AND 3,1,4 AND 3 AND 1,0,1,0,1,GasA,4,GasA AND 4,SBrkr,0,1,0,0,2,1,0,3,1,2,3,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,3,Attchd,0,16,0,3,3,3 AND 3,1,40,1.602059991,1,0,1,1,1,4,1,1,1,WD,2410,3.382017043
1068,60,RL,80,9760,Pave,None,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360,TA,TA,CBlock,TA,TA,Gd,GLQ,674,LwQ,106,0,780,GasA,TA,Y,SBrkr,798,813,0,1611,1,0,1,1,4,1,TA,7,Typ,0,None,Attchd,1964,RFn,2,442,TA,TA,Y,328,128,0,0,189,0,None,None,None,0,6,2008,WD,Normal,167900,1.903089987,3.989449818,2.556302501,2.828659897,2.025305865,0,2.892094603,2.902002891,2.910090546,0,3.20709554,2.645422269,2.515873844,2.10720997,0,0,2.276461804,0,0,1,-0.07,0,0,1,Inside,0,Below Average,NAmes,1,1,0,1,2Story,1,6,6,6,6,6,44,More than 20 but less than 50,5,5,More than 20 but less than 50 AND 5,44,0,More than 20 but less than 50,5,More than 20 but less than 50 AND 5,Gable,CompShg,HdBoard,HdBoard,0,0,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,4,3 AND 3 AND 4,0,0,1,0,GasA,3,GasA AND 3,SBrkr,0,1,1,0,1,1,1,2,1,2,3,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,0,Attchd,0,44,0,3,3,3 AND 3,1,645,2.809559715,0,0,1,1,0,2,3,1,1,WD,3396,3.530967682
1069,160,RM,42,3964,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CemntBd,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,837,Unf,0,105,942,GasA,Gd,Y,SBrkr,1291,1230,0,2521,1,0,2,1,5,1,TA,10,Maj1,1,Gd,Attchd,1973,Fin,2,576,TA,TA,Y,728,20,0,0,0,0,None,GdPrv,None,0,6,2006,WD,Normal,151400,1.62324929,3.598133646,0,2.922725458,0,2.021189299,2.974050903,3.110926242,3.089905111,0,3.401572846,2.760422483,2.862131379,1.301029996,0,0,0,0,0,1,-0.66,0,0,1,Inside,1,Below Average,Other Grouped,1,1,0,1,2Story,1,6,6,4,6,4,33,More than 20 but less than 50,4,4,More than 20 but less than 50 AND 4,33,0,More than 20 but less than 50,4,More than 20 but less than 50 AND 4,Gable,CompShg,CemntBd,CemntBd,0,1,3,0,3,3,0,3,Constant,0,CBlock,4,99,3,4 AND 3,1,4 AND 3 AND 1,0,0,0,1,GasA,4,GasA AND 4,SBrkr,0,1,1,0,2,1,1,3,1,3,4,1 Kitchen,3,1 Kitchen AND 3,10 or more,0,4,Attchd,0,33,0,3,3,3 AND 3,1,748,2.873901598,0,0,1,1,1,3,2,0,1,WD,4211,3.624385241
1070,45,RL,60,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,220,Unf,0,625,845,GasA,TA,Y,SBrkr,893,0,0,893,0,1,1,0,2,1,Gd,4,Typ,0,None,Detchd,1985,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2007,WD,Normal,135000,1.77815125,3.982271233,0,2.342422681,0,2.795880017,2.926856709,2.950851459,0,0,2.950851459,2.760422483,0,0,0,0,0,0,0,0,-0.09,0,0,1,Inside,1,Below Average,NAmes,1,1,0,1,1.5Unf,0,1,5,7,5,7,58,More than 50 but less than 100 Years,6,6,More than 50 but less than 100 Years AND 6,4,1,Less than 20 Years,1,Less than 20 Years AND 1,Gable,CompShg,MetalSd,MetalSd,0,1,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,0,0,1,GasA,3,GasA AND 3,SBrkr,1,1,0,1,1,0,1,1,1,1,2,1 Kitchen,4,1 Kitchen AND 4,Less than 4,1,0,Detchd,0,22,1,3,3,3 AND 3,1,0,0,1,1,1,1,1,5,0,1,1,WD,1738,3.240049772
1071,20,RL,72,10152,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120,TA,TA,CBlock,TA,TA,No,BLQ,586,Unf,0,462,1048,GasA,TA,Y,SBrkr,1048,0,0,1048,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1956,Unf,1,286,TA,TA,Y,0,20,0,0,192,0,None,None,None,0,6,2007,WD,Normal,135000,1.857332496,4.006551609,2.079181246,2.767897616,0,2.664641976,3.020361283,3.020361283,0,0,3.020361283,2.456366033,0,1.301029996,0,0,2.283301229,0,0,1,-0.03,0,0,1,Inside,1,Below Average,NAmes,1,1,0,1,1Story,1,5,5,5,5,5,51,More than 50 but less than 100 Years,6,6,More than 50 but less than 100 Years AND 6,51,0,More than 50 but less than 100 Years,6,More than 50 but less than 100 Years AND 6,Hip,CompShg,MetalSd,MetalSd,0,0,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,0,0,1,GasA,3,GasA AND 3,SBrkr,1,1,1,0,1,0,1,1,0,2,2,1 Kitchen,3,1 Kitchen AND 3,Between 5 - 7,1,0,Attchd,0,51,0,3,3,3 AND 3,1,212,2.326335861,1,0,1,1,0,3,2,1,1,WD,2428,3.385248682
1072,60,RL,78,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,298,Unf,0,429,727,GasA,Ex,Y,SBrkr,829,727,0,1556,0,0,1,1,4,1,TA,8,Typ,0,None,Attchd,1968,Unf,2,441,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,154000,1.892094603,4.068185862,0,2.474216264,0,2.632457292,2.861534411,2.918554531,2.861534411,0,3.192009593,2.644438589,0,0,0,0,0,0,0,1,0.13,0,0,1,Inside,1,Average,NWAmes,0,3,1,1,2Story,1,6,6,6,6,6,41,More than 20 but less than 50,5,5,More than 20 but less than 50 AND 5,41,0,More than 20 but less than 50,5,More than 20 but less than 50 AND 5,Gable,CompShg,MetalSd,MetalSd,0,1,3,0,3,3,0,3,Constant,0,CBlock,3,89,3,3 AND 3,1,3 AND 3 AND 1,0,0,0,1,GasA,5,GasA AND 5,SBrkr,0,1,0,0,1,1,0,2,1,1,2,1 Kitchen,3,1 Kitchen AND 3,8 Rooms,1,0,Attchd,0,41,0,3,3,3 AND 3,1,0,0,1,1,1,1,1,5,0,1,1,WD,2283,3.358505911
