fips,area_name,state_abbreviation,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210
27157,Wabasha County,MN,21362,21664,-1.4,21676,6.0,22.3,18.7,50.2,97.5,0.6,0.3,0.6,0.0,1.0,3.0,94.9,90.6,1.4,3.0,92.7,20.0,1949,22.5,10036,82.4,10.4,154000,8890,2.39,28282,53057,8.3,573,5837,-0.9,1517,2293,0.0,0.0,0.0,0.0,0.0,18.5,0,92168,210766,9685,16992,97,522.98,41.4
27159,Wadena County,MN,13757,13843,-0.6,13843,6.2,24.0,21.6,50.4,96.2,1.0,0.7,0.4,0.0,1.7,1.7,94.8,87.6,1.0,4.0,88.4,13.6,1222,22.0,6982,75.2,10.7,114600,5830,2.3,20329,36928,16.9,394,3846,-0.2,1012,1735,0.0,0.0,0.0,0.0,0.0,0.0,0,243381,177697,13284,10906,45,536.27,25.8
27161,Waseca County,MN,19025,19136,-0.6,19136,6.0,23.3,16.2,52.7,94.4,2.5,0.9,0.9,0.0,1.3,5.7,89.2,88.2,3.1,6.4,91.6,18.8,1445,18.9,7920,77.3,16.3,142700,7328,2.44,25723,53657,9.4,468,5790,-11.8,1190,1824,0.0,0.0,0.0,0.0,0.0,21.1,633876,105217,163649,8424,13502,15,423.36,45.2
27163,Washington County,MN,249283,238134,4.7,238136,6.1,25.2,12.8,50.5,87.4,4.3,0.5,5.5,0.1,2.1,3.8,84.1,89.3,6.2,9.3,95.9,40.5,15920,25.2,95667,81.3,14.4,241900,88947,2.68,36706,81540,5.7,5519,72791,2.0,17472,20974,1.5,0.3,3.8,0.0,1.1,28.9,5751832,1743551,2690704,11886,340899,752,384.28,619.7
27165,Watonwan County,MN,11083,11211,-1.1,11211,6.8,24.7,19.2,50.3,94.8,1.7,1.3,1.2,0.1,0.9,22.9,74.5,92.9,11.5,20.8,84.5,15.9,864,19.1,5038,74.5,14.7,95700,4445,2.48,25635,49698,10.8,289,3568,0.2,720,863,0.0,0.0,0.0,0.0,0.0,0.0,327529,145890,70359,6402,9103,6,434.95,25.8
27167,Wilkin County,MN,6495,6576,-1.2,6576,5.8,23.0,18.1,48.9,96.6,0.4,1.4,0.4,0.0,1.2,2.4,94.5,89.5,0.5,3.0,90.1,16.5,556,17.3,3073,77.3,14.5,107300,2685,2.39,25148,50507,9.2,170,1932,-7.2,474,615,0.0,0.0,0.0,0.0,0.0,0.0,0,0,56267,8675,5102,12,750.96,8.8
27169,Winona County,MN,51097,51461,-0.7,51461,4.4,18.3,15.1,50.6,94.4,1.5,0.3,2.6,0.0,1.2,2.7,92.0,84.3,3.6,6.2,89.9,26.8,2989,17.1,20922,71.6,22.5,158000,18957,2.48,23421,47468,15.0,1188,22233,2.8,2841,3551,1.5,0.0,0.0,0.0,0.0,19.9,1711138,0,666138,13403,65402,109,626.21,82.2
27171,Wright County,MN,129918,124700,4.2,124700,7.4,28.7,11.2,49.7,95.5,1.2,0.4,1.3,0.0,1.6,2.7,93.1,89.3,3.0,4.4,93.5,26.5,7961,30.1,49902,83.9,8.5,195000,44983,2.78,29623,71598,6.5,3145,34120,2.5,9447,13118,0.0,0.0,1.0,0.0,0.5,24.0,1124571,440743,1458815,12448,106702,550,661.46,188.5
27173,Yellow Medicine County,MN,10109,10438,-3.2,10438,6.4,23.4,20.1,49.0,94.2,0.4,3.4,0.5,0.1,1.4,4.2,90.6,85.9,1.6,5.1,90.0,17.4,913,18.1,4746,79.1,8.1,97600,4135,2.42,25303,52510,12.2,315,4352,-7.9,834,993,0.0,0.0,0.0,0.0,0.0,21.0,0,302279,112949,11221,38276,14,759.1,13.8
28000,Mississippi,,2994079,2968103,0.9,2967297,6.5,24.4,14.3,51.4,59.7,37.5,0.6,1.0,0.1,1.2,3.0,57.3,85.8,2.2,3.9,81.5,20.1,200748,23.9,1294721,69.4,13.9,99900,1088073,2.65,20618,39031,22.7,58435,902638,0.8,201939,225977,18.0,0.3,1.8,0.0,0.8,26.9,59869456,23003585,33751407,11552,7045097,6871,46923.27,63.2
28001,Adams County,MS,31737,32297,-1.7,32297,5.8,21.2,16.7,49.5,44.6,53.4,0.4,0.5,0.0,1.0,8.0,37.6,90.8,4.4,5.0,78.8,17.5,2028,19.8,14617,68.0,11.7,80900,12087,2.54,17544,27381,28.4,817,10418,-2.5,2360,2409,23.3,0.0,0.0,0.0,0.0,13.4,0,0,427733,13528,98002,3,462.41,69.8
28003,Alcorn County,MS,37380,37057,0.9,37057,6.2,23.8,17.1,51.1,85.7,12.5,0.3,0.4,0.0,1.0,3.1,82.9,85.8,1.4,2.9,78.5,17.4,2377,20.5,17106,71.1,9.3,84300,14679,2.5,19145,33600,20.8,782,11780,-0.4,2465,2909,0.0,0.0,0.9,0.0,0.0,18.2,944585,0,527641,14756,42518,10,400.04,92.6
28005,Amite County,MS,12629,13128,-3.8,13131,5.9,21.1,21.0,51.4,57.9,40.9,0.2,0.1,0.0,0.8,1.0,57.3,94.3,0.4,1.3,74.7,11.6,726,35.8,6632,85.3,1.9,70300,5212,2.49,16977,30750,25.7,165,1210,4.8,811,992,0.0,0.0,0.0,0.0,0.0,0.0,0,17879,36342,2727,1322,1,730.1,18.0
28007,Attala County,MS,19163,19564,-2.0,19564,7.0,25.1,19.5,52.8,56.4,42.3,0.3,0.3,0.0,0.6,2.0,54.8,87.0,1.2,1.7,73.2,16.0,1408,27.5,9126,73.6,6.1,71200,7185,2.65,18422,31641,27.7,334,4528,-4.5,1215,1577,0.0,0.0,0.0,0.0,0.0,27.1,319485,37028,171350,8756,13697,5,734.98,26.6
28009,Benton County,MS,8296,8730,-5.0,8729,5.2,22.4,17.9,50.0,62.2,36.2,0.4,0.1,0.0,1.0,2.5,60.2,89.4,1.1,2.5,73.0,9.9,412,35.3,4195,81.7,2.0,81200,3195,2.69,18597,31060,24.1,57,928,10.5,573,528,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25101,3141,0,2,406.62,21.5
28011,Bolivar County,MS,33768,34147,-1.1,34145,7.5,25.6,13.7,53.2,33.8,64.7,0.2,0.7,0.1,0.6,2.2,32.3,83.7,1.5,3.0,73.8,21.2,1434,17.8,14301,56.4,19.5,83500,12301,2.64,16462,28599,34.3,735,8683,2.0,1953,2240,28.9,0.0,2.1,0.0,0.0,31.4,287016,0,303409,8116,31055,22,876.57,39.0
28013,Calhoun County,MS,14745,14962,-1.5,14962,6.3,24.2,17.6,51.9,70.5,28.0,0.2,0.1,0.0,1.1,5.6,65.5,85.7,3.2,5.3,68.2,9.5,805,23.7,6923,70.5,6.6,61500,5944,2.46,17034,30000,23.7,257,2654,-2.7,955,1101,0.0,0.0,0.0,0.0,0.0,27.2,235326,29012,94108,6445,2525,2,586.57,25.5
28015,Carroll County,MS,10254,10597,-3.2,10597,4.3,19.8,21.0,49.0,64.7,34.0,0.2,0.2,0.0,0.9,1.3,63.9,93.7,0.7,1.6,78.2,12.3,466,23.0,5060,83.2,2.8,68800,3757,2.72,16897,31039,24.4,103,598,-2.3,656,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24204,2344,667,0,628.24,16.9
28017,Chickasaw County,MS,17313,17392,-0.5,17392,6.8,25.0,15.6,51.9,54.2,43.9,0.3,0.4,0.1,1.0,3.9,51.2,88.2,1.5,3.4,72.0,10.0,657,25.2,7507,73.2,9.0,64600,6614,2.58,16677,31061,25.3,343,5231,-4.2,1090,1467,0.0,0.0,0.0,0.0,0.0,25.4,427185,101537,128019,6785,11476,3,501.78,34.7
28019,Choctaw County,MS,8294,8548,-3.0,8547,5.6,22.5,19.2,51.6,68.6,29.5,0.3,0.3,0.1,1.2,1.3,67.7,85.5,0.1,0.7,78.3,12.6,632,28.0,4154,71.4,6.9,70600,3378,2.43,17145,29876,24.1,120,1212,2.1,659,469,0.0,0.0,0.0,0.0,0.0,0.0,0,0,30814,3424,1666,0,418.18,20.4
28021,Claiborne County,MS,9080,9598,-5.4,9604,6.1,21.9,14.3,52.5,14.3,84.1,0.2,0.7,0.0,0.8,1.2,13.8,93.8,0.8,1.5,80.9,18.6,341,23.3,4221,80.0,3.6,54500,3190,2.84,12177,23689,33.1,111,0,0.0,329,310,40.0,0.0,0.0,0.0,0.0,14.5,0,0,39271,3675,4726,0,487.41,19.7
28023,Clarke County,MS,16299,16732,-2.6,16732,5.5,23.1,18.5,52.7,64.4,34.2,0.4,0.2,0.0,0.7,1.1,63.5,93.3,0.3,0.8,77.0,11.7,1359,30.2,7874,84.1,3.7,59900,6305,2.62,18066,31362,23.4,229,2520,-9.8,968,1413,0.0,0.0,0.0,0.0,0.0,17.3,0,0,58099,3346,4486,0,691.55,24.2
28025,Clay County,MS,20225,20634,-2.0,20634,6.1,24.2,16.3,53.0,40.2,58.6,0.2,0.2,0.0,0.7,1.4,39.4,88.8,0.5,1.9,79.1,17.9,1220,22.8,9194,71.3,12.1,80600,7750,2.61,18273,30764,26.4,356,4090,-3.2,1273,1424,0.0,0.0,0.0,0.0,0.0,25.2,392963,0,126026,6037,15843,6,410.08,50.3
28027,Coahoma County,MS,24807,26151,-5.1,26151,8.2,27.6,13.3,53.9,23.5,74.9,0.1,0.7,0.0,0.7,1.5,22.6,86.3,0.5,1.2,76.6,17.5,1198,19.5,10750,53.3,21.9,55600,9464,2.66,15742,26407,38.2,555,6625,-2.9,1768,2027,33.0,0.0,0.0,0.0,0.0,27.5,0,0,260323,9448,120568,6,552.44,47.3
28029,Copiah County,MS,28797,29449,-2.2,29449,6.4,23.6,15.4,51.6,47.1,51.4,0.2,0.4,0.0,1.0,2.8,44.9,91.9,2.3,3.6,79.6,13.5,1785,25.3,12113,76.3,3.4,74100,9897,2.83,18318,35421,26.3,437,5924,-2.9,1665,1803,19.7,2.3,0.0,0.0,1.5,21.5,0,0,143069,4889,15675,6,777.24,37.9
28031,Covington County,MS,19442,19571,-0.7,19568,7.1,24.8,17.0,51.1,62.6,35.9,0.2,0.3,0.1,1.0,2.1,61.2,91.2,0.3,1.0,76.5,14.2,1460,27.3,8505,83.0,2.5,71800,7036,2.73,17241,33381,29.9,328,3932,1.3,1430,1495,12.3,0.0,0.0,0.0,0.0,20.1,0,66560,171612,8453,11175,8,413.79,47.3
28033,DeSoto County,MS,170913,161264,6.0,161252,6.3,26.7,11.8,51.5,71.9,24.9,0.3,1.4,0.1,1.4,4.9,67.5,85.9,3.6,5.3,88.6,21.6,11011,25.1,63932,75.1,12.0,152600,57979,2.82,25176,58505,9.8,2613,46136,0.8,11583,12573,13.0,0.0,1.8,0.0,1.5,28.5,1663506,1676805,2069453,13825,256752,990,476.15,338.7
28035,Forrest County,MS,76330,74932,1.9,74934,6.8,23.1,12.7,52.2,60.0,37.0,0.4,1.1,0.1,1.4,3.2,57.5,78.9,2.8,4.2,83.8,27.0,5360,20.8,32602,56.5,25.0,117500,27822,2.58,19736,36726,27.6,1853,31976,3.3,5162,5646,12.4,0.0,1.9,0.0,0.0,24.8,883448,424129,2121634,26812,158846,165,466.31,160.7
28037,Franklin County,MS,7833,8118,-3.5,8118,5.6,24.5,17.8,51.2,63.2,35.5,0.2,0.1,0.0,0.9,0.8,62.7,94.0,0.3,1.1,81.1,11.3,589,39.8,4157,79.6,3.2,63700,3311,2.39,24234,32372,23.0,117,1123,0.0,448,524,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20884,2507,0,0,563.78,14.4
28039,George County,MS,23303,22579,3.2,22578,7.3,26.2,14.5,49.5,89.8,8.5,0.4,0.3,0.0,0.9,2.2,87.8,86.4,1.8,2.1,83.8,10.3,1630,35.2,9357,84.2,2.2,94400,7842,2.83,20217,43958,18.6,310,3508,7.8,1291,2033,4.9,0.0,0.0,0.0,0.0,21.3,0,0,231543,10510,13432,0,478.71,47.2
28041,Greene County,MS,14326,14395,-0.5,14400,4.8,20.0,12.9,40.5,71.5,27.2,0.4,0.1,0.0,0.8,1.0,70.6,83.4,0.8,2.6,75.7,7.8,1153,37.6,5123,87.4,5.5,83200,4117,2.74,14463,36888,18.2,122,709,-4.8,638,783,0.0,0.0,0.0,0.0,0.0,0.0,0,27584,39126,2857,1698,0,712.76,20.2
28043,Grenada County,MS,21666,21906,-1.1,21906,6.2,23.7,16.6,52.7,56.0,42.4,0.2,0.4,0.0,0.9,1.2,55.2,88.3,0.4,0.9,78.4,14.7,1095,21.5,10188,73.5,11.5,86500,7941,2.69,21084,34129,21.9,546,8225,4.4,1337,1973,14.5,0.0,0.0,0.0,0.0,32.2,732464,0,377005,16312,36218,14,422.11,51.9
28045,Hancock County,MS,45949,44014,4.4,43929,5.4,22.1,17.3,50.9,87.8,8.4,0.6,1.1,0.1,2.0,3.6,84.7,85.2,3.6,5.2,85.4,22.0,4397,29.1,23604,75.3,12.0,133900,18145,2.43,22621,44522,18.7,686,9779,-0.9,3200,4258,0.0,0.0,3.3,0.0,0.0,0.0,0,0,383192,9642,133842,502,473.75,92.7
28047,Harrison County,MS,199058,187105,6.4,187105,7.0,24.3,13.2,50.4,69.8,24.0,0.5,3.0,0.1,2.5,5.4,65.3,79.1,4.5,6.7,85.6,20.7,22647,21.7,89749,61.0,23.6,143000,72253,2.57,22677,43124,19.9,4114,71566,0.6,13979,14674,10.7,0.0,4.7,0.0,1.5,24.7,0,839746,2903219,16472,1619113,1125,573.99,326.0
28049,Hinds County,MS,243729,245365,-0.7,245285,6.7,25.2,12.1,53.2,27.3,70.8,0.2,0.8,0.0,0.9,1.6,26.2,84.8,1.9,3.1,85.1,27.4,14001,21.3,104082,59.3,23.6,106400,87844,2.71,20448,37626,25.3,5446,98058,-0.3,19824,21768,37.5,0.0,1.8,0.0,0.4,33.5,1406186,2118836,2992625,12021,403797,611,869.74,282.0
28051,Holmes County,MS,18459,19478,-5.2,19198,7.7,26.8,13.5,52.2,16.6,82.2,0.1,0.5,0.0,0.6,0.9,16.4,91.9,0.2,0.6,71.4,12.7,574,25.7,8415,71.0,7.3,49000,6511,2.81,12113,22325,43.5,246,2068,1.2,1148,1086,39.7,0.0,0.0,0.0,0.0,25.9,207973,31091,114372,5599,5530,7,756.7,25.4
28053,Humphreys County,MS,8741,9375,-6.8,9375,7.4,27.4,14.2,52.9,23.5,75.0,0.1,0.4,0.1,1.0,2.5,22.0,88.9,0.8,0.8,64.1,10.9,499,19.0,3832,54.3,11.7,63000,3107,2.95,12874,23600,44.9,154,1751,-3.4,542,718,0.0,0.0,0.0,0.0,0.0,27.6,0,15127,81350,8198,4395,0,418.49,22.4
28055,Issaquena County,MS,1397,1406,-0.6,1406,3.2,15.0,13.7,40.6,35.0,63.9,0.4,0.6,0.0,0.1,0.9,34.4,79.3,0.0,0.1,56.4,5.3,85,26.9,558,67.5,12.0,60800,461,2.38,13731,24767,32.5,8,65,27.5,71,40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,413.05,3.4
28057,Itawamba County,MS,23527,23401,0.5,23401,6.0,21.9,17.4,50.9,91.9,6.8,0.3,0.3,0.0,0.7,1.4,90.7,87.2,0.2,2.2,76.7,13.5,1526,23.6,10167,79.0,3.2,79300,8859,2.53,18106,36073,15.7,346,4709,1.7,1287,2007,0.0,0.0,0.0,0.0,0.0,25.3,0,59439,135017,5876,12294,1,532.79,43.9
28059,Jackson County,MS,141137,139668,1.1,139668,5.9,24.2,14.2,50.9,73.3,22.1,0.4,2.3,0.1,1.8,5.5,68.5,85.6,3.5,6.4,86.3,19.6,14074,24.3,61115,70.8,14.4,123300,50007,2.77,23879,48943,15.9,2241,43812,3.4,8646,9245,12.5,0.6,3.8,0.0,0.0,30.6,0,0,1305043,9964,178044,327,722.75,193.2
28061,Jasper County,MS,16601,17062,-2.7,17062,6.8,23.5,18.0,51.3,46.4,52.4,0.2,0.2,0.1,0.7,1.2,45.6,93.7,0.6,1.1,76.6,12.9,1001,26.0,8217,79.3,3.4,72700,7015,2.38,18075,31170,22.1,215,3442,-2.0,887,1100,0.0,0.0,0.0,0.0,0.0,31.9,256511,89451,68927,3839,4405,1,676.24,25.2
28063,Jefferson County,MS,7599,7732,-1.7,7726,6.8,23.2,13.9,50.2,14.1,85.1,0.2,0.0,0.1,0.5,0.5,14.0,94.0,0.0,0.4,79.7,19.9,304,24.6,3677,71.5,9.5,61500,2520,2.84,12723,26028,40.0,60,713,-2.2,491,552,0.0,0.0,0.0,0.0,0.0,53.1,0,0,18620,2073,0,0,519.93,14.9
28065,Jefferson Davis County,MS,11822,12480,-5.3,12487,5.9,21.0,19.3,52.4,38.7,59.9,0.3,0.2,0.0,0.9,1.2,37.9,92.8,0.8,1.2,78.0,14.4,600,32.7,5879,78.8,5.8,78300,4895,2.48,16216,27186,27.0,152,1020,-0.3,812,962,32.2,0.0,0.0,0.0,0.0,0.0,0,0,57305,4508,6156,0,408.44,30.6
28067,Jones County,MS,68290,67761,0.8,67761,7.2,25.6,15.5,51.4,68.7,29.3,0.6,0.5,0.0,0.9,4.3,65.1,88.3,3.2,5.3,78.7,16.8,4596,21.9,28638,73.5,9.7,84200,24677,2.69,19519,38074,23.0,1330,24668,-1.8,4091,4578,6.9,0.0,0.0,0.0,0.0,23.3,1759970,402659,816399,12212,442842,21,694.8,97.5
28069,Kemper County,MS,10163,10461,-2.8,10456,4.3,20.8,17.2,49.8,35.1,60.4,3.5,0.2,0.0,0.8,0.8,34.7,90.4,0.8,3.8,75.9,10.4,579,27.3,4732,76.1,7.1,65500,3605,2.64,13795,29003,33.3,138,1663,26.0,485,567,34.7,0.0,0.0,0.0,0.0,0.0,0,0,46672,4670,1374,0,766.18,13.6
28071,Lafayette County,MS,52930,47359,11.8,47351,5.4,18.1,11.3,51.2,72.0,23.7,0.3,2.6,0.1,1.2,2.3,70.2,71.8,2.9,4.6,86.3,37.2,2287,18.3,23978,59.4,25.6,163000,15743,2.77,21388,43328,25.6,1067,14001,5.1,3634,3805,0.0,0.0,0.0,0.0,0.0,21.9,0,0,507113,11711,96237,471,631.71,75.0
28073,Lamar County,MS,60099,55675,7.9,55658,6.9,25.8,11.6,51.8,76.4,20.6,0.3,1.3,0.1,1.2,2.5,74.4,80.6,2.2,3.3,90.3,33.1,3884,24.9,24261,65.8,22.3,163900,21678,2.6,26345,51154,17.4,1283,16441,0.8,4149,5219,0.0,0.0,1.2,0.0,0.0,22.4,0,0,991801,20858,103490,0,497.06,112.0
28075,Lauderdale County,MS,79739,80261,-0.7,80261,6.4,24.0,15.1,51.6,54.8,42.9,0.3,0.8,0.1,1.1,2.2,53.2,85.0,1.8,3.1,84.1,18.9,6565,20.6,34945,66.1,17.7,87400,29809,2.56,21346,36203,24.1,1945,30471,0.1,4904,6323,19.0,0.0,0.0,0.0,0.0,26.2,750921,1127560,1320584,16936,135846,118,703.63,114.1
28077,Lawrence County,MS,12502,12929,-3.3,12929,6.1,24.0,16.2,51.0,67.0,31.4,0.3,0.3,0.0,0.9,1.9,65.6,94.1,0.2,1.3,82.3,12.9,1067,35.8,6034,80.0,4.2,79600,4830,2.63,20655,38393,18.8,162,1796,2.6,691,1081,0.0,0.0,0.0,0.0,0.0,17.3,0,0,46762,3530,4008,5,430.67,30.0
28079,Leake County,MS,23193,23803,-2.6,23805,6.7,28.0,14.4,47.9,50.0,41.9,6.7,0.3,0.0,0.9,4.2,47.7,88.3,2.5,6.1,74.9,10.7,1334,32.4,9419,75.5,4.8,73800,8069,2.77,16780,32521,27.7,289,4802,1.0,1144,1195,24.5,0.0,0.0,0.0,0.0,22.7,0,22652,180447,7927,13004,0,583.0,40.8
28081,Lee County,MS,85246,82910,2.8,82910,7.0,25.8,14.3,52.2,69.0,28.7,0.2,0.8,0.0,1.2,2.5,66.9,86.6,2.0,4.4,82.9,21.8,5227,18.8,36216,70.9,15.0,108300,31898,2.59,21799,42074,18.3,2422,45839,-0.5,5659,6912,7.8,0.0,0.7,0.0,0.6,21.8,2986825,847900,1439479,17967,148229,98,449.95,184.3
28083,Leflore County,MS,31422,32317,-2.8,32317,7.4,27.0,12.6,51.9,25.5,72.7,0.4,0.7,0.0,0.7,2.5,24.0,90.6,3.1,3.4,73.2,19.0,1052,16.0,13162,50.7,17.7,69200,10887,2.77,14307,24480,40.4,724,12257,0.9,1505,1599,0.0,0.0,3.5,0.0,0.0,26.9,0,0,438713,12503,51401,19,592.54,54.5
28085,Lincoln County,MS,34775,34869,-0.3,34869,6.3,24.7,15.6,52.2,67.7,31.0,0.2,0.4,0.0,0.7,1.1,66.9,92.5,0.8,2.0,82.8,16.8,2037,28.0,15274,74.0,6.8,84900,13045,2.62,19566,36498,23.5,794,10329,1.2,2292,3017,17.5,0.0,0.0,0.0,0.0,0.0,275680,0,501974,14629,41228,8,586.12,59.5
28087,Lowndes County,MS,59730,59779,-0.1,59779,6.7,24.1,14.4,52.4,53.9,44.0,0.2,0.7,0.1,1.1,1.9,52.5,83.2,1.9,4.1,82.0,21.4,5251,21.0,27014,62.1,16.5,115700,23178,2.51,20951,37868,25.4,1494,20302,-4.0,3820,5145,11.3,0.0,1.6,0.0,0.0,23.0,2075457,0,809310,13596,88621,85,505.51,118.3
28089,Madison County,MS,101688,95203,6.8,95203,6.5,25.6,12.3,52.1,58.1,38.3,0.4,2.4,0.1,0.8,2.8,55.9,88.6,4.0,5.8,89.2,45.8,5516,23.0,41147,70.3,19.2,201200,36342,2.63,33170,59904,12.7,2897,45064,5.3,9961,11036,17.5,0.0,1.9,0.0,0.0,24.7,6471938,3305948,1268437,14172,180563,742,714.51,133.2
28091,Marion County,MS,25868,27081,-4.5,27088,6.5,24.2,16.6,51.7,66.0,32.4,0.2,0.3,0.0,1.0,1.4,64.9,86.4,0.3,1.4,74.3,13.2,1646,33.1,11840,74.7,6.3,77900,9985,2.58,18126,29400,28.2,588,6120,-7.5,1789,2477,0.0,0.0,1.3,0.0,0.0,24.9,166262,155659,259002,10098,20071,0,542.38,49.9
28093,Marshall County,MS,36234,37139,-2.4,37144,5.9,22.1,15.0,50.6,50.9,47.6,0.3,0.3,0.0,0.9,3.3,48.1,89.5,1.5,2.8,73.9,11.2,2207,30.9,15038,79.5,4.8,83700,13050,2.67,17978,36022,22.2,420,6472,3.9,2557,2734,36.8,0.0,0.0,0.0,0.0,29.1,0,43470,166379,4559,14189,118,706.19,52.6
28095,Monroe County,MS,36003,36989,-2.7,36989,5.6,23.0,17.6,52.0,67.8,30.8,0.3,0.2,0.0,0.9,1.1,67.0,87.9,0.3,1.3,76.7,13.1,2385,23.3,16443,77.3,6.3,78500,13960,2.6,18167,36308,21.6,644,7909,-3.5,1889,2169,7.1,0.0,1.2,0.0,0.0,30.0,1472743,111082,281974,7610,21770,3,765.09,48.3
28097,Montgomery County,MS,10400,10925,-4.8,10925,6.2,22.9,19.0,52.2,53.2,45.5,0.2,0.3,0.0,0.7,1.2,52.4,94.1,0.1,0.3,72.7,13.1,767,20.3,5419,74.5,4.6,68600,4229,2.51,15523,30466,31.1,215,2415,2.5,581,908,25.6,0.0,0.0,0.0,0.0,29.7,0,7623,136579,11892,7336,89,406.98,26.8
28099,Neshoba County,MS,29465,29673,-0.7,29676,7.4,28.1,14.7,52.2,60.4,21.2,16.4,0.4,0.0,1.5,2.0,59.1,87.3,1.1,11.1,77.2,12.6,1721,24.4,12359,73.2,5.0,75900,10829,2.69,18693,37050,24.1,507,7940,-1.6,1620,1760,0.0,1.8,0.0,0.0,0.0,26.6,192438,286853,255834,8565,24150,0,570.14,52.1
28101,Newton County,MS,21832,21720,0.5,21720,6.8,25.4,16.2,52.0,63.4,30.3,4.9,0.4,0.0,0.9,1.7,62.2,87.5,1.0,4.4,83.3,14.7,1839,26.4,9371,77.6,4.1,72100,7931,2.64,18864,39190,18.6,318,3827,-3.0,1212,1355,0.0,0.0,0.0,0.0,0.0,26.4,290795,9154,146663,6500,11180,0,578.1,37.6
28103,Noxubee County,MS,11115,11545,-3.7,11545,6.9,25.3,15.7,51.9,26.9,71.7,0.2,0.3,0.0,0.8,1.1,26.2,89.3,1.2,2.5,65.5,11.2,379,26.8,5167,71.8,6.4,59000,4194,2.66,12780,24338,34.6,195,1708,-0.6,937,760,0.0,0.0,0.0,0.0,0.0,23.9,198912,26843,82888,6993,4571,0,695.14,16.6
28105,Oktibbeha County,MS,49414,47671,3.7,47671,5.4,18.0,10.3,50.4,58.2,37.2,0.2,3.2,0.1,1.1,1.7,56.8,71.4,3.7,5.5,86.4,42.6,2216,18.9,21292,51.7,34.4,129200,18176,2.42,20202,30987,33.7,846,11180,0.3,2887,2624,0.0,0.0,2.1,0.0,1.1,22.5,514341,166199,387892,8838,77313,257,458.2,104.0
28107,Panola County,MS,34444,34699,-0.7,34707,7.2,25.9,14.2,51.7,48.7,49.7,0.3,0.2,0.0,1.0,1.8,47.5,91.4,0.2,0.5,75.8,14.3,1901,25.8,14718,76.3,6.6,77500,11928,2.86,18073,35715,25.3,629,8295,-3.6,2411,2784,0.0,0.0,0.0,0.0,0.0,26.2,495278,484515,384416,10918,32577,9,685.14,50.7
28109,Pearl River County,MS,55224,55747,-0.9,55834,5.9,23.3,17.2,50.5,84.4,12.8,0.6,0.5,0.1,1.7,3.0,81.7,87.7,1.7,2.2,83.2,13.2,4982,33.4,24552,77.6,6.9,111600,20556,2.65,20549,42510,22.2,808,7860,7.3,3867,5224,0.0,0.0,0.8,0.0,0.0,0.0,0,0,615612,10779,43186,177,810.86,68.9
28111,Perry County,MS,12227,12250,-0.2,12250,6.2,23.6,17.2,51.4,77.9,20.2,0.4,0.2,0.0,1.2,1.3,76.9,89.6,0.3,0.7,80.0,8.2,917,31.2,5521,84.9,4.4,81200,4483,2.69,17183,36124,21.0,147,1528,-4.4,726,955,0.0,0.0,0.0,0.0,0.0,21.5,0,0,60391,4951,1221,1,647.25,18.9
28113,Pike County,MS,40058,40407,-0.9,40404,7.0,26.6,15.6,52.6,45.7,52.5,0.3,0.6,0.0,0.8,1.3,44.9,83.8,1.2,2.7,78.2,15.8,2235,23.4,17891,70.1,11.1,82200,14614,2.7,18183,34841,27.5,974,12650,-2.5,2923,3533,29.2,0.0,0.0,0.0,0.0,26.2,0,188719,544686,13694,50918,1,409.02,98.8
28115,Pontotoc County,MS,30950,29957,3.3,29957,6.8,26.6,13.9,50.4,82.2,15.6,0.6,0.3,0.0,1.3,6.3,77.0,87.3,2.5,5.1,76.4,12.0,1528,24.1,12551,78.2,4.1,80000,9937,3.01,18576,39899,14.0,490,10304,-3.6,1939,1706,0.0,0.0,0.0,0.0,0.0,14.5,0,57538,203614,7068,14755,25,497.69,60.2
28117,Prentiss County,MS,25428,25276,0.6,25276,6.4,22.9,17.0,50.8,84.2,14.2,0.3,0.2,0.0,1.2,1.3,83.2,83.8,0.2,1.4,72.7,11.4,1133,23.6,11074,72.8,11.2,73200,9611,2.53,16589,32503,24.2,482,6084,-8.7,1510,1862,5.9,0.0,0.0,0.0,0.0,32.1,975223,17781,162043,6359,17540,14,414.98,60.9
28119,Quitman County,MS,7678,8223,-6.6,8223,6.8,24.9,15.0,52.1,29.0,69.1,0.2,0.3,0.0,1.3,1.0,28.4,83.5,1.0,2.7,68.0,13.7,483,22.5,3595,68.6,8.6,49200,3114,2.53,13954,22863,40.7,107,723,-7.8,471,353,34.3,0.0,0.0,0.0,0.0,0.0,0,19137,24719,2815,1903,1,405.01,20.3
