satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
0.86,0.63,4,162,2,0,0,support,medium,0
0.91,0.9,3,243,3,0,0,support,medium,0
0.84,0.6,3,186,3,1,0,support,medium,0
0.87,0.57,4,231,4,0,0,technical,medium,0
0.57,0.54,4,167,3,0,0,technical,medium,0
0.68,0.5,3,139,3,0,0,technical,medium,0
1,0.59,5,182,3,1,0,management,medium,0
0.86,0.74,4,261,2,0,0,IT,medium,0
0.7,0.99,4,248,3,0,0,IT,medium,0
0.28,0.7,2,164,4,0,0,IT,medium,0
0.84,0.9,3,230,3,0,0,IT,medium,0
0.68,0.92,3,226,2,0,0,IT,high,0
0.45,0.6,2,98,3,0,0,product_mng,low,0
0.37,0.74,5,117,3,0,0,product_mng,medium,0
0.98,0.84,4,200,2,0,0,product_mng,medium,0
0.67,0.57,3,206,3,1,0,product_mng,medium,0
0.74,0.83,4,142,3,0,0,IT,medium,0
0.48,0.46,2,174,3,0,0,RandD,low,0
0.22,0.63,5,284,6,0,0,RandD,low,0
0.14,0.79,5,163,6,0,0,RandD,low,0
0.93,0.92,5,189,2,0,0,RandD,low,0
0.83,0.54,4,189,4,0,0,RandD,low,0
0.94,0.79,3,256,3,0,0,marketing,low,0
0.7,0.98,3,215,2,0,0,sales,low,0
0.74,0.86,4,221,2,1,0,accounting,low,0
0.83,0.85,4,263,3,0,0,support,medium,0
0.97,0.61,3,208,3,0,0,technical,medium,0
0.61,0.71,3,216,4,0,0,management,medium,0
0.77,0.71,2,242,2,0,0,marketing,medium,0
0.66,0.73,2,135,6,0,0,marketing,medium,0
0.92,0.99,3,190,3,0,0,marketing,medium,0
0.62,0.55,3,108,2,1,0,sales,medium,0
0.15,0.67,6,195,2,0,0,sales,medium,0
0.82,0.68,3,160,4,0,0,sales,medium,0
0.7,0.48,5,273,2,0,0,sales,medium,0
0.18,0.39,2,177,6,0,0,sales,medium,0
0.99,0.59,3,163,2,0,0,sales,medium,0
0.22,0.9,4,106,2,0,0,sales,medium,0
0.61,0.83,5,236,2,0,0,sales,medium,0
0.78,0.91,3,132,2,0,0,sales,medium,0
0.84,0.61,3,253,2,0,0,sales,medium,0
0.87,0.74,4,151,4,0,0,sales,medium,0
0.73,0.9,4,266,3,0,0,sales,medium,0
0.7,0.86,3,141,2,1,0,sales,medium,0
0.98,0.71,5,217,3,0,0,sales,medium,0
0.85,0.49,3,258,3,0,0,sales,medium,0
0.56,0.83,5,275,2,0,0,sales,medium,0
0.48,0.62,4,210,2,0,0,sales,medium,0
0.65,0.7,3,243,3,0,0,sales,medium,0
0.84,0.59,3,234,3,1,0,sales,medium,0
0.17,0.73,4,274,3,0,0,accounting,high,0
0.84,0.61,4,261,2,0,0,accounting,high,0
0.96,0.59,3,158,3,1,0,accounting,high,0
0.62,0.96,5,251,2,0,0,hr,high,0
0.57,0.7,3,158,3,0,0,hr,high,0
0.98,0.87,3,246,3,0,0,hr,high,0
0.72,0.99,4,227,3,0,0,hr,high,0
0.43,0.46,4,169,5,0,0,technical,high,0
0.68,0.57,5,187,4,0,0,technical,high,0
0.69,0.86,4,238,3,0,0,technical,high,0
0.91,0.66,4,139,3,0,0,technical,high,0
0.42,0.37,2,284,3,0,0,technical,high,0
0.8,0.99,4,255,5,1,0,technical,low,0
0.79,0.57,5,230,2,0,0,technical,low,0
1,0.94,3,272,3,0,0,technical,low,0
0.63,0.75,4,155,3,0,0,technical,low,0
0.61,0.51,6,163,6,0,0,technical,low,0
0.78,0.98,4,260,3,0,0,technical,low,0
0.72,0.96,5,223,3,1,0,support,low,0
0.64,0.51,4,247,2,1,0,support,low,0
0.79,0.86,3,126,5,0,0,support,low,0
0.64,0.55,3,147,2,0,0,support,low,0
0.82,0.88,4,259,3,0,0,support,low,0
0.51,0.86,4,196,2,0,0,support,low,0
0.18,0.51,6,227,2,0,0,support,low,0
0.67,0.58,5,161,3,1,0,support,low,0
0.65,0.85,3,213,2,0,0,support,low,0
0.7,0.8,4,183,2,0,0,support,medium,0
0.59,0.59,3,194,2,1,0,support,medium,0
0.56,0.76,3,237,3,0,0,technical,medium,0
0.17,0.94,5,273,4,0,0,technical,medium,0
0.8,0.89,2,166,3,0,0,technical,medium,0
0.91,0.62,5,169,4,0,0,management,medium,0
0.51,0.54,3,154,3,1,0,IT,medium,0
0.76,0.59,3,201,6,1,0,IT,medium,0
0.82,0.59,3,178,2,0,0,IT,medium,0
0.44,0.66,3,161,3,0,0,IT,medium,0
0.5,0.48,4,269,3,0,0,IT,medium,0
0.54,0.49,3,203,3,1,0,product_mng,medium,0
0.56,0.63,4,271,2,1,0,product_mng,high,0
0.77,0.66,6,181,4,0,0,product_mng,high,0
0.39,0.38,4,135,2,0,0,product_mng,high,0
0.52,0.62,3,275,2,0,0,IT,high,0
0.63,0.91,3,252,2,0,0,RandD,high,0
0.49,0.46,2,129,2,0,0,RandD,high,0
0.2,0.47,4,230,4,0,0,RandD,high,0
0.21,0.94,3,287,5,0,0,RandD,high,0
0.85,0.98,5,156,2,0,0,RandD,low,0
0.54,0.82,2,279,3,1,0,marketing,low,0
0.23,0.88,5,156,4,0,0,sales,low,0
0.65,0.96,3,168,2,0,0,accounting,low,0
0.19,0.85,6,259,3,1,0,support,low,0
0.76,0.58,4,188,3,0,0,technical,low,0
0.83,0.8,4,149,3,0,0,management,low,0
0.97,0.47,3,157,4,0,0,marketing,low,0
0.67,1,3,201,4,0,0,marketing,medium,0
0.53,0.62,3,185,3,0,0,marketing,medium,0
0.34,0.71,2,160,3,1,0,sales,medium,0
0.58,0.48,5,251,3,0,0,sales,medium,0
0.96,0.68,5,145,3,1,0,sales,medium,0
0.72,0.76,3,269,3,1,0,sales,medium,0
0.58,0.62,3,213,2,0,0,sales,medium,0
0.39,0.67,6,276,6,0,0,sales,medium,0
0.24,0.57,5,232,3,0,0,sales,medium,0
0.64,0.73,4,184,3,0,0,sales,medium,0
0.98,0.55,3,260,3,0,0,sales,medium,0
0.64,0.99,3,214,2,0,0,sales,medium,0
0.56,0.41,2,194,2,0,0,sales,medium,0
0.53,0.74,5,181,2,0,0,sales,medium,0
0.62,0.57,4,215,3,0,0,sales,medium,0
0.85,0.69,3,194,4,0,0,sales,medium,0
0.76,0.85,4,190,3,0,0,sales,medium,0
0.69,0.5,3,260,4,0,0,sales,medium,0
0.35,0.67,2,171,3,0,0,sales,medium,0
0.54,0.47,2,193,4,0,0,sales,medium,0
0.63,0.49,3,252,3,0,0,sales,medium,0
0.58,0.58,5,171,2,0,0,accounting,medium,0
0.7,0.93,3,185,4,0,0,accounting,medium,0
0.48,0.51,4,152,4,0,0,accounting,high,0
0.59,0.92,4,183,2,0,0,hr,low,0
0.96,0.8,4,145,2,0,0,hr,medium,0
0.99,0.77,3,190,4,0,0,hr,medium,0
0.73,0.59,4,214,5,0,0,hr,medium,0
0.7,0.73,2,139,2,0,0,technical,medium,0
0.85,0.88,5,236,4,0,0,technical,medium,0
0.66,0.61,3,156,3,1,0,technical,medium,0
0.94,0.97,2,221,2,0,0,technical,medium,0
0.54,0.64,6,278,2,0,0,technical,medium,0
0.78,0.47,4,129,2,0,0,technical,medium,0
0.64,0.85,3,213,4,0,0,technical,medium,0
0.68,0.56,3,146,3,0,0,technical,low,0
0.92,0.84,4,159,3,0,0,technical,low,0
0.72,0.73,3,198,2,0,0,technical,low,0
0.78,0.74,6,251,4,0,0,technical,low,0
0.35,0.54,2,124,3,0,0,support,low,0
0.97,0.77,5,223,2,0,0,support,low,0
0.57,0.65,3,163,2,0,0,support,low,0
0.9,0.66,4,242,3,0,0,support,high,0
0.31,0.61,4,97,2,0,0,support,low,0
0.17,0.5,4,267,6,0,0,support,high,0
0.8,0.4,5,199,4,1,0,support,high,0
0.19,0.76,3,107,5,0,0,support,low,0
0.57,0.65,5,144,3,1,0,support,low,0
0.22,0.96,3,213,3,0,0,support,high,0
0.15,0.9,5,284,4,0,0,support,low,0
0.62,0.67,5,259,3,0,0,technical,medium,0
0.61,0.41,3,103,2,0,0,technical,high,0
0.87,0.81,5,236,3,0,0,technical,medium,0
0.54,0.75,4,199,2,0,0,management,medium,0
0.71,0.54,3,201,2,0,0,IT,medium,0
0.66,0.67,3,123,4,0,0,IT,medium,0
0.7,0.68,4,143,5,0,0,IT,high,0
0.53,0.5,5,159,2,0,0,IT,medium,0
0.92,0.54,5,203,3,0,0,IT,medium,0
0.93,0.73,4,168,2,0,0,product_mng,medium,0
0.62,0.7,5,180,4,0,0,product_mng,high,0
0.65,0.53,5,142,3,0,0,product_mng,medium,0
0.87,0.98,4,266,2,1,0,product_mng,high,0
0.97,0.89,5,265,2,0,0,IT,low,0
0.76,0.77,5,257,3,0,0,RandD,medium,0
0.96,0.55,4,234,4,0,0,RandD,medium,0
1,0.8,3,223,3,0,0,RandD,medium,0
0.99,0.85,5,261,4,0,0,RandD,medium,0
0.67,0.84,4,197,2,0,0,RandD,low,0
0.61,0.52,4,171,2,0,0,marketing,low,0
0.62,0.92,3,228,2,0,0,sales,low,0
0.62,0.79,3,141,3,0,0,accounting,low,0
0.97,0.76,3,147,3,1,0,support,low,0
0.86,0.56,5,237,3,0,0,technical,low,0
0.15,0.44,3,199,2,0,0,management,low,0
0.14,0.95,4,144,5,0,0,marketing,low,0
0.7,0.98,4,146,3,0,0,marketing,low,0
0.95,0.7,4,139,3,0,0,marketing,low,0
0.63,0.86,4,169,2,0,0,sales,high,0
0.45,0.75,4,169,2,0,0,sales,low,0
0.9,0.6,3,268,3,0,0,sales,low,0
0.15,0.87,4,194,4,0,0,sales,low,0
0.75,0.86,3,249,3,0,0,sales,low,0
0.14,0.52,4,122,2,0,0,sales,high,0
0.5,0.94,5,176,4,0,0,sales,low,0
0.45,0.45,4,168,2,0,0,sales,low,0
0.86,0.92,3,260,2,0,0,sales,low,0
0.52,0.62,3,179,3,0,0,sales,high,0
0.79,0.48,5,200,3,0,0,sales,low,0
0.47,0.56,4,165,3,0,0,sales,medium,0
0.76,0.64,4,144,2,0,0,sales,high,0
0.52,0.72,4,186,2,0,0,sales,medium,0
0.84,0.54,4,156,4,0,0,sales,high,0
0.5,0.7,4,162,2,0,0,sales,medium,0
0.52,0.63,3,269,2,0,0,sales,medium,0
0.76,0.37,3,127,4,0,0,sales,medium,0
0.59,0.58,2,267,3,0,0,sales,medium,0
0.65,0.79,4,196,2,0,0,accounting,medium,0
0.68,0.83,3,144,2,0,0,accounting,medium,0
0.52,0.72,2,247,4,0,0,accounting,medium,0
0.92,0.5,5,258,3,0,0,hr,medium,0
0.53,0.84,4,219,2,0,0,hr,high,0
0.5,0.95,2,208,2,0,0,hr,low,0
0.98,0.77,4,184,3,0,0,hr,medium,0
0.85,0.6,5,178,2,0,0,technical,medium,0
0.49,0.83,4,194,3,0,0,technical,medium,0
0.52,0.73,4,245,4,0,0,technical,medium,0
0.96,0.77,3,193,3,0,0,technical,medium,0
0.86,0.85,3,254,3,0,0,technical,medium,0
0.35,0.59,3,281,2,0,0,technical,medium,0
0.99,0.97,5,229,2,0,0,technical,medium,0
0.52,0.92,4,112,2,0,0,technical,medium,0
0.75,0.91,4,243,3,0,0,technical,high,0
0.67,0.66,3,151,3,0,0,technical,low,0
0.49,0.37,4,216,4,0,0,technical,low,0
0.51,0.62,3,110,3,0,0,support,low,0
0.65,0.6,3,142,2,0,0,support,high,0
0.73,0.8,4,251,2,1,0,support,low,0
0.46,0.75,6,276,6,0,0,support,low,0
0.94,0.82,4,159,2,1,0,support,low,0
0.53,0.69,4,257,4,0,0,support,high,0
0.6,0.79,5,154,2,0,0,support,low,0
0.63,0.97,5,146,3,0,0,support,low,0
0.75,0.77,4,204,2,0,0,support,low,0
0.69,0.53,4,156,3,0,0,support,low,0
0.81,0.5,4,170,4,0,0,support,low,0
0.74,0.84,3,239,3,0,0,technical,low,0
0.72,0.55,4,145,3,0,0,technical,low,0
0.27,0.39,4,193,4,0,0,technical,medium,0
0.86,0.74,2,178,3,0,0,management,medium,0
0.5,0.59,3,260,3,0,0,IT,medium,0
0.82,0.5,3,198,4,0,0,IT,medium,0
0.73,0.51,4,249,5,0,0,IT,medium,0
0.7,0.72,4,202,3,0,0,IT,medium,0
0.9,0.72,4,143,3,0,0,IT,medium,0
0.72,0.95,2,178,4,1,0,product_mng,medium,0
0.63,0.85,3,151,4,1,0,product_mng,medium,0
0.84,0.99,4,134,3,0,0,product_mng,medium,0
0.98,0.92,5,221,3,1,0,product_mng,medium,0
0.41,0.48,6,165,4,0,0,IT,medium,0
0.72,0.58,4,255,2,0,0,RandD,high,0
0.87,0.89,3,140,2,1,0,RandD,low,0
0.63,0.71,5,141,2,0,0,RandD,medium,0
0.6,0.96,4,99,6,0,0,RandD,medium,0
0.58,0.79,5,197,3,0,0,RandD,medium,0
0.64,0.52,3,240,3,0,0,marketing,medium,0
0.74,0.62,3,216,3,1,0,sales,low,0
0.93,0.7,5,206,4,0,0,accounting,low,0
0.74,0.75,4,257,3,0,0,support,low,0
0.98,0.6,4,160,3,0,0,technical,low,0
0.87,0.82,5,138,3,1,0,management,low,0
0.76,0.99,3,216,3,0,0,marketing,low,0
0.15,0.91,6,281,3,0,0,marketing,low,0
0.18,0.57,6,238,6,1,0,marketing,low,0
1,0.67,3,199,4,0,0,sales,low,0
0.98,0.63,3,135,3,0,0,sales,low,0
0.73,0.97,3,165,2,0,0,sales,low,0
0.67,0.72,3,180,3,0,0,sales,low,0
0.9,0.74,3,227,3,0,0,sales,low,0
0.54,0.53,3,251,2,0,0,sales,low,0
0.15,0.39,5,229,4,0,0,sales,low,0
0.58,0.54,4,199,2,0,0,sales,low,0
0.81,0.51,4,271,2,0,0,sales,low,0
0.17,0.51,5,221,3,0,0,sales,low,0
0.68,0.73,4,251,3,0,0,sales,low,0
0.68,0.49,4,153,4,0,0,sales,low,0
0.7,0.93,4,241,3,0,0,sales,low,0
0.49,0.68,4,201,4,0,0,sales,medium,0
0.55,0.96,4,267,3,0,0,sales,medium,0
0.48,0.84,3,146,2,1,0,sales,medium,0
0.63,0.98,4,210,3,0,0,sales,medium,0
0.83,0.69,4,233,2,0,0,sales,medium,0
0.48,0.87,3,221,2,0,0,sales,medium,0
0.98,0.96,5,183,3,1,0,accounting,medium,0
0.57,0.72,4,221,3,0,0,accounting,medium,0
0.72,0.66,3,167,3,0,0,accounting,medium,0
0.9,0.8,4,240,3,0,0,hr,medium,0
0.64,0.59,3,200,2,1,0,hr,medium,0
0.55,0.98,2,144,2,0,0,hr,medium,0
0.56,0.59,5,209,2,1,0,hr,high,0
0.8,0.55,3,206,2,0,0,technical,low,0
0.65,0.76,3,111,5,0,0,technical,medium,0
0.75,0.78,3,241,3,0,0,technical,medium,0
0.69,0.79,3,207,3,0,0,technical,medium,0
0.91,0.76,3,197,3,0,0,technical,medium,0
0.78,0.63,5,200,2,0,0,technical,low,0
0.71,0.68,4,242,4,0,0,technical,low,0
0.79,0.96,4,180,3,0,0,technical,low,0
0.86,0.72,4,173,3,0,0,technical,low,0
0.87,0.82,3,224,3,0,0,technical,low,0
0.76,0.99,2,183,2,0,0,technical,low,0
0.76,0.8,4,226,5,0,0,support,low,0
0.74,0.66,3,257,3,0,0,support,low,0
0.56,0.81,3,165,4,0,0,support,low,0
0.54,0.91,3,142,2,0,0,support,low,0
0.84,0.79,4,258,4,0,0,support,low,0
0.55,0.69,5,193,2,0,0,support,low,0
0.69,0.51,3,176,2,0,0,support,low,0
0.79,0.88,4,188,3,0,0,support,low,0
0.21,0.38,3,275,5,0,0,support,low,0
0.57,0.58,3,132,3,0,0,support,low,0
0.89,0.95,3,246,4,0,0,support,low,0
0.72,0.98,3,181,4,0,0,technical,low,0
0.56,0.58,5,266,3,0,0,technical,low,0
0.84,0.68,4,151,2,0,0,technical,low,0
0.94,0.76,3,257,4,1,0,management,low,0
0.29,0.88,6,183,4,0,0,IT,medium,0
0.54,0.93,3,124,5,0,0,IT,medium,0
0.93,0.73,4,153,2,1,0,IT,medium,0
0.8,0.68,4,199,2,0,0,IT,medium,0
1,0.73,5,142,4,0,0,IT,medium,0
0.89,0.56,4,159,3,0,0,product_mng,medium,0
0.6,0.78,6,211,4,1,0,product_mng,medium,0
0.49,0.94,5,136,3,0,0,product_mng,medium,0
0.65,0.75,4,153,2,0,0,product_mng,medium,0
0.6,0.71,5,263,2,1,0,IT,medium,0
0.51,1,3,168,3,1,0,RandD,medium,0
0.74,0.89,4,234,3,1,0,RandD,medium,0
0.57,0.42,4,154,5,0,0,RandD,high,0
0.82,0.84,5,173,2,0,0,RandD,low,0
0.19,0.63,5,206,6,0,0,RandD,medium,0
0.5,0.64,4,208,2,0,0,marketing,medium,0
0.91,0.68,4,178,3,1,0,sales,medium,0
0.19,0.86,4,198,6,0,0,accounting,medium,0
0.94,0.84,4,220,3,0,0,support,low,0
0.88,0.67,4,226,2,0,0,technical,low,0
0.9,0.87,4,231,5,0,0,management,low,0
0.49,0.96,2,206,2,0,0,marketing,low,0
0.99,0.55,4,179,4,0,0,marketing,low,0
0.72,0.81,4,200,2,0,0,marketing,low,0
0.66,0.69,5,202,6,0,0,sales,low,0
0.96,0.51,4,237,3,0,0,sales,low,0
0.49,0.69,4,270,3,0,0,sales,low,0
0.73,0.49,3,168,2,1,0,sales,low,0
0.48,0.98,5,132,4,0,0,sales,low,0
0.57,0.78,3,162,2,0,0,sales,low,0
0.63,0.82,3,269,3,0,0,sales,low,0
0.46,0.87,5,254,5,1,0,sales,low,0
0.64,0.5,3,261,2,0,0,sales,low,0
0.56,0.73,4,148,3,0,0,sales,low,0
0.97,0.75,5,228,4,0,0,sales,low,0
0.69,0.68,3,138,3,0,0,sales,low,0
0.23,0.97,4,200,3,0,0,sales,low,0
0.77,0.48,4,258,4,1,0,sales,low,0
0.76,0.57,4,266,3,0,0,sales,low,0
0.98,0.66,3,204,2,0,0,sales,medium,0
0.92,0.77,3,236,3,0,0,sales,medium,0
0.63,0.67,4,149,3,1,0,sales,medium,0
0.91,0.69,5,240,3,0,0,sales,medium,0
0.4,0.67,3,115,3,0,0,accounting,medium,0
0.82,0.62,4,267,3,1,0,accounting,medium,0
0.81,0.88,4,149,3,0,0,accounting,medium,0
0.61,0.69,3,224,3,0,0,hr,medium,0
0.3,0.57,2,158,2,0,0,hr,medium,0
0.59,0.72,2,107,3,0,0,hr,medium,0
0.2,0.56,3,217,5,0,0,hr,medium,0
0.75,0.56,2,212,2,0,0,technical,medium,0
0.59,0.79,3,270,3,0,0,technical,high,0
0.63,0.53,4,243,2,0,0,technical,low,0
0.77,0.68,5,162,4,1,0,technical,medium,0
0.82,0.6,5,232,2,0,0,technical,medium,0
0.6,0.85,5,187,4,0,0,technical,medium,0
0.83,0.72,3,259,2,0,0,technical,medium,0
0.67,0.6,4,209,2,0,0,technical,low,0
0.84,0.56,5,97,6,0,0,technical,low,0
0.68,0.79,5,139,4,0,0,technical,low,0
0.74,0.92,4,258,3,1,0,technical,low,0
0.63,0.64,3,208,2,1,0,support,low,0
0.88,0.9,2,233,3,0,0,support,low,0
1,0.81,3,168,4,0,0,support,low,0
0.7,0.87,4,252,2,1,0,support,low,0
0.5,0.71,5,171,4,0,0,support,low,0
0.94,0.66,5,219,3,0,0,support,low,0
0.67,0.54,3,213,4,0,0,support,low,0
0.8,0.88,5,199,4,0,0,support,low,0
0.7,0.88,4,245,2,0,0,support,low,0
0.24,0.73,4,273,5,0,0,support,low,0
0.98,1,4,202,3,0,0,support,low,0
0.76,0.65,4,240,3,0,0,technical,low,0
0.78,0.5,4,155,4,0,0,technical,low,0
0.42,0.91,3,209,2,0,0,technical,low,0
0.83,0.64,4,210,3,0,0,management,medium,0
0.98,0.81,4,266,6,0,0,IT,medium,0
0.64,0.81,2,226,2,0,0,IT,medium,0
0.67,0.75,4,133,2,0,0,IT,medium,0
0.26,0.39,3,99,4,0,0,IT,medium,0
0.97,0.64,3,237,3,0,0,IT,medium,0
0.48,0.6,4,230,3,0,0,product_mng,medium,0
0.84,0.55,4,149,2,0,0,product_mng,medium,0
0.71,0.74,4,206,4,0,0,product_mng,medium,0
1,0.84,3,185,3,0,0,product_mng,medium,0
0.6,0.76,5,269,2,0,0,IT,medium,0
0.95,0.37,6,233,5,0,0,RandD,medium,0
0.56,0.56,3,162,2,0,0,RandD,high,0
0.75,0.49,2,173,3,1,0,RandD,low,0
0.98,0.53,6,253,4,0,0,RandD,medium,0
0.7,0.72,5,134,3,0,0,RandD,medium,0
0.65,0.92,4,133,3,0,0,marketing,medium,0
0.8,0.81,5,143,2,0,0,sales,medium,0
0.49,0.78,3,264,4,0,0,accounting,low,0
0.32,0.73,3,180,6,0,0,support,low,0
0.88,0.54,3,235,2,1,0,technical,low,0
0.8,0.97,4,232,2,0,0,management,low,0
0.73,0.74,4,181,4,0,0,marketing,low,0
0.72,0.58,3,198,2,0,0,marketing,low,0
0.58,0.78,5,211,3,1,0,marketing,low,0
0.66,0.96,4,216,3,0,0,sales,low,0
0.63,0.79,3,197,3,1,0,sales,low,0
0.69,0.56,2,214,2,0,0,sales,low,0
0.49,0.59,3,185,3,0,0,sales,low,0
0.6,0.45,3,173,2,0,0,sales,low,0
0.5,0.63,4,229,4,0,0,sales,low,0
0.34,0.81,4,116,3,1,0,sales,low,0
0.79,0.6,5,223,3,0,0,sales,low,0
0.98,0.68,4,154,3,0,0,sales,low,0
0.96,0.97,5,240,2,0,0,sales,low,0
0.88,0.89,3,139,2,0,0,sales,low,0
0.6,0.61,2,275,2,0,0,sales,low,0
0.62,0.73,3,158,3,1,0,sales,low,0
0.4,0.72,3,204,4,1,0,sales,low,0
0.16,0.82,5,121,2,0,0,sales,medium,0
0.81,0.98,5,243,6,0,0,sales,medium,0
0.69,0.69,4,195,2,0,0,sales,medium,0
0.66,0.51,5,149,3,0,0,sales,medium,0
0.66,0.62,5,214,2,0,0,sales,medium,0
0.61,0.53,4,266,3,0,0,accounting,medium,0
0.99,0.77,5,222,2,0,0,accounting,medium,0
0.73,0.54,3,283,6,0,0,accounting,medium,0
0.63,0.72,2,161,5,0,0,hr,medium,0
0.6,0.91,3,157,4,0,0,hr,medium,0
0.44,0.44,3,126,2,0,0,hr,medium,0
0.64,0.95,3,131,6,0,0,hr,medium,0
0.91,0.81,4,139,2,0,0,technical,high,0
0.55,0.59,4,230,3,0,0,technical,low,0
0.7,0.73,4,240,2,1,0,technical,medium,0
0.37,0.59,3,134,3,0,0,technical,medium,0
0.16,0.56,6,196,3,0,0,technical,medium,0
0.69,0.97,5,240,4,0,0,technical,medium,0
0.96,0.47,2,233,5,1,0,technical,low,0
0.62,0.91,5,267,3,0,0,technical,low,0
0.94,0.45,2,211,3,0,0,technical,low,0
0.67,0.83,3,260,3,0,0,technical,low,0
0.89,0.57,3,113,3,0,0,technical,low,0
0.6,0.63,5,267,3,0,0,support,low,0
0.89,0.62,5,196,3,0,0,support,low,0
0.6,0.89,3,232,2,0,0,support,low,0
0.93,0.95,2,156,3,1,0,support,low,0
0.38,0.78,4,159,5,0,0,support,low,0
0.62,0.57,3,223,3,1,0,support,low,0
0.86,0.86,4,197,3,1,0,support,low,0
0.61,0.62,2,192,2,1,0,support,low,0
0.77,0.64,4,192,3,0,0,support,low,0
0.85,0.73,4,174,3,0,0,support,low,0
0.94,0.62,4,191,3,0,0,support,low,0
0.59,0.59,4,270,2,0,0,technical,low,0
0.9,0.92,3,139,3,0,0,technical,low,0
0.86,0.65,4,243,2,0,0,technical,low,0
0.72,0.7,3,238,2,0,0,management,low,0
0.84,0.52,5,189,2,1,0,IT,low,0
0.64,0.5,4,189,3,0,0,IT,medium,0
0.81,0.75,4,206,3,0,0,IT,medium,0
0.66,0.7,5,254,2,0,0,IT,medium,0
0.75,0.55,3,253,6,0,0,IT,medium,0
0.54,0.67,3,243,2,0,0,product_mng,medium,0
0.98,0.76,3,224,2,0,0,product_mng,medium,0
0.8,0.85,4,139,2,0,0,product_mng,medium,0
0.68,0.7,5,270,3,0,0,product_mng,medium,0
0.54,0.57,3,257,2,0,0,IT,medium,0
0.88,0.84,4,170,2,0,0,RandD,medium,0
0.71,0.62,3,222,3,0,0,RandD,medium,0
0.77,0.58,2,247,2,1,0,RandD,medium,0
0.6,0.6,4,201,3,0,0,RandD,high,0
0.53,0.75,4,263,5,0,0,RandD,low,0
0.85,0.5,3,168,2,1,0,marketing,medium,0
0.59,0.75,4,190,2,0,0,sales,medium,0
0.23,0.77,4,140,5,0,0,accounting,medium,0
0.7,0.6,3,224,3,0,0,support,medium,0
0.92,0.49,5,145,3,0,0,technical,low,0
0.95,0.37,4,285,3,0,0,management,low,0
0.39,0.43,3,154,3,0,0,marketing,low,0
0.85,0.8,4,200,2,0,0,marketing,low,0
0.98,0.7,3,255,2,1,0,marketing,low,0
0.15,0.48,6,204,6,1,0,sales,low,0
0.68,0.54,3,270,4,1,0,sales,low,0
0.24,0.91,5,177,5,0,0,sales,low,0
0.77,0.59,4,140,3,0,0,sales,medium,0
0.36,0.69,3,165,3,0,0,sales,medium,0
0.5,0.89,3,187,4,1,0,sales,medium,0
0.2,0.98,4,166,4,1,0,sales,medium,0
0.86,0.56,5,141,2,0,0,sales,medium,0
0.84,0.63,4,135,2,0,0,sales,medium,0
0.9,0.98,5,148,4,0,0,sales,medium,0
0.4,0.51,3,120,6,0,0,sales,medium,0
0.63,0.62,3,141,3,0,0,sales,medium,0
0.73,0.95,3,222,4,0,0,sales,medium,0
0.25,0.67,2,136,6,0,0,sales,medium,0
0.7,0.57,3,180,2,0,0,sales,medium,0
0.6,0.97,3,187,3,1,0,sales,medium,0
0.99,0.66,3,202,3,0,0,sales,medium,0
0.29,0.86,3,251,4,0,0,sales,medium,0
0.53,0.63,4,259,2,0,0,sales,medium,0
0.83,0.76,3,262,2,0,0,accounting,medium,0
0.18,0.92,5,251,4,0,0,accounting,medium,0
0.14,0.74,4,117,5,0,0,accounting,medium,0
0.5,0.66,4,155,2,0,0,hr,medium,0
0.36,0.89,3,197,6,0,0,hr,medium,0
0.34,0.56,3,139,2,0,0,hr,medium,0
0.51,0.75,4,175,2,0,0,hr,medium,0
0.5,0.52,5,137,3,1,0,technical,medium,0
0.69,0.93,3,228,4,0,0,technical,medium,0
0.52,0.51,2,232,4,0,0,technical,high,0
0.32,0.5,2,143,3,0,0,technical,high,0
0.88,0.99,3,190,5,0,0,technical,high,0
0.6,0.87,3,196,3,1,0,technical,high,0
0.72,0.8,3,213,3,0,0,technical,high,0
0.65,0.9,3,200,3,0,0,technical,high,0
0.82,0.78,5,166,2,0,0,technical,high,0
0.67,0.92,5,258,3,0,0,technical,high,0
0.44,0.87,5,104,4,0,0,technical,high,0
0.52,0.85,5,173,2,0,0,support,high,0
0.54,0.51,2,176,3,0,0,support,high,0
0.67,0.76,5,181,3,0,0,support,high,0
0.16,0.64,6,143,5,1,0,support,low,0
0.81,0.73,4,186,3,0,0,support,low,0
0.77,0.85,3,136,3,0,0,support,low,0
0.84,0.99,4,219,2,0,0,support,low,0
0.56,0.56,5,229,4,1,0,support,low,0
0.67,0.97,5,239,3,0,0,support,low,0
0.65,0.7,4,182,2,0,0,support,low,0
0.39,0.57,2,132,3,0,0,support,low,0
0.77,0.75,3,272,3,0,0,technical,low,0
0.41,0.96,5,167,3,1,0,technical,low,0
0.59,0.67,3,180,2,0,0,technical,low,0
0.14,0.72,6,100,5,0,0,management,low,0
0.6,0.82,4,134,2,0,0,IT,low,0
0.14,0.98,6,221,5,0,0,IT,low,0
0.88,0.8,3,166,2,0,0,IT,low,0
0.6,0.91,4,214,2,0,0,IT,medium,0
1,0.49,4,227,3,1,0,IT,medium,0
0.56,0.98,4,207,3,0,0,product_mng,medium,0
0.72,0.54,3,286,6,0,0,product_mng,medium,0
