instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
8533,12/27/2011,1,0,12,6,0,2,1,2,0.3,0.2727,0.61,0.2985,35
8534,12/27/2011,1,0,12,7,0,2,1,2,0.3,0.2879,0.65,0.2836,80
8535,12/27/2011,1,0,12,8,0,2,1,2,0.3,0.303,0.65,0.1642,164
8536,12/27/2011,1,0,12,9,0,2,1,3,0.32,0.3333,0.66,0.1045,104
8537,12/27/2011,1,0,12,10,0,2,1,2,0.32,0.3333,0.66,0.0896,60
8538,12/27/2011,1,0,12,11,0,2,1,3,0.32,0.3333,0.66,0.1045,30
8539,12/27/2011,1,0,12,12,0,2,1,3,0.3,0.3182,0.81,0.0896,24
8540,12/27/2011,1,0,12,13,0,2,1,3,0.3,0.303,0.87,0.1343,20
8541,12/27/2011,1,0,12,14,0,2,1,3,0.42,0.4242,0.82,0.3881,14
8542,12/27/2011,1,0,12,15,0,2,1,3,0.42,0.4242,0.82,0.3881,19
8543,12/27/2011,1,0,12,16,0,2,1,3,0.44,0.4394,0.88,0.3284,46
8544,12/27/2011,1,0,12,17,0,2,1,3,0.4,0.4091,0.87,0.1343,115
8545,12/27/2011,1,0,12,18,0,2,1,1,0.38,0.3939,0.87,0.2836,135
8546,12/27/2011,1,0,12,19,0,2,1,1,0.34,0.3333,0.87,0.1642,90
8547,12/27/2011,1,0,12,20,0,2,1,1,0.32,0.3333,0.93,0.0896,69
8548,12/27/2011,1,0,12,21,0,2,1,1,0.32,0.3333,0.87,0.0896,63
8549,12/27/2011,1,0,12,22,0,2,1,1,0.32,0.3333,0.87,0.0896,32
8550,12/27/2011,1,0,12,23,0,2,1,1,0.3,0.303,0.93,0.1343,26
8551,12/28/2011,1,0,12,0,0,3,1,1,0.32,0.3182,0.87,0.1642,10
8552,12/28/2011,1,0,12,1,0,3,1,1,0.32,0.3182,0.76,0.1642,12
8553,12/28/2011,1,0,12,2,0,3,1,1,0.32,0.303,0.61,0.2537,7
8554,12/28/2011,1,0,12,3,0,3,1,1,0.32,0.303,0.61,0.2537,4
8555,12/28/2011,1,0,12,5,0,3,1,1,0.32,0.2879,0.57,0.3582,9
8556,12/28/2011,1,0,12,6,0,3,1,1,0.32,0.303,0.57,0.2537,43
8557,12/28/2011,1,0,12,7,0,3,1,1,0.32,0.303,0.57,0.2537,110
8558,12/28/2011,1,0,12,8,0,3,1,1,0.32,0.2879,0.57,0.3582,217
8559,12/28/2011,1,0,12,9,0,3,1,1,0.32,0.303,0.57,0.3284,189
8560,12/28/2011,1,0,12,10,0,3,1,1,0.34,0.3182,0.57,0.2239,96
8561,12/28/2011,1,0,12,11,0,3,1,1,0.36,0.3333,0.46,0.3582,111
8562,12/28/2011,1,0,12,12,0,3,1,1,0.34,0.2879,0.46,0.5522,140
8563,12/28/2011,1,0,12,13,0,3,1,1,0.34,0.2879,0.39,0.4627,159
8564,12/28/2011,1,0,12,14,0,3,1,1,0.32,0.2879,0.39,0.3881,120
8565,12/28/2011,1,0,12,15,0,3,1,1,0.32,0.2879,0.36,0.4179,117
8566,12/28/2011,1,0,12,16,0,3,1,1,0.3,0.2727,0.36,0.4179,167
8567,12/28/2011,1,0,12,17,0,3,1,1,0.28,0.2727,0.38,0.2537,250
8568,12/28/2011,1,0,12,18,0,3,1,1,0.26,0.2273,0.38,0.3284,169
8569,12/28/2011,1,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537,151
8570,12/28/2011,1,0,12,20,0,3,1,1,0.24,0.2273,0.41,0.2239,79
8571,12/28/2011,1,0,12,21,0,3,1,1,0.22,0.2273,0.44,0.1343,70
8572,12/28/2011,1,0,12,22,0,3,1,1,0.22,0.2424,0.44,0.1045,33
8573,12/28/2011,1,0,12,23,0,3,1,1,0.22,0.2121,0.44,0.2537,39
8574,12/29/2011,1,0,12,0,0,4,1,2,0.22,0.2273,0.47,0.194,28
8575,12/29/2011,1,0,12,1,0,4,1,1,0.22,0.2121,0.47,0.2239,15
8576,12/29/2011,1,0,12,2,0,4,1,1,0.2,0.2273,0.51,0.1045,3
8577,12/29/2011,1,0,12,3,0,4,1,1,0.2,0.197,0.55,0.194,2
8578,12/29/2011,1,0,12,4,0,4,1,1,0.2,0.2121,0.55,0.1642,3
8579,12/29/2011,1,0,12,5,0,4,1,1,0.2,0.2273,0.55,0.1045,10
8580,12/29/2011,1,0,12,6,0,4,1,1,0.2,0.2576,0.59,0,41
8581,12/29/2011,1,0,12,7,0,4,1,1,0.18,0.2121,0.64,0.0896,106
8582,12/29/2011,1,0,12,8,0,4,1,2,0.2,0.2576,0.64,0,210
8583,12/29/2011,1,0,12,9,0,4,1,2,0.2,0.2121,0.64,0.1343,170
8584,12/29/2011,1,0,12,10,0,4,1,2,0.22,0.2273,0.64,0.1642,110
8585,12/29/2011,1,0,12,11,0,4,1,2,0.24,0.2576,0.6,0.0896,122
8586,12/29/2011,1,0,12,12,0,4,1,2,0.26,0.2727,0.56,0.1045,130
8587,12/29/2011,1,0,12,13,0,4,1,2,0.28,0.2879,0.52,0.1045,131
8588,12/29/2011,1,0,12,14,0,4,1,2,0.3,0.3333,0.52,0,142
8589,12/29/2011,1,0,12,15,0,4,1,2,0.3,0.3182,0.52,0.0896,177
8590,12/29/2011,1,0,12,16,0,4,1,1,0.3,0.303,0.52,0.1642,177
8591,12/29/2011,1,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642,240
8592,12/29/2011,1,0,12,18,0,4,1,1,0.3,0.303,0.56,0.1343,207
8593,12/29/2011,1,0,12,19,0,4,1,1,0.3,0.3182,0.56,0.1045,135
8594,12/29/2011,1,0,12,20,0,4,1,1,0.28,0.2879,0.65,0.1045,96
8595,12/29/2011,1,0,12,21,0,4,1,2,0.28,0.2879,0.61,0.1343,68
8596,12/29/2011,1,0,12,22,0,4,1,1,0.28,0.2879,0.65,0.1343,55
8597,12/29/2011,1,0,12,23,0,4,1,1,0.3,0.303,0.65,0.1642,45
8598,12/30/2011,1,0,12,0,0,5,1,1,0.28,0.2879,0.7,0.1343,30
8599,12/30/2011,1,0,12,1,0,5,1,1,0.26,0.2879,0.65,0.0896,20
8600,12/30/2011,1,0,12,2,0,5,1,1,0.24,0.2576,0.7,0.1045,12
8601,12/30/2011,1,0,12,3,0,5,1,1,0.24,0.2576,0.7,0.1045,6
8602,12/30/2011,1,0,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,2
8603,12/30/2011,1,0,12,5,0,5,1,1,0.22,0.2576,0.75,0.0896,10
8604,12/30/2011,1,0,12,6,0,5,1,1,0.24,0.2576,0.7,0.0896,32
8605,12/30/2011,1,0,12,7,0,5,1,1,0.24,0.2576,0.75,0.0896,95
8606,12/30/2011,1,0,12,8,0,5,1,2,0.24,0.2576,0.75,0.0896,205
8607,12/30/2011,1,0,12,9,0,5,1,1,0.26,0.303,0.75,0,194
8608,12/30/2011,1,0,12,10,0,5,1,1,0.3,0.2879,0.65,0.2537,118
8609,12/30/2011,1,0,12,11,0,5,1,1,0.32,0.3182,0.66,0.194,171
8610,12/30/2011,1,0,12,12,0,5,1,1,0.32,0.3333,0.57,0.1343,197
8611,12/30/2011,1,0,12,13,0,5,1,2,0.36,0.3485,0.53,0.1343,207
8612,12/30/2011,1,0,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896,245
8613,12/30/2011,1,0,12,15,0,5,1,1,0.42,0.4242,0.44,0,292
8614,12/30/2011,1,0,12,16,0,5,1,1,0.42,0.4242,0.47,0.194,283
8615,12/30/2011,1,0,12,17,0,5,1,1,0.38,0.3939,0.54,0.1642,242
8616,12/30/2011,1,0,12,18,0,5,1,1,0.36,0.3485,0.62,0.1343,182
8617,12/30/2011,1,0,12,19,0,5,1,2,0.34,0.303,0.49,0.4179,112
8618,12/30/2011,1,0,12,20,0,5,1,2,0.34,0.3485,0.66,0.1045,91
8619,12/30/2011,1,0,12,21,0,5,1,2,0.36,0.3636,0.66,0.1045,95
8620,12/30/2011,1,0,12,22,0,5,1,2,0.34,0.3333,0.71,0.1642,85
8621,12/30/2011,1,0,12,23,0,5,1,2,0.36,0.3333,0.66,0.2537,73
8622,12/31/2011,1,0,12,0,0,6,0,2,0.38,0.3939,0.62,0.3284,44
8623,12/31/2011,1,0,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,35
8624,12/31/2011,1,0,12,2,0,6,0,2,0.4,0.4091,0.62,0.2836,28
8625,12/31/2011,1,0,12,3,0,6,0,2,0.4,0.4091,0.62,0.2836,18
8626,12/31/2011,1,0,12,4,0,6,0,1,0.38,0.3939,0.71,0.2239,10
8627,12/31/2011,1,0,12,5,0,6,0,2,0.36,0.3485,0.76,0.2239,1
8628,12/31/2011,1,0,12,6,0,6,0,2,0.4,0.4091,0.71,0.0896,6
8629,12/31/2011,1,0,12,7,0,6,0,3,0.38,0.3939,0.76,0,19
8630,12/31/2011,1,0,12,8,0,6,0,1,0.34,0.3333,0.81,0.1343,49
8631,12/31/2011,1,0,12,9,0,6,0,1,0.38,0.3939,0.76,0,90
8632,12/31/2011,1,0,12,10,0,6,0,1,0.4,0.4091,0.76,0.1642,128
8633,12/31/2011,1,0,12,11,0,6,0,1,0.42,0.4242,0.71,0.1642,217
8634,12/31/2011,1,0,12,12,0,6,0,1,0.52,0.5,0.39,0.2985,273
8635,12/31/2011,1,0,12,13,0,6,0,1,0.5,0.4848,0.42,0.4925,313
8636,12/31/2011,1,0,12,14,0,6,0,1,0.46,0.4545,0.51,0.3284,300
8637,12/31/2011,1,0,12,15,0,6,0,1,0.46,0.4545,0.47,0.4925,253
8638,12/31/2011,1,0,12,16,0,6,0,1,0.44,0.4394,0.51,0.3881,195
8639,12/31/2011,1,0,12,17,0,6,0,1,0.42,0.4242,0.54,0.194,129
8640,12/31/2011,1,0,12,18,0,6,0,1,0.42,0.4242,0.54,0.1343,93
8641,12/31/2011,1,0,12,19,0,6,0,1,0.42,0.4242,0.54,0.2239,92
8642,12/31/2011,1,0,12,20,0,6,0,1,0.42,0.4242,0.54,0.2239,71
8643,12/31/2011,1,0,12,21,0,6,0,1,0.4,0.4091,0.58,0.194,52
8644,12/31/2011,1,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,38
8645,12/31/2011,1,0,12,23,0,6,0,1,0.36,0.3788,0.66,0,31
8646,1/1/2012,1,1,1,0,0,0,0,1,0.36,0.3788,0.66,0,48
8647,1/1/2012,1,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,93
8648,1/1/2012,1,1,1,2,0,0,0,1,0.32,0.3485,0.76,0,75
8649,1/1/2012,1,1,1,3,0,0,0,1,0.3,0.3333,0.81,0,52
8650,1/1/2012,1,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,8
8651,1/1/2012,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,5
8652,1/1/2012,1,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,2
8653,1/1/2012,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,7
8654,1/1/2012,1,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,14
8655,1/1/2012,1,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,40
8656,1/1/2012,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,70
8657,1/1/2012,1,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,138
8658,1/1/2012,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,201
8659,1/1/2012,1,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,223
8660,1/1/2012,1,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,267
8661,1/1/2012,1,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,265
8662,1/1/2012,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,215
8663,1/1/2012,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,111
8664,1/1/2012,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,106
8665,1/1/2012,1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,105
8666,1/1/2012,1,1,1,20,0,0,0,2,0.44,0.4394,0.62,0.2985,83
8667,1/1/2012,1,1,1,21,0,0,0,2,0.44,0.4394,0.67,0.2537,71
8668,1/1/2012,1,1,1,22,0,0,0,1,0.46,0.4545,0.55,0.4179,66
8669,1/1/2012,1,1,1,23,0,0,0,1,0.44,0.4394,0.51,0.2985,29
8670,1/2/2012,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,39
8671,1/2/2012,1,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,12
8672,1/2/2012,1,1,1,2,1,1,0,1,0.36,0.3182,0.34,0.4478,7
8673,1/2/2012,1,1,1,4,1,1,0,1,0.28,0.2576,0.45,0.3284,4
8674,1/2/2012,1,1,1,5,1,1,0,1,0.28,0.2576,0.45,0.3284,4
8675,1/2/2012,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,14
8676,1/2/2012,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,16
8677,1/2/2012,1,1,1,8,1,1,0,1,0.24,0.2273,0.35,0.2537,53
8678,1/2/2012,1,1,1,9,1,1,0,1,0.24,0.2576,0.35,0,68
8679,1/2/2012,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,109
8680,1/2/2012,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,175
8681,1/2/2012,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,202
8682,1/2/2012,1,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,176
8683,1/2/2012,1,1,1,14,1,1,0,1,0.3,0.2727,0.36,0.4179,151
8684,1/2/2012,1,1,1,15,1,1,0,1,0.28,0.2424,0.38,0.4478,168
8685,1/2/2012,1,1,1,16,1,1,0,1,0.26,0.2273,0.35,0.4179,154
8686,1/2/2012,1,1,1,17,1,1,0,1,0.26,0.2273,0.35,0.3881,153
8687,1/2/2012,1,1,1,18,1,1,0,1,0.26,0.2424,0.33,0.2537,126
8688,1/2/2012,1,1,1,19,1,1,0,1,0.24,0.2273,0.38,0.2239,93
8689,1/2/2012,1,1,1,20,1,1,0,1,0.24,0.2273,0.41,0.2239,88
8690,1/2/2012,1,1,1,21,1,1,0,2,0.24,0.2121,0.41,0.3284,66
8691,1/2/2012,1,1,1,22,1,1,0,2,0.22,0.2121,0.44,0.2836,39
8692,1/2/2012,1,1,1,23,1,1,0,1,0.22,0.2121,0.44,0.2537,34
8693,1/3/2012,1,1,1,0,0,2,1,1,0.2,0.197,0.51,0.2537,13
8694,1/3/2012,1,1,1,1,0,2,1,1,0.18,0.1818,0.55,0.2239,6
8695,1/3/2012,1,1,1,2,0,2,1,1,0.18,0.1667,0.51,0.2537,3
8696,1/3/2012,1,1,1,3,0,2,1,1,0.16,0.1364,0.55,0.2836,2
8697,1/3/2012,1,1,1,4,0,2,1,1,0.16,0.1515,0.55,0.2537,5
8698,1/3/2012,1,1,1,5,0,2,1,1,0.14,0.1364,0.54,0.194,12
8699,1/3/2012,1,1,1,6,0,2,1,1,0.14,0.1212,0.59,0.2836,85
8700,1/3/2012,1,1,1,7,0,2,1,1,0.14,0.1212,0.59,0.2537,170
8701,1/3/2012,1,1,1,8,0,2,1,1,0.16,0.1364,0.55,0.2836,354
8702,1/3/2012,1,1,1,9,0,2,1,1,0.16,0.1364,0.5,0.2836,153
8703,1/3/2012,1,1,1,10,0,2,1,1,0.16,0.1212,0.47,0.4627,60
8704,1/3/2012,1,1,1,11,0,2,1,1,0.18,0.1364,0.37,0.5224,75
8705,1/3/2012,1,1,1,12,0,2,1,1,0.18,0.1364,0.37,0.5224,74
8706,1/3/2012,1,1,1,13,0,2,1,1,0.18,0.1212,0.34,0.6567,73
8707,1/3/2012,1,1,1,14,0,2,1,1,0.16,0.1212,0.43,0.5224,79
8708,1/3/2012,1,1,1,15,0,2,1,1,0.16,0.1212,0.37,0.4179,77
8709,1/3/2012,1,1,1,16,0,2,1,1,0.14,0.0909,0.39,0.5821,136
8710,1/3/2012,1,1,1,17,0,2,1,1,0.14,0.1061,0.26,0.4627,245
8711,1/3/2012,1,1,1,18,0,2,1,1,0.14,0.0909,0.26,0.5224,224
8712,1/3/2012,1,1,1,19,0,2,1,1,0.12,0.0909,0.28,0.4179,156
8713,1/3/2012,1,1,1,20,0,2,1,1,0.12,0.1212,0.33,0.2537,115
8714,1/3/2012,1,1,1,21,0,2,1,1,0.1,0.1061,0.36,0.2239,68
8715,1/3/2012,1,1,1,22,0,2,1,1,0.1,0.1061,0.46,0.2537,33
8716,1/3/2012,1,1,1,23,0,2,1,1,0.1,0.0758,0.46,0.3881,18
8717,1/4/2012,1,1,1,0,0,3,1,1,0.08,0.0606,0.42,0.3284,9
8718,1/4/2012,1,1,1,1,0,3,1,1,0.04,0.0303,0.38,0.2985,3
8719,1/4/2012,1,1,1,2,0,3,1,1,0.02,0.0152,0.34,0.2836,1
8720,1/4/2012,1,1,1,3,0,3,1,1,0.02,0.0152,0.34,0.2836,1
8721,1/4/2012,1,1,1,4,0,3,1,1,0.02,0.0455,0.41,0.194,2
8722,1/4/2012,1,1,1,5,0,3,1,1,0.02,0.0455,0.41,0.194,14
8723,1/4/2012,1,1,1,6,0,3,1,1,0.02,0.0455,0.41,0.1642,59
8724,1/4/2012,1,1,1,7,0,3,1,1,0.02,0.0455,0.44,0.194,152
8725,1/4/2012,1,1,1,8,0,3,1,1,0.02,0.0606,0.44,0.1343,315
8726,1/4/2012,1,1,1,9,0,3,1,1,0.04,0.0606,0.45,0.1343,180
8727,1/4/2012,1,1,1,10,0,3,1,1,0.06,0.1061,0.45,0,64
8728,1/4/2012,1,1,1,11,0,3,1,2,0.08,0.1212,0.42,0.0896,46
8729,1/4/2012,1,1,1,12,0,3,1,2,0.1,0.1061,0.46,0.194,84
8730,1/4/2012,1,1,1,13,0,3,1,2,0.14,0.1212,0.43,0.2537,91
8731,1/4/2012,1,1,1,14,0,3,1,2,0.14,0.1212,0.46,0.2537,75
8732,1/4/2012,1,1,1,15,0,3,1,2,0.18,0.1515,0.37,0.3284,90
8733,1/4/2012,1,1,1,16,0,3,1,2,0.18,0.1667,0.4,0.2836,131
8734,1/4/2012,1,1,1,17,0,3,1,2,0.2,0.197,0.4,0.194,281
8735,1/4/2012,1,1,1,18,0,3,1,2,0.2,0.2121,0.37,0.1343,289
8736,1/4/2012,1,1,1,19,0,3,1,2,0.2,0.2273,0.4,0.1045,184
8737,1/4/2012,1,1,1,20,0,3,1,2,0.2,0.197,0.4,0.194,123
8738,1/4/2012,1,1,1,21,0,3,1,2,0.2,0.2576,0.44,0,90
8739,1/4/2012,1,1,1,22,0,3,1,2,0.2,0.2273,0.47,0.0896,52
8740,1/4/2012,1,1,1,23,0,3,1,2,0.2,0.2273,0.44,0.1045,32
8741,1/5/2012,1,1,1,0,0,4,1,2,0.22,0.2273,0.47,0.194,14
8742,1/5/2012,1,1,1,1,0,4,1,1,0.2,0.2273,0.51,0.0896,5
8743,1/5/2012,1,1,1,2,0,4,1,1,0.2,0.2273,0.51,0.0896,4
8744,1/5/2012,1,1,1,3,0,4,1,1,0.2,0.2576,0.61,0,4
8745,1/5/2012,1,1,1,4,0,4,1,2,0.2,0.2273,0.59,0.0896,5
8746,1/5/2012,1,1,1,5,0,4,1,2,0.2,0.2273,0.59,0.0896,26
8747,1/5/2012,1,1,1,6,0,4,1,2,0.2,0.2121,0.75,0.1343,78
8748,1/5/2012,1,1,1,7,0,4,1,2,0.2,0.2273,0.69,0.0896,215
8749,1/5/2012,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0,388
8750,1/5/2012,1,1,1,9,0,4,1,2,0.22,0.2727,0.69,0,227
8751,1/5/2012,1,1,1,10,0,4,1,2,0.24,0.2576,0.52,0.0896,86
8752,1/5/2012,1,1,1,11,0,4,1,1,0.3,0.3333,0.49,0,84
8753,1/5/2012,1,1,1,12,0,4,1,1,0.3,0.2879,0.49,0.2537,120
8754,1/5/2012,1,1,1,13,0,4,1,1,0.34,0.303,0.42,0.2985,118
8755,1/5/2012,1,1,1,14,0,4,1,1,0.34,0.3182,0.39,0.2836,117
8756,1/5/2012,1,1,1,15,0,4,1,1,0.36,0.3333,0.34,0.2836,119
8757,1/5/2012,1,1,1,16,0,4,1,1,0.36,0.3333,0.34,0.2836,197
8758,1/5/2012,1,1,1,17,0,4,1,2,0.36,0.3485,0.34,0.194,412
8759,1/5/2012,1,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,383
8760,1/5/2012,1,1,1,19,0,4,1,1,0.34,0.3485,0.34,0.0896,265
8761,1/5/2012,1,1,1,20,0,4,1,1,0.3,0.3333,0.49,0,177
8762,1/5/2012,1,1,1,21,0,4,1,1,0.26,0.2727,0.6,0.1343,97
8763,1/5/2012,1,1,1,22,0,4,1,1,0.26,0.2576,0.6,0.1642,71
8764,1/5/2012,1,1,1,23,0,4,1,1,0.24,0.2576,0.7,0.1045,60
8765,1/6/2012,1,1,1,0,0,5,1,1,0.22,0.2576,0.75,0.0896,25
8766,1/6/2012,1,1,1,1,0,5,1,1,0.22,0.2727,0.75,0,8
8767,1/6/2012,1,1,1,2,0,5,1,1,0.22,0.2273,0.69,0.1642,5
8768,1/6/2012,1,1,1,3,0,5,1,1,0.22,0.2424,0.69,0.1045,4
8769,1/6/2012,1,1,1,4,0,5,1,1,0.22,0.2273,0.69,0.1343,3
8770,1/6/2012,1,1,1,5,0,5,1,2,0.2,0.2121,0.8,0.1343,13
8771,1/6/2012,1,1,1,6,0,5,1,2,0.22,0.2424,0.73,0.1045,70
8772,1/6/2012,1,1,1,7,0,5,1,2,0.24,0.2879,0.65,0,205
8773,1/6/2012,1,1,1,8,0,5,1,1,0.24,0.2424,0.7,0.1343,447
8774,1/6/2012,1,1,1,9,0,5,1,1,0.24,0.2424,0.7,0.1642,241
8775,1/6/2012,1,1,1,10,0,5,1,1,0.26,0.2576,0.65,0.194,116
8776,1/6/2012,1,1,1,11,0,5,1,1,0.3,0.303,0.56,0.1642,138
8777,1/6/2012,1,1,1,12,0,5,1,1,0.36,0.3333,0.5,0.2537,191
8778,1/6/2012,1,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,204
8779,1/6/2012,1,1,1,14,0,5,1,1,0.46,0.4545,0.36,0.194,178
8780,1/6/2012,1,1,1,15,0,5,1,1,0.52,0.5,0.27,0.2537,222
8781,1/6/2012,1,1,1,16,0,5,1,1,0.52,0.5,0.27,0.2836,294
8782,1/6/2012,1,1,1,17,0,5,1,1,0.46,0.4545,0.36,0.2239,476
8783,1/6/2012,1,1,1,18,0,5,1,1,0.5,0.4848,0.29,0.2537,419
8784,1/6/2012,1,1,1,19,0,5,1,1,0.46,0.4545,0.33,0.2836,272
8785,1/6/2012,1,1,1,20,0,5,1,1,0.42,0.4242,0.41,0.194,177
8786,1/6/2012,1,1,1,21,0,5,1,1,0.4,0.4091,0.43,0.2239,154
8787,1/6/2012,1,1,1,22,0,5,1,1,0.36,0.3485,0.5,0.194,135
8788,1/6/2012,1,1,1,23,0,5,1,1,0.36,0.3788,0.5,0,101
8789,1/7/2012,1,1,1,0,0,6,0,1,0.36,0.3485,0.5,0.1642,79
8790,1/7/2012,1,1,1,1,0,6,0,1,0.38,0.3939,0.46,0.1642,62
8791,1/7/2012,1,1,1,2,0,6,0,1,0.36,0.3636,0.5,0.1045,38
8792,1/7/2012,1,1,1,3,0,6,0,1,0.32,0.3333,0.57,0.1045,20
8793,1/7/2012,1,1,1,4,0,6,0,1,0.32,0.3333,0.57,0.0896,10
8794,1/7/2012,1,1,1,5,0,6,0,1,0.26,0.2727,0.75,0.1045,9
8795,1/7/2012,1,1,1,6,0,6,0,1,0.26,0.2727,0.75,0.1045,7
8796,1/7/2012,1,1,1,7,0,6,0,1,0.22,0.2273,0.87,0.194,20
8797,1/7/2012,1,1,1,8,0,6,0,1,0.24,0.2576,0.75,0.1045,64
8798,1/7/2012,1,1,1,9,0,6,0,1,0.22,0.2273,0.8,0.1343,130
8799,1/7/2012,1,1,1,10,0,6,0,1,0.28,0.303,0.75,0.0896,203
8800,1/7/2012,1,1,1,11,0,6,0,1,0.34,0.3182,0.57,0.2239,324
8801,1/7/2012,1,1,1,12,0,6,0,1,0.4,0.4091,0.43,0.2239,376
8802,1/7/2012,1,1,1,13,0,6,0,1,0.44,0.4394,0.44,0.194,445
8803,1/7/2012,1,1,1,14,0,6,0,1,0.5,0.4848,0.42,0.2836,512
8804,1/7/2012,1,1,1,15,0,6,0,1,0.58,0.5455,0.37,0.2985,449
8805,1/7/2012,1,1,1,16,0,6,0,2,0.56,0.5303,0.37,0.2836,401
8806,1/7/2012,1,1,1,17,0,6,0,2,0.54,0.5152,0.43,0.1343,322
8807,1/7/2012,1,1,1,18,0,6,0,1,0.54,0.5152,0.45,0.1343,297
8808,1/7/2012,1,1,1,19,0,6,0,1,0.52,0.5,0.42,0.1045,215
8809,1/7/2012,1,1,1,20,0,6,0,1,0.5,0.4848,0.39,0.2537,170
8810,1/7/2012,1,1,1,21,0,6,0,1,0.44,0.4394,0.44,0.2239,140
8811,1/7/2012,1,1,1,22,0,6,0,1,0.44,0.4394,0.38,0.2537,109
8812,1/7/2012,1,1,1,23,0,6,0,1,0.42,0.4242,0.38,0.2239,119
8813,1/8/2012,1,1,1,0,0,0,0,1,0.38,0.3939,0.4,0.2836,91
8814,1/8/2012,1,1,1,1,0,0,0,1,0.34,0.3333,0.42,0.194,72
8815,1/8/2012,1,1,1,2,0,0,0,1,0.36,0.3333,0.37,0.2836,67
8816,1/8/2012,1,1,1,3,0,0,0,1,0.34,0.3333,0.42,0.1343,32
8817,1/8/2012,1,1,1,4,0,0,0,1,0.32,0.303,0.49,0.2537,6
8818,1/8/2012,1,1,1,5,0,0,0,2,0.32,0.3333,0.49,0.1045,2
8819,1/8/2012,1,1,1,6,0,0,0,2,0.3,0.3333,0.52,0,2
8820,1/8/2012,1,1,1,7,0,0,0,2,0.3,0.3333,0.52,0,24
8821,1/8/2012,1,1,1,8,0,0,0,1,0.3,0.303,0.52,0.1343,57
8822,1/8/2012,1,1,1,9,0,0,0,1,0.32,0.3333,0.53,0.1343,125
8823,1/8/2012,1,1,1,10,0,0,0,1,0.34,0.3333,0.49,0.1642,208
8824,1/8/2012,1,1,1,11,0,0,0,1,0.36,0.3485,0.46,0.2239,256
8825,1/8/2012,1,1,1,12,0,0,0,1,0.38,0.3939,0.43,0.2239,351
8826,1/8/2012,1,1,1,13,0,0,0,1,0.4,0.4091,0.37,0.2985,343
8827,1/8/2012,1,1,1,14,0,0,0,1,0.4,0.4091,0.4,0.194,328
8828,1/8/2012,1,1,1,15,0,0,0,1,0.4,0.4091,0.37,0.2836,330
8829,1/8/2012,1,1,1,16,0,0,0,1,0.4,0.4091,0.37,0.2985,314
8830,1/8/2012,1,1,1,17,0,0,0,1,0.38,0.3939,0.4,0.2239,219
8831,1/8/2012,1,1,1,18,0,0,0,1,0.34,0.3182,0.46,0.2239,181
8832,1/8/2012,1,1,1,19,0,0,0,1,0.32,0.3182,0.49,0.194,112
8833,1/8/2012,1,1,1,20,0,0,0,1,0.3,0.303,0.52,0.1642,126
8834,1/8/2012,1,1,1,21,0,0,0,1,0.28,0.2727,0.56,0.2239,91
8835,1/8/2012,1,1,1,22,0,0,0,1,0.26,0.2727,0.6,0.1045,58
8836,1/8/2012,1,1,1,23,0,0,0,1,0.26,0.2424,0.56,0.2537,30
8837,1/9/2012,1,1,1,0,0,1,1,1,0.24,0.2273,0.6,0.2239,15
